index,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse
556,223214,HLK[,MT,Isaiah,33,21,TLK,KJ >M CM >DJR JHWH LNW MQWM NHRJM J>RJM RXBJ JDJM BL TLK BW >NJ CJV W YJ >DJR L> J<BRNW,,qal,impf,BL TLK BW >NJ CJV,>NJ CJV,BW,B,in/on it/him,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,B,,,,,
558,1906478,HLK[,1Qisaa,Isaiah,33,21,TLB,KJ >M CM >DJR JHWH LNW MQWM NHRWT J>RJM RXBJ JDJM BL TLB BW >NJ CV W YJ >DJR LW> J<BRNW,00 00 00 0000 0000 000 0000 00000 00000 0000 0000 00 000 00 000 00 0 00 0000 000 000000,qal,impf,BL TLB BW >NJ CV,>NJ CV,BW,B,in/on it/him,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,B,,,,,KJ >M CM >DJR JHWH LNW MQWM NHRWT J>RJM RXBJ JDJM BL TLB BW >NJ CV W YJ >DJR LW> J<BRNW
567,223343,JRD[,MT,Isaiah,34,5,TRD,KJ RWTH B CMJM XRBJ HNH <L >DWM TRD W <L <M XRMJ L MCPV,,qal,impf,HNH <L >DWM TRD,,<L >DWM,<L >DWM/,upon Edom,0.0,prep,topo,inanim,det,nmpr,simple,fictive,goal,<L,,,,,
568,1906621,JRD[,1Qisaa,Isaiah,34,5,TRD,KJ> TR>H B CMJM XRBJ> HNH <L >DWM TRD W <L <M XRMJ L MCPV,000 0000 0 0000 00000 000 00 0000 000 0 00 00 0000 0 0000,qal,impf,HNH <L >DWM TRD,,<L >DWM,<L >DWM/,upon Edom,0.0,prep,topo,inanim,det,nmpr,simple,fictive,goal,<L,,,,,KJ> TR>H B CMJM XRBJ> HNH <L >DWM TRD W <L <M XRMJ L MCPV
571,223440,<BR[,MT,Isaiah,34,10,<BR,LJLH W JWMM L> TKBH L <WLM J<LH <CNH M DWR L DWR TXRB L NYX NYXJM >JN <BR BH,,qal,ptca,L NYX NYXJM >JN <BR BH,,BH,B,in it / in her,0.0,prep,prps,inanim,det,prsf,simple,factive,trajectory,B,,,,,
574,1906728,<BR[,1Qisaa,Isaiah,34,10,<WBR,LJLH W JWMM W LW> TKWBH L <WLM W <LH <CNH M DWR L DWR W TXRB L NYX NYXJM W >JN <WBR BH>,0000 0 0000 0 000 00000 0 0000 0 000 0000 0 000 0 000 0 0000 0 000 00000 0 000 0000 000,qal,ptca,L NYX NYXJM W >JN <WBR BH>,,BH>,B,in it / in her,0.0,prep,prps,inanim,det,prsf,simple,factive,trajectory,B,,,,,LJLH W JWMM W LW> TKWBH L <WLM W <LH <CNH M DWR L DWR W TXRB L NYX NYXJM W >JN <WBR BH>
589,1906957,HLK[,1Qisaa,Isaiah,35,6,JLKW,>Z JDLG K >J>L PSX W TRWN LCWN >LM KJ> NBQ<W B MDBR MJM W NXLJM B <RBH JLKW,00 0000 0 0000 000 0 0000 0000 000 000 00000 0 0000 000 0 00000 0 0000 0000,qal,impf,W NXLJM B <RBH JLKW,NXLJM,B <RBH,B <RBH/,through / to the plain,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,>Z JDLG K >J>L PSX W TRWN LCWN >LM KJ> NBQ<W B MDBR MJM W NXLJM B <RBH JLKW
601,223722,BW>[,MT,Isaiah,35,10,B>W,W PDWJJ JHWH JCBWN W B>W YJWN B RNH W FMXT <WLM <L R>CM FFWN W FMXH JFJGW W NSW JGWN W >NXH,,qal,perf,W B>W YJWN B RNH,,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,
605,1907027,BW>[,1Qisaa,Isaiah,35,10,B>W,W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH,0 00000 0000 00000 0 000 0000 0 0000 0 0000 0000 00 00000 0000 0 0000 00000 00 0 00 0000 0 0000,qal,perf,W B>W YJWN B RWNH,,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH
607,223750,<LH[,MT,Isaiah,36,1,<LH,W JHJ B >RB< <FRH CNH L MLK XZQJHW <LH SNXRJB MLK >CWR <L KL <RJ JHWDH H BYRWT W JTPFM,,qal,perf,<LH SNXRJB MLK >CWR <L KL <RJ JHWDH H BYRWT,SNXRJB MLK >CWR,<L KL <RJ JHWDH H BYRWT,<L KL/ <JR/ JHWDH/ H BYWR/,against all the fortified cities of Judah,0.0,prep,place,inanim,det,subs,complex,factive,goal,<L,,,,,
608,1907056,<LH[,1Qisaa,Isaiah,36,1,<LH,W JHJ B >RB< <FRH CNH L MLK XZQJH <LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT W JTPWFM,0 000 0 0000 0000 000 0 000 00000 000 000000 000 0000 00 000 000 00000 0 000000 0 000000,qal,perf,<LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT, SNXRJB MLK >CWR,<L KWL <RJ JHWDH H BYWRWT,<L KL/ <JR/ JHWDH/ H BYWR/,against all the fortified cities of Judah,0.0,prep,place,inanim,det,subs,complex,factive,goal,<L,,,,,W JHJ B >RB< <FRH CNH L MLK XZQJH <LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT W JTPWFM
609,223791,JY>[,MT,Isaiah,36,3,JY>,W JY> >LJW >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SPR W JW>X BN >SP H MZKJR,,qal,wayq,W JY> >LJW >LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR,>LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
610,1907101,JY>[,1Qisaa,Isaiah,36,3,JY>,W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR,0 000 0000 000000 00 00000 000 00 0 000 0 00000 0 0000 0 0000 00 000 0 00000,qal,wayy,W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR,>LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR
611,223867,BW>[,MT,Isaiah,36,6,B>,HNH BVXT <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<H MLK MYRJM L KL H BVXJM <LJW,,qal,perf,W B> B KPW,,B KPW,B KP/,in his hand,0.0,prep,bopa,inanim,det,subs,complex,factive,goal,B,,,,,
612,1907184,BW>[,1Qisaa,Isaiah,36,6,B>,HNH BVXTH <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<WH MLK MYRJM L KWL H BWVXJM <LJW,000 00000 00 00000 0 000 0 0000 0 00 00 00000 000 0000 000 0000 0 00 0 000 0 0000 00 00000 000 00000 0 000 0 000000 0000,qal,perf,W B> B KPW,,B KPW,B KP/,in his hand,0.0,prep,bopa,inanim,det,subs,complex,factive,goal,B,,,,,HNH BVXTH <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<WH MLK MYRJM L KWL H BWVXJM <LJW
617,223962,<LH[,MT,Isaiah,36,10,<LJTJ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH,,qal,perf,H M BL<DJ JHWH <LJTJ <L H >RY H Z>T,,<L H >RY H Z>T,<L H >RY/ H Z>T,to/against this land,0.0,prep,place,inanim,det,subs,complex,factive,goal,<L,,,,,
618,223973,<LH[,MT,Isaiah,36,10,<LH,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH,,qal,impv,<LH >L H >RY H Z>T,,>L H >RY H Z>T,>L H >RY/ H Z>T,to this land,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,
619,1907286,<LH[,1Qisaa,Isaiah,36,10,<LJTJ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH,0 000 0 0 00000 0000 00000 00 0 000 0 0000 0 000000 0000 000 000 000 00 0 000 0 000 0 000000,qal,perf,H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T,,<L H >RY H ZW>T,<L H >RY/ H Z>T,to/against this land,0.0,prep,place,inanim,det,subs,complex,factive,goal,<L,,,,,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH
620,1907297,<LH[,1Qisaa,Isaiah,36,10,<LH,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH,0 000 0 0 00000 0000 00000 00 0 000 0 0000 0 000000 0000 000 000 000 00 0 000 0 000 0 000000,qal,impv,<LH >L H >RY H ZWT,,>L H >RY H ZWT,>L H >RY/ H Z>T,against this land,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH
621,224119,JY>[,MT,Isaiah,36,16,Y>W,>L TCM<W >L XZQJHW KJ KH >MR H MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KLW >JC GPNW W >JC T>NTW W CTW >JC MJ BWRW,,qal,impv,W Y>W >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
622,1907455,JY>[,1Qisaa,Isaiah,36,16,Y>W,>L TCM<W >L XWZQJH KJ> KWH >MR MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KWLW >JC >T GPNW W >JC >T TNTW W CTW >JC MJ BWRW,00 00000 00 000000 000 000 000 000 0000 000 000 0000 0 000 000 0 00000 000 00 0000 0 000 00 0000 0 000 000 00 0000,qal,impv,W Y>W >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,>L TCM<W >L XWZQJH KJ> KWH >MR MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KWLW >JC >T GPNW W >JC >T TNTW W CTW >JC MJ BWRW
625,224223,BW>[,MT,Isaiah,36,22,JB>,W JB> >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SWPR W JW>X BN >SP H MZKJR >L XZQJHW QRW<J BGDJM W JGJDW LW >T DBRJ RB CQH,,qal,wayq,W JB> >LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR >L XZQJHW QRW<J BGDJM,>LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR,>L XZQJHW,>L XZQJHW/,To Hezekiah,0.0,prep,pers,anim,det,nmpr,simple,factive,goal,>L,,,,,
626,1907568,BW>[,1Qisaa,Isaiah,36,22,JBW>,W JBW> >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM W JGJDW LW> >T DBRJ RB CQH,0 0000 000000 00 00000 000 00 0 000 0 00000 0 0000 0 0000 00 000 0 00000 00 000000 00000 00000 0 00000 000 00 0000 00 000,qal,wayy,W JBW> >LJQJM BN XLQJH W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM,>LJQJM BN XLQJH W CWBN> H SWPR W JW>X BN >SP H MZKJR,>L XWZQJH,>L XZQJHW/,to Hezekiah,0.0,prep,pers,anim,det,nmpr,simple,factive,goal,>L,,,,,W JBW> >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM W JGJDW LW> >T DBRJ RB CQH
627,224268,BW>[,MT,Isaiah,37,1,JB>,W JHJ K CM< H MLK XZQJHW W JQR< >T BGDJW W JTKS B FQ W JB> BJT JHWH,,qal,wayq,W JB> BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,
628,1907614,BW>[,1Qisaa,Isaiah,37,1,JBW>,W JHJ K CMW< XWZQJH H MLK W JQR< >T BGDJW W JTKS B FQ W JBW> BJT JHWH,0 000 0 0000 000000 0 000 0 0000 00 00000 0 0000 0 00 0 0000 000 0000,qal,wayy,W JBW> BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,W JHJ K CMW< XWZQJH H MLK W JQR< >T BGDJW W JTKS B FQ W JBW> BJT JHWH
629,224316,BW>[,MT,Isaiah,37,3,B>W,W J>MRW >LJW KH >MR XZQJHW JWM YRH W TWKXH W N>YH H JWM H ZH KJ B>W BNJM <D MCBR W KX >JN L LDH,,qal,perf,KJ B>W BNJM <D MCBR,BNJM,<D MCBR,<D MCBR=/,to birth,0.0,prep,other,inanim,und,subs,simple,fictive,goal,<D,,,,,
630,1907663,BW>[,1Qisaa,Isaiah,37,3,B>W,W JW>MRW >LJW KWH >MR JXZQJH JWM YRH W TWKXH W N>YH H JWM H ZH KJ> B>W BNJM <D MCBR W KWX >JN L LDH L LDT,0 000000 0000 000 000 000000 000 000 0 00000 0 0000 0 000 0 00 000 000 0000 00 0000 0 000 000 0 000 0 000,qal,perf,ZH KJ> B>W BNJM <D MCBR,BNJM,<D MCBR,<D MCBR=/,to birth,0.0,prep,other,inanim,und,subs,simple,fictive,goal,<D,,,,,W JW>MRW >LJW KWH >MR JXZQJH JWM YRH W TWKXH W N>YH H JWM H ZH KJ> B>W BNJM <D MCBR W KWX >JN L LDH L LDT
631,224359,BW>[,MT,Isaiah,37,5,JB>W,W JB>W <BDJ H MLK XZQJHW >L JC<JHW,,qal,wayq,W JB>W <BDJ H MLK XZQJHW >L JC<JHW,<BDJ H MLK XZQJHW,>L JC<JHW,>L JC<JHW/,to Isaiah,0.0,prep,pers,anim,det,nmpr,simple,factive,goal,>L,,,,,
632,1907714,BW>[,1Qisaa,Isaiah,37,5,JBW>W,W JBW>W <BDJ H MLK JXWZQJH >L JC<JH,0 00000 0000 0 000 0000000 00 00000,qal,wayy,W JBW>W <BDJ H MLK JXWZQJH >L JC<JH,<BDJ H MLK JXWZQJH,>L JC<JH,>L JC<JHW/,to Isaiah,0.0,prep,pers,anim,det,nmpr,simple,factive,goal,>L,,,,,W JBW>W <BDJ H MLK JXWZQJH >L JC<JH
633,224399,CWB[,MT,Isaiah,37,7,CB,HNNJ NWTN BW RWX W CM< CMW<H W CB >L >RYW W HPLTJW B XRB B >RYW,,qal,perf,W CB >L >RYW,,>L >RYW,>L >RY/,to his land,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,
635,1907758,CWB[,1Qisaa,Isaiah,37,7,CB,HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW,0000 0000 000 000 0 000 00000 0 00 0 0000 0 000000 0 000 0 0000,qal,perf,W CB L >RYW,,L >RYW,L >RY/,to his land,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW
646,224537,<LH[,MT,Isaiah,37,14,J<L,W JQX XZQJHW >T H SPRJM M JD H ML>KJM W JQR>HW W J<L BJT JHWH W JPRFHW XZQJHW L PNJ JHWH,,qal,wayq,W J<L BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,
647,1907908,<LH[,1Qisaa,Isaiah,37,14,J<LH,W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH,0 000 000000 00 0 00000 0 00 0 000000 0 00000 0 0000 000 0000 0 000000 000000 0 000 0000,qal,wayy,W J<LH BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH
648,224721,<LH[,MT,Isaiah,37,24,<LJTJ,B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW,,qal,perf,B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN,>NJ,MRWM HRJM JRKTJ LBNWN,MRWM/ HR/ JRKH/ LBNWN/,"to the heights of the mountains, to the remote parts of Lebanon",0.0,vc,place,inanim,und,subs,complex,factive,goal,,,,,,
649,224733,BW>[,MT,Isaiah,37,24,>BW>,B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW,,qal,impf,W >BW> MRWM QYW J<R KRMLW,,MRWM QYW J<R KRMLW,MRWM/ QY/ J<R/ KRML/,"to its remotest heights, its garden-like forest",0.0,vc,topo,inanim,det,subs,complex,factive,goal,,,,,,
650,1908099,<LH[,1Qisaa,Isaiah,37,24,<LJTJ,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW,0 00 000000 00000 00000 0 0000 0 000 0000 000 00000 0000 0000 00000 00000 0 000000 0000 00000 0000 000000 0 0000 0000 000 000 000000,qal,perf,B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN,>NJ,MRWM HRJM JRKTJ LBNWN,MRWM/ HR/ JRKH/ LBNWN/,"to the heights of the mountains, to the remote parts of Lebanon",0.0,vc,place,inanim,und,subs,complex,factive,goal,,,,,,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW
651,1908111,BW>[,1Qisaa,Isaiah,37,24,>BW>,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW,0 00 000000 00000 00000 0 0000 0 000 0000 000 00000 0000 0000 00000 00000 0 000000 0000 00000 0000 000000 0 0000 0000 000 000 000000,qal,impf,W >BW> MRWM QYW J<R KRMLJW,,MRWM QYW J<R KRMLJW,MRWM/ QY/ J<R/ KRML/,"to its remotest heights, its garden-like forest",0.0,vc,topo,inanim,det,subs,complex,factive,goal,,,,,,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW
658,224810,<LH[,MT,Isaiah,37,29,<LH,J<N HTRGZK >LJ W C>NNK <LH B >ZNJ W FMTJ XXJ B >PK W MTGJ B FPTJK W HCJBTJK B DRK >CR B>T BH,,qal,perf,W C>NNK <LH B >ZNJ,C>NNK,B >ZNJ,B >ZN/,in my two ears,0.0,prep,bopa,inanim,det,subs,complex,fictive,goal,B,,,,,
661,1908190,<LH[,1Qisaa,Isaiah,37,29,<LH,W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH,0 000000 000 0 00000 0 0000 000 0 0000 0 0000 0 00000000 0 000000000 0 000 000 000 00,qal,perf,W C>NNKH <LH B >WZNJ,C>NNKH,B >WZNJ,B >ZN/,in my two ears,0.0,prep,bopa,inanim,det,subs,complex,fictive,goal,B,,,,,W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH
664,224899,BW>[,MT,Isaiah,37,33,JBW>,LKN KH >MR JHWH >L MLK >CWR L> JBW> >L H <JR H Z>T W L> JWRH CM XY W L> JQDMNH MGN W L> JCPK <LJH SLLH,,qal,impf,L> JBW> >L H <JR H Z>T,,>L H <JR H Z>T,>L H <JR/ H Z>T,into this city,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,
665,1908280,BW>[,1Qisaa,Isaiah,37,33,JBW>,L KN KWH >MR JHWH >L MLK >CWR LW> JBW> >L H <JR H Z>WT W LW> JCPWK <LJH> SWLLH W LW> JR> CM XY W LW> JQDMNH MGN,0 00 000 000 0000 00 000 0000 000 0000 00 0 000 0 0000 0 000 00000 00000 00000 0 000 000 00 00 0 000 000000 000,qal,impf,LW> JBW> >L H <JR H Z>WT,,>L H <JR H Z>WT,>L H <JR/ H Z>T,into this city,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,L KN KWH >MR JHWH >L MLK >CWR LW> JBW> >L H <JR H Z>WT W LW> JCPWK <LJH> SWLLH W LW> JR> CM XY W LW> JQDMNH MGN
666,224933,BW>[,MT,Isaiah,37,34,JBW>,B DRK >CR B> BH JCWB W >L H <JR H Z>T L> JBW> N>M JHWH,,qal,impf,W >L H <JR H Z>T L> JBW>,,>L H <JR H Z>T,>L H <JR/ H Z>T,into this city,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,
671,1908314,BW>[,1Qisaa,Isaiah,37,34,JBW>,B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH,0 000 000 00 000 0000 0 00 0 000 0 0000 000 0000 00000 0000,qal,impf,W >L H <JR H ZW>T LW> JBW>,,>L H <JR H ZW>T,>L H <JR/ H Z>T,into this city,0.0,prep,topo,inanim,det,subs,complex,factive,goal,>L,,,,,B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH
680,225024,BW>[,MT,Isaiah,38,1,JBW>,B JMJM H HM XLH XZQJHW L MWT W JBW> >LJW JC<JHW BN >MWY H NBJ> W J>MR >LJW KH >MR JHWH YW L BJTK KJ MT >TH W L> TXJH,,qal,wayq,W JBW> >LJW JC<JHW BN >MWY H NBJ>,JC<JHW BN >MWY H NBJ>,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
681,1908409,BW>[,1Qisaa,Isaiah,38,1,JBW>,B JMJM H HMH XLH JXWZQJH L MWT W JBW> >LJW JC<JH BN >MWY H NBJ> W JW>MR >LJW KWH >MR JHWH YWJ L BJTKH KJ> MJT >TH W LW> TXJH,0 0000 0 000 000 0000000 0 000 0 0000 0000 00000 00 0000 0 0000 0 00000 0000 000 000 0000 000 0 00000 000 000 000 0 000 0000,qal,wayy,W JBW> >LJW JC<JH BN >MWY H NBJ>,JC<JH BN >MWY H NBJ>,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,B JMJM H HMH XLH JXWZQJH L MWT W JBW> >LJW JC<JH BN >MWY H NBJ> W JW>MR >LJW KWH >MR JHWH YWJ L BJTKH KJ> MJT >TH W LW> TXJH
704,225377,<LH[,MT,Isaiah,38,22,><LH,W J>MR XZQJHW MH >WT KJ ><LH BJT JHWH,,qal,impf,KJ ><LH BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,
705,1908805,<LH[,1Qisaa,Isaiah,38,22,><LH,W J>MR XZQJH MH >WT KJ ><LH BJT JHWH,0 0000 00000 00 000 00 0000 000 0000,qal,impf,KJ ><LH BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,W J>MR XZQJH MH >WT KJ ><LH BJT JHWH
706,1921694,<LH[,1Q8,Isaiah,38,22,><LH,W J>MR XZQJHW MH >WT KJ ><LH BJT JHWH,0 0000 000000 00 111 00 0000 000 0000,qal,impf,KJ ><LH BJT JHWH,,BJT JHWH,BJT/ JHWH/,to the house of Yahweh,0.0,vc,place,inanim,det,subs,complex,factive,goal,,,,,,W J>MR XZQJHW MH [>WT] KJ ><LH BJT JHWH
707,225454,BW>[,MT,Isaiah,39,3,JB>,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,,qal,wayq,W JB> JC<JHW H NBJ> >L H MLK XZQJHW,JC<JHW H NBJ>,>L H MLK XZQJHW,>L H MLK/ XZQJHW/,to king Hezekiah,0.0,prep,pers,anim,det,subs,complex,factive,goal,>L,,,,,
708,225474,BW>[,MT,Isaiah,39,3,JB>W,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,,qal,impf,W M >JN JB>W >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
710,225482,BW>[,MT,Isaiah,39,3,B>W,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,,qal,perf,M >RY RXWQH B>W >LJ M BBL,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
711,1908886,BW>[,1Qisaa,Isaiah,39,3,JBW>,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000,qal,wayy,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH, JC<JH H NBJ>,>L H MLK JXWZQJH,>L H MLK/ XZQJHW/,to king Hezekiah,0.0,prep,pers,anim,det,subs,complex,factive,goal,>L,,,,,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL
