verb_id,lex,scroll,book_canonical,text_unit,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition,verse_genre,verse_language,era_style
267801,BW>[,MT,Ezekiel,Ezekiel,8,7,JB>,W JB> >TJ >L PTX H XYR W >R>H W HNH XR >XD B QJR,,hif,wayq,W JB> >TJ >L PTX H XYR,,>L PTX H XYR,>L PTX/ H XYR/,to the door of the court,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
267838,BW>[,MT,Ezekiel,Ezekiel,8,9,B>,W J>MR >LJ B> W R>H >T H TW<BWT H R<WT >CR HM <FJM PH,,qal,impv,B>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
267851,BW>[,MT,Ezekiel,Ezekiel,8,10,>BW>,W >BW> W >R>H W HNH KL TBNJT RMF W BHMH CQY W KL GLWLJ BJT JFR>L MXQH <L H QJR SBJB SBJB,,qal,wayq,W >BW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
267900,<LH[,MT,Ezekiel,Ezekiel,8,11,<LH,W CB<JM >JC M ZQNJ BJT JFR>L W J>ZNJHW BN CPN <MD B TWKM <MDJM L PNJHM W >JC MQVRTW B JDW W <TR <NN H QVRT <LH,,qal,ptca,W <TR <NN H QVRT <LH,<TR <NN H QVRT,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
267935,CWB[,MT,Ezekiel,Ezekiel,8,13,TCWB,W J>MR >LJ <WD TCWB TR>H TW<BWT GDLWT >CR HMH <FJM,,qal,impf,<WD TCWB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
267943,BW>[,MT,Ezekiel,Ezekiel,8,14,JB>,W JB> >TJ >L PTX C<R BJT JHWH >CR >L H YPWNH W HNH CM H NCJM JCBWT MBKWT >T H TMWZ,,hif,wayq,W JB> >TJ >L PTX C<R BJT JHWH,,>L PTX C<R BJT JHWH,>L PTX/ C<R/ BJT/ JHWH/,to the door of the gate of the house of Yahweh,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
267972,CWB[,MT,Ezekiel,Ezekiel,8,15,TCWB,W J>MR >LJ H R>JT BN >DM <WD TCWB TR>H TW<BWT GDLWT M >LH,,qal,impf,<WD TCWB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
267979,BW>[,MT,Ezekiel,Ezekiel,8,16,JB>,W JB> >TJ >L XYR BJT JHWH H PNJMJT W HNH PTX HJKL JHWH BJN H >WLM W BJN H MZBX K <FRJM W XMCH >JC >XRJHM >L HJKL JHWH W PNJHM QDMH W HMH MCTXWJTM QDMH L CMC,,hif,wayq,W JB> >TJ >L XYR BJT JHWH H PNJMJT,,>L XYR BJT JHWH H PNJMJT,>L XYR/ BJT/ JHWH/ H PNJMJ/,to the inner court of the house of Yahweh,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
268045,CWB[,MT,Ezekiel,Ezekiel,8,17,JCBW,W J>MR >LJ H R>JT BN >DM H NQL L BJT JHWDH M <FWT >T H TW<BWT >CR <FW PH KJ ML>W >T H >RY XMS W JCBW L HK<JSNJ W HNM CLXJM >T H ZMWRH >L >PM,,qal,wayq,W JCBW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268086,QRB[,MT,Ezekiel,Ezekiel,9,1,QRBW,W JQR> B >ZNJ QWL GDWL L >MR QRBW PQDWT H <JR W >JC KLJ MCXTW B JDW,,piel,impv,QRBW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268107,PNH[,MT,Ezekiel,Ezekiel,9,2,MPNH,W HNH CCH >NCJM B>JM M DRK C<R H <LJWN >CR MPNH YPWNH W >JC KLJ MPYW B JDW W >JC >XD B TWKM LBC BDJM W QST H SPR B MTNJW W JB>W W J<MDW >YL MZBX H NXCT,,hof,ptcp,>CR MPNH YPWNH,,YPWNH,YPWN/,towards north,1.0,dir-he,direction,inanim,det,subs,simple,posture/not motion,goal,,,,,,,,,,prophetic,Hebrew,TBH
268129,BW>[,MT,Ezekiel,Ezekiel,9,2,JB>W,W HNH CCH >NCJM B>JM M DRK C<R H <LJWN >CR MPNH YPWNH W >JC KLJ MPYW B JDW W >JC >XD B TWKM LBC BDJM W QST H SPR B MTNJW W JB>W W J<MDW >YL MZBX H NXCT,,qal,wayq,W JB>W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268140,<LH[,MT,Ezekiel,Ezekiel,9,3,N<LH,W KBWD >LHJ JFR>L N<LH M <L H KRWB >CR HJH <LJW >L MPTN H BJT W JQR> >L H >JC H LBC H BDJM >CR QST H SPR B MTNJW,,nif,perf,W KBWD >LHJ JFR>L N<LH M <L H KRWB >L MPTN H BJT,KBWD >LHJ JFR>L,>L MPTN H BJT,>L MPTN/ H BJT/,to the threshold of the house,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
268171,<BR[,MT,Ezekiel,Ezekiel,9,4,<BR,W J>MR JHWH >LW <BR B TWK H <JR B TWK JRWCLM W HTWJT TW <L MYXWT H >NCJM H N>NXJM W H N>NQJM <L KL H TW<BWT H N<FWT B TWKH,,qal,impv,<BR B TWK H <JR B TWK JRWCLM,,B TWK H <JR B TWK JRWCLM,B TWK/ H <JR/ B TWK/ JRWCLM/,"in the midst of the city, in the midst of Jerusalem",0.0,prep,place,inanim,det,subs,complex,factive,goal,B,B,,,,,,,,prophetic,Hebrew,TBH
268205,<BR[,MT,Ezekiel,Ezekiel,9,5,<BRW,W L >LH >MR B >ZNJ <BRW B <JR >XRJW W HKW <L TXS <JNJKM W >L TXMLW,,qal,impv,<BRW B <JR >XRJW,,B <JR,B H <JR/,in / through the city,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,,,,,prophetic,Hebrew,TBH
268205,<BR[,MT,Ezekiel,Ezekiel,9,5,<BRW,W L >LH >MR B >ZNJ <BRW B <JR >XRJW W HKW <L TXS <JNJKM W >L TXMLW,,qal,impv,<BRW B <JR >XRJW,,>XRJW,>XR/,after him,0.0,prep,person,anim,det,prsf,simple,factive,other,>XR/,,,,,,,,,prophetic,Hebrew,TBH
268238,NGC[,MT,Ezekiel,Ezekiel,9,6,TGCW,ZQN BXWR W BTWLH W VP W NCJM THRGW L MCXJT W <L KL >JC >CR <LJW H TW >L TGCW W M MQDCJ TXLW W JXLW B >NCJM H ZQNJM >CR L PNJ H BJT,,qal,impf,W <L KL >JC >L TGCW,,<L KL >JC,<L KL/ >JC/,to any man,0.0,prep,person,inanim,und,subs,complex,factive,goal,<L,,,,,,,,,prophetic,Hebrew,TBH
268268,JY>[,MT,Ezekiel,Ezekiel,9,7,Y>W,W J>MR >LJHM VM>W >T H BJT W ML>W >T H XYRWT XLLJM Y>W W JY>W W HKW B <JR,,qal,impv,Y>W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268270,JY>[,MT,Ezekiel,Ezekiel,9,7,JY>W,W J>MR >LJHM VM>W >T H BJT W ML>W >T H XYRWT XLLJM Y>W W JY>W W HKW B <JR,,qal,perf,W JY>W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268284,NPL[,MT,Ezekiel,Ezekiel,9,8,>PLH,W JHJ K HKWTM W N>C>R >NJ W >PLH <L PNJ W >Z<Q W >MR >HH >DNJ JHWH H MCXJT >TH >T KL C>RJT JFR>L B CPKK >T XMTK <L JRWCLM,,qal,wayq,W >PLH <L PNJ,,<L PNJ,<L PNH/,on my face,0.0,prep,body part,inanim,det,subs,complex,vertical,location,<L,,,,,,,,,prophetic,Hebrew,TBH
268365,CWB[,MT,Ezekiel,Ezekiel,9,11,MCJB,W HNH H >JC LBC H BDJM >CR H QST B MTNJW MCJB DBR L >MR <FJTJ K >CR YWJTNJ,,hif,ptca,H >JC LBC H BDJM MCJB DBR,H >JC LBC H BDJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268405,BW>[,MT,Ezekiel,Ezekiel,10,2,B>,W J>MR >L H >JC LBC H BDJM W J>MR B> >L BJNWT L GLGL >L TXT L KRWB W ML> XPNJK GXLJ >C M BJNWT L KRBJM W ZRQ <L H <JR W JB> L <JNJ,,qal,impv,B> >L BJNWT L GLGL >L TXT L KRWB,,>L BJNWT L GLGL,>L BJN/ L H GLGL/,in between the wheel,0.0,prep,object,inanim,det,subs,complex,factive,goal,>L BJN/,,,,,,,,,prophetic,Hebrew,TBH
268432,BW>[,MT,Ezekiel,Ezekiel,10,2,JB>,W J>MR >L H >JC LBC H BDJM W J>MR B> >L BJNWT L GLGL >L TXT L KRWB W ML> XPNJK GXLJ >C M BJNWT L KRBJM W ZRQ <L H <JR W JB> L <JNJ,,qal,wayq,W JB> L <JNJ,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268445,BW>[,MT,Ezekiel,Ezekiel,10,3,B>W,W H KRBJM <MDJM M JMJN L BJT B B>W H >JC W H <NN ML> >T H XYR H PNJMJT,,qal,infc,B B>W H >JC,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268526,BW>[,MT,Ezekiel,Ezekiel,10,6,JB>,W JHJ B YWTW >T H >JC LBC H BDJM L >MR QX >C M BJNWT L GLGL M BJNWT L KRWBJM W JB> W J<MD >YL H >WPN,,qal,wayq,W JB>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
2035447,BW>[,4Q73,Ezekiel,Ezekiel,10,6,JB>,W B YWTW >T H >JC LBC H BDJM L >MR QX >C M BJNWT L GLGL M BJNWT L KRWBJM W JB> W J<MD >YL H >WPN,0 1 1111 11 1 111 111 1 1111 1 111 11 11 1 11111 0 0000 1 11111 1 111111 1 111 1 1111 111 1 1111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,W [B YWTW >T H >JC LBC H BDJM L >MR QX >C M BJNWT] L GLGL [M BJNWT L KRWBJM W JB> W J<MD >YL H >WPN],,prophetic,Hebrew,TBH
268562,JY>[,MT,Ezekiel,Ezekiel,10,7,JY>,W JCLX H KRWB >T JDW M BJNWT L KRWBJM >L H >C >CR BJNWT H KRBJM W JF> W JTN >L XPNJ LBC H BDJM W JQX W JY>,,qal,wayq,W JY>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
2035483,JY>[,4Q73,Ezekiel,Ezekiel,10,7,JY>,W JCLX H KRWB >T JDW M BJNWT L KRWBJM >L H >C >CR BJNWT H KRBJM W JF> W JTN >L XPNJ LBC H BDJM W JQX W JY>,1 1111 1 1110 00 000 1 11111 1 111111 11 1 11 111 11111 1 11111 1 100 0 000 00 0111 111 1 1111 1 111 1 111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JCLX H KRW]B >T JDW [M BJNWT L KRWBJM >L H >C >CR BJNWT H KRBJM W J]F> W JTN >L X[PNJ LBC H BDJM W JQX W JY>],,prophetic,Hebrew,TBH
268619,HLK[,MT,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,infc,B LKTM,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268623,HLK[,MT,Ezekiel,Ezekiel,10,11,JLKW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,impf,>L >RB<T RB<JHM JLKW,,>L >RB<T RB<JHM,>L >RB</ RB<=/,toward the four directions,0.0,prep,direction,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
268625,SBB[,MT,Ezekiel,Ezekiel,10,11,JSBW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,nif,impf,L> JSBW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268627,HLK[,MT,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,infc,B LKTM,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268632,PNH[,MT,Ezekiel,Ezekiel,10,11,JPNH,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,impf,>CR JPNH H R>C,H R>C,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268636,HLK[,MT,Ezekiel,Ezekiel,10,11,JLKW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,impf,KJ H MQWM >XRJW JLKW,,H MQWM,H MQWM/,to the place,0.0,vc,place,inanim,det,subs,simple,factive,goal,,,,,,,,,,prophetic,Hebrew,TBH
268636,HLK[,MT,Ezekiel,Ezekiel,10,11,JLKW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,impf,KJ H MQWM >XRJW JLKW,,>XRJW,>XR/,after him,0.0,prep,person,anim,det,prsf,simple,factive,other,,,,,,,,,,prophetic,Hebrew,TBH
268638,SBB[,MT,Ezekiel,Ezekiel,10,11,JSBW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,nif,impf,L> JSBW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268640,HLK[,MT,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,,qal,infc,B LKTM,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
2035543,HLK[,4Q73,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,qal,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035547,HLK[,4Q73,Ezekiel,Ezekiel,10,11,JLKW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,qal,impf,[>L >RB<T RB<J]HM JLKW,None,,,,,,,,,,,,,,,,,,,reconstructed,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035549,SBB[,4Q73,Ezekiel,Ezekiel,10,11,JSBW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,nif,impf,L> JSBW,,no complement,no complement,,,,,,,,,,,,,,,,,,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035551,HLK[,4Q73,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,qal,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035560,HLK[,4Q73,Ezekiel,Ezekiel,10,11,JLKW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035562,SBB[,4Q73,Ezekiel,Ezekiel,10,11,JSBW,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,nif,impf,[L> J]SBW,,no complement,no complement,,,,,,,,,,,,,,,,,,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
2035564,HLK[,4Q73,Ezekiel,Ezekiel,10,11,LKTM,B LKTM >L >RB<T RB<JHM JLKW L> JSBW B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> JSBW B LKTM,1 1111 11 11111 111100 0000 00 0000 1 1111 11 1 1111 111 1111 1 111 11111 1111 11 1000 0 0000,qal,infc,B LKTM,,no complement,no complement,,,,,,,,,,,,,,,,,,[B LKTM >L >RB<T RB<J]HM JLKW L> JSBW [B LKTM KJ H MQWM >CR JPNH H R>C >XRJW JLKW L> J]SBW B LKTM,,prophetic,Hebrew,TBH
268709,HLK[,MT,Ezekiel,Ezekiel,10,16,LKT,W B LKT H KRWBJM JLKW H >WPNJM >YLM W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,,qal,infc,B LKT H KRWBJM,H KRWBJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268712,HLK[,MT,Ezekiel,Ezekiel,10,16,JLKW,W B LKT H KRWBJM JLKW H >WPNJM >YLM W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,,qal,impf,W JLKW H >WPNJM >YLM,H >WPNJM,>YLM,>YL/,beside them,0.0,prep,person,anim,det,prsf,simple,factive,location,>YL/,,,,,,,,,prophetic,Hebrew,TBH
2035637,HLK[,4Q73,Ezekiel,Ezekiel,10,16,LKT,W B LKT H KRWBJM JLKW H >WPNJM >YLM W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,1 1 111 1 111111 1111 1 111111 0001 1 1 111 1 111111 11 111111 1 111 1 11 1 111 11 1111 1 111111 11 11 1 1111,qal,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W B LKT H KRWBJM JLKW H >WPNJM] >YL[M W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM],,prophetic,Hebrew,TBH
2035640,HLK[,4Q73,Ezekiel,Ezekiel,10,16,JLKW,W B LKT H KRWBJM JLKW H >WPNJM >YLM W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,1 1 111 1 111111 1111 1 111111 0001 1 1 111 1 111111 11 111111 1 111 1 11 1 111 11 1111 1 111111 11 11 1 1111,qal,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W B LKT H KRWBJM JLKW H >WPNJM] >YL[M W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM],,prophetic,Hebrew,TBH
2035658,SBB[,4Q73,Ezekiel,Ezekiel,10,16,JSBW,W B LKT H KRWBJM JLKW H >WPNJM >YLM W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,1 1 111 1 111111 1111 1 111111 0001 1 1 111 1 111111 11 111111 1 111 1 11 1 111 11 1111 1 111111 11 11 1 1111,nif,impf,W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM,H >WPNJM GM HM,M >YLM,,,0.0,,,,,,,,,M,,,,,,reconstructed,[W B LKT H KRWBJM JLKW H >WPNJM] >YL[M W B F>T H KRWBJM >T KNPJHM L RWM M <L H >RY L> JSBW H >WPNJM GM HM M >YLM],,prophetic,Hebrew,TBH
268778,JY>[,MT,Ezekiel,Ezekiel,10,19,Y>TM,W JF>W H KRWBJM >T KNPJHM W JRWMW MN H >RY L <JNJ B Y>TM W H >WPNJM L <MTM W J<MD PTX C<R BJT JHWH H QDMWNJ W KBWD >LHJ JFR>L <LJHM M L M<LH,,qal,infc,B Y>TM,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268850,HLK[,MT,Ezekiel,Ezekiel,10,22,JLKW,W DMWT PNJHM HMH H PNJM >CR R>JTJ <L NHR KBR MR>JHM W >WTM >JC >L <BR PNJW JLKW,,qal,impf,JLKW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prophetic,Hebrew,TBH
268856,BW>[,MT,Ezekiel,Ezekiel,11,1,TB>,W TF> >TJ RWX W TB> >TJ >L C<R BJT JHWH H QDMWNJ H PWNH QDJMH W HNH B PTX H C<R <FRJM W XMCH >JC W >R>H B TWKM >T J>ZNJH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M,,hif,wayq,W TB> >TJ >L C<R BJT JHWH H QDMWNJ,,>L C<R BJT JHWH H QDMWNJ,>L C<R/ BJT/ JHWH/ H QDMNJ/,to the East gate of the house of Yahweh,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,prophetic,Hebrew,TBH
268865,PNH[,MT,Ezekiel,Ezekiel,11,1,PWNH,W TF> >TJ RWX W TB> >TJ >L C<R BJT JHWH H QDMWNJ H PWNH QDJMH W HNH B PTX H C<R <FRJM W XMCH >JC W >R>H B TWKM >T J>ZNJH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M,,qal,ptca,H PWNH QDJMH,,QDJMH,QDJM/,toward to East,1.0,dir-he,direction,inanim,det,subs,simple,posture/not motion,goal,,,,,,,,,,prophetic,Hebrew,TBH
2035791,BW>[,4Q73,Ezekiel,Ezekiel,11,1,TB>,W TF> >TJ RWX W TB> >TJ >L C<R BJT JHWH H QDMWNJ H PWNH QDMH W HNH B PTX H C<R <FRJM W XMCH >JC W >R>H B TWKM >T J>ZNJH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M,0 011 111 111 1 111 111 11 111 111 1111 0 000000 0 0000 0000 1 111 1 111 1 111 11111 1 1111 111 1 1100 0 0000 00 000011 11 111 1 11 111111 11 11111 111 1 11,hif,wayq,W TB> >TJ >L C<R BJT JHWH H QDMWNJ,,>L C<R BJT JHWH H QDMWNJ,,to the East gate of the house of Yahweh,0.0,prep,place,inanim,det,subs,complex,,,>L,,,,,,reconstructed,W T[F> >TJ RWX W TB> >TJ >L C<R BJT JHWH] H QDMWNJ H PWNH QDMH [W HNH B PTX H C<R <FRJM W XMCH >JC W >R]>H B TWKM >T J>ZN[JH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M],,prophetic,Hebrew,TBH
2035800,PNH[,4Q73,Ezekiel,Ezekiel,11,1,PWNH,W TF> >TJ RWX W TB> >TJ >L C<R BJT JHWH H QDMWNJ H PWNH QDMH W HNH B PTX H C<R <FRJM W XMCH >JC W >R>H B TWKM >T J>ZNJH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M,0 011 111 111 1 111 111 11 111 111 1111 0 000000 0 0000 0000 1 111 1 111 1 111 11111 1 1111 111 1 1100 0 0000 00 000011 11 111 1 11 111111 11 11111 111 1 11,qal,ptca,H PWNH QDMH,,QDMH,QDJM/,toward to East,1.0,dir-he,direction,inanim,det,subs,simple,posture/not motion,goal,,,,,,,,W T[F> >TJ RWX W TB> >TJ >L C<R BJT JHWH] H QDMWNJ H PWNH QDMH [W HNH B PTX H C<R <FRJM W XMCH >JC W >R]>H B TWKM >T J>ZN[JH BN <ZR W >T PLVJHW BN BNJHW FRJ H <M],,prophetic,Hebrew,TBH
268935,NPL[,MT,Ezekiel,Ezekiel,11,5,TPL,W TPL <LJ RWX JHWH W J>MR >LJ >MR KH >MR JHWH KN >MRTM BJT JFR>L W M<LWT RWXKM >NJ JD<TJH,,qal,wayq,W TPL <LJ RWX JHWH,RWX JHWH,<LJ,<L,upon / to me,0.0,prep,person,anim,det,prsf,simple,vertical,goal,<L,,,,,,,,,prophetic,Hebrew,TBH
2035874,NPL[,4Q73,Ezekiel,Ezekiel,11,5,TPL,W TPL <LJ RWX JHWH W J>MR >LJ >MR KH >MR JHWH KN >MRTM BJT JFR>L W M<LWT RWXKM >NJ JD<TJH,0 000 000 000 0111 1 1111 111 111 11 111 1111 11 11111 111 00000 0 00000 11111 111 111111,qal,wayq,W TPL <LJ RWX J[HWH],RWX JHWH,<LJ,<L,upon / to me,0.0,prep,person,anim,det,prsf,simple,vertical,goal,<L,,,,,,,W TPL <LJ RWX J[HWH W J>MR >LJ >MR KH >MR JHWH KN >MRTM BJT] JFR>L W M<LWT [RWXKM >NJ JD<TJH],,prophetic,Hebrew,TBH
2035926,JY>[,4Q73,Ezekiel,Ezekiel,11,7,HWYJ>,L KN KH >MR >DNJ JHWH XLLJKM >CR FMTM B TWKH HMH H BFR W HJ> H SJR W >TKM HWYJ> M TWKH,1 11 11 111 1111 1111 111111 111 0000 0 0000 111 1 111 1 111 1 111 1 1111 11111 1 1111,hif,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[L KN KH >MR >DNJ JHWH XLLJKM >CR] FMTM B TWKH [HMH H BFR W HJ> H SJR W >TKM HWYJ> M TWKH],,prophetic,Hebrew,TBH
268992,BW>[,MT,Ezekiel,Ezekiel,11,8,>BJ>,XRB JR>TM W XRB >BJ> <LJKM N>M >DNJ JHWH,,hif,impf,W XRB >BJ> <LJKM,,<LJKM,<L,to / against you,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,metaphorical,,,prophetic,Hebrew,TBH
