verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,study_edition,book_scroll,cmpl_syntax
8487,BW>[,MT,Genesis,19,3,JB>W,W JPYR BM M>D W JSRW >LJW W JB>W >L BJTW W J<F LHM MCTH W MYWT >PH W J>KLW,NA,qal,wayq,W JB>W >L BJTW,NA,>L BJTW,>L BJT/,in / to his house,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8532,BW>[,MT,Genesis,19,5,B>W,W JQR>W >L LWV W J>MRW LW >JH H >NCJM >CR B>W >LJK H LJLH HWYJ>M >LJNW W ND<H >TM,NA,qal,perf,>CR B>W >LJK H LJLH,NA,>LJK,>L,to you,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8536,JY>[,MT,Genesis,19,5,HWYJ>M,W JQR>W >L LWV W J>MRW LW >JH H >NCJM >CR B>W >LJK H LJLH HWYJ>M >LJNW W ND<H >TM,NA,hif,impv,HWYJ>M >LJNW,NA,>LJNW,>L,to us,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8542,JY>[,MT,Genesis,19,6,JY>,W JY> >LHM LWV H PTXH W H DLT SGR >XRJW,NA,qal,wayq,W JY> >LHM LWV H PTXH,LWV,>LHM,>L,to them,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8542,JY>[,MT,Genesis,19,6,JY>,W JY> >LHM LWV H PTXH W H DLT SGR >XRJW,NA,qal,wayq,W JY> >LHM LWV H PTXH,LWV,H PTXH,H PTX/,to the door,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
8567,JY>[,MT,Genesis,19,8,>WYJ>H,HNH N> LJ CTJ BNWT >CR L> JD<W >JC >WYJ>H N> >THN >LJKM W <FW LHN K VWB B <JNJKM RQ L >NCJM H >L >L T<FW DBR KJ <L KN B>W B YL QRTJ,NA,hif,impf,>WYJ>H N> >THN >LJKM,NA,>LJKM,>L,to you,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8591,BW>[,MT,Genesis,19,8,B>W,HNH N> LJ CTJ BNWT >CR L> JD<W >JC >WYJ>H N> >THN >LJKM W <FW LHN K VWB B <JNJKM RQ L >NCJM H >L >L T<FW DBR KJ <L KN B>W B YL QRTJ,NA,qal,perf,KJ <L KN B>W B YL QRTJ,NA,B YL QRTJ,B YL/ QWRH/,in / under the shadow of my roof,0,prep,place,inanim,det,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8634,BW>[,MT,Genesis,19,10,JBJ>W,W JCLXW H >NCJM >T JDM W JBJ>W >T LWV >LJHM H BJTH W >T H DLT SGRW,NA,hif,wayq,W JBJ>W >T LWV >LJHM H BJTH,NA,>LJHM,>L,to them,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
8634,BW>[,MT,Genesis,19,10,JBJ>W,W JCLXW H >NCJM >T JDM W JBJ>W >T LWV >LJHM H BJTH W >T H DLT SGRW,NA,hif,wayq,W JBJ>W >T LWV >LJHM H BJTH,NA,H BJTH,H BJT/,in the house,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
8806,JY>[,MT,Genesis,19,17,HWYJ>M,W JHJ K HWYJ>M >TM H XWYH W J>MR HMLV <L NPCK >L TBJV >XRJK W >L T<MD B KL H KKR H HRH HMLV PN TSPH,NA,hif,infc,K HWYJ>M >TM H XWYH,NA,H XWYH,H XWY/,to the outside,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
8876,NWS[,MT,Genesis,19,20,NWS,HNH N> H <JR H Z>T QRBH L NWS CMH W HJ> MY<R >MLVH N> CMH H L> MY<R HW> W TXJ NPCJ,NA,qal,infc,L NWS CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
8921,BW>[,MT,Genesis,19,22,B>K,MHR HMLV CMH KJ L> >WKL L <FWT DBR <D B>K CMH <L KN QR> CM H <JR YW<R,NA,qal,infc,<D B>K CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
8938,BW>[,MT,Genesis,19,23,B>,H CMC JY> <L H >RY W LWV B> Y<RH,NA,qal,perf,W LWV B> Y<RH,LWV,Y<RH,Y<R/,to Zoar,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
9283,BW>[,MT,Genesis,20,3,JB>,W JB> >LHJM >L >BJMLK B XLWM H LJLH W J>MR LW HNK MT <L H >CH >CR LQXT W HW> B<LT B<L,NA,qal,wayq,W JB> >LHJM >L >BJMLK B XLWM H LJLH,>LHJM,>L >BJMLK,>L >BJMLK/,to Abimelech,0,prep,person,anim,det,nmpr,simple,fictive,goal,>L,NA,NA,NA,NA,NA,god came to Abimelech in a dream,NA,NA,Genesis_MT,prepositional
9308,QRB[,MT,Genesis,20,4,QRB,W >BJMLK L> QRB >LJH W J>MR >DNJ H GWJ GM YDJQ THRG,NA,qal,perf,W >BJMLK L> QRB >LJH,>BJMLK,>LJH,>L,to her,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
9441,BW>[,MT,Genesis,20,9,HB>T,W JQR> >BJMLK L >BRHM W J>MR LW MH <FJT LNW W MH XV>TJ LK KJ HB>T <LJ W <L MMLKTJ XV>H GDLH M<FJM >CR L> J<FW <FJT <MDJ,NA,hif,perf,KJ HB>T <LJ W <L MMLKTJ XV>H GDLH,NA,<LJ,<L,upon / to me,0,prep,person,anim,det,prsf,simple,fictive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
9441,BW>[,MT,Genesis,20,9,HB>T,W JQR> >BJMLK L >BRHM W J>MR LW MH <FJT LNW W MH XV>TJ LK KJ HB>T <LJ W <L MMLKTJ XV>H GDLH M<FJM >CR L> J<FW <FJT <MDJ,NA,hif,perf,KJ HB>T <LJ W <L MMLKTJ XV>H GDLH,NA,<L MMLKTJ,<L MMLKT/,upon / to my kingdom,0,prep,place,inanim,det,subs,complex,fictive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
9526,BW>[,MT,Genesis,20,13,NBW>,W JHJ K >CR HT<W >TJ >LHJM M BJT >BJ W >MR LH ZH XSDK >CR T<FJ <MDJ >L KL H MQWM >CR NBW> CMH >MRJ LJ >XJ HW>,NA,qal,impf,>CR NBW> CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
10195,CWB[,MT,Genesis,21,32,JCBW,W JKRTW BRJT B B>R CB< W JQM >BJMLK W PJKL FR YB>W W JCBW >L >RY PLCTJM,NA,qal,wayq,W JCBW >L >RY PLCTJM,NA,>L >RY PLCTJM,>L >RY/ PLCTJ/,to the land of the Philistines,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10254,HLK[,MT,Genesis,22,2,LK,W J>MR QX N> >T BNK >T JXJDK >CR >HBT >T JYXQ W LK LK >L >RY H MRJH W H<LHW CM L <LH <L >XD H HRJM >CR >MR >LJK,NA,qal,impv,W LK LK >L >RY H MRJH,NA,>L >RY H MRJH,>L >RY/ H MRJH/,to the land of Moriah,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10299,HLK[,MT,Genesis,22,3,JLK,W JCKM >BRHM B BQR W JXBC >T XMRW W JQX >T CNJ N<RJW >TW W >T JYXQ BNW W JBQ< <YJ <LH W JQM W JLK >L H MQWM >CR >MR LW H >LHJM,NA,qal,wayq,W JLK >L H MQWM,NA,>L H MQWM,>L H MQWM/,to the place,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10341,HLK[,MT,Genesis,22,5,NLKH,W J>MR >BRHM >L N<RJW CBW LKM PH <M H XMWR W >NJ W H N<R NLKH <D KH W NCTXWH W NCWBH >LJKM,NA,qal,impf,W >NJ W H N<R NLKH <D KH,>NJ W H N<R,<D KH,<D KH,over there,0,prep,place,inanim,det,adv,simple,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10347,CWB[,MT,Genesis,22,5,NCWBH,W J>MR >BRHM >L N<RJW CBW LKM PH <M H XMWR W >NJ W H N<R NLKH <D KH W NCTXWH W NCWBH >LJKM,NA,qal,impf,W NCWBH >LJKM,NA,>LJKM,>L,to you,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10419,BW>[,MT,Genesis,22,9,JB>W,W JB>W >L H MQWM >CR >MR LW H >LHJM W JBN CM >BRHM >T H MZBX W J<RK >T H <YJM W J<QD >T JYXQ BNW W JFM >TW <L H MZBX M M<L L <YJM,NA,qal,wayq,W JB>W >L H MQWM,NA,>L H MQWM,>L H MQWM/,to the place,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10635,CWB[,MT,Genesis,22,19,JCB,W JCB >BRHM >L N<RJW W JQMW W JLKW JXDW >L B>R CB< W JCB >BRHM B B>R CB<,NA,qal,wayq,W JCB >BRHM >L N<RJW,>BRHM,>L N<RJW,>L N<R/,to his servants,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
10642,HLK[,MT,Genesis,22,19,JLKW,W JCB >BRHM >L N<RJW W JQMW W JLKW JXDW >L B>R CB< W JCB >BRHM B B>R CB<,NA,qal,wayq,W JLKW JXDW >L B>R CB<,NA,>L B>R CB<,>L B>R/ CB<==/,to Beersheba,0,prep,toponym,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11173,HLK[,MT,Genesis,24,4,TLK,KJ >L >RYJ W >L MWLDTJ TLK W LQXT >CH L BNJ L JYXQ,NA,qal,impf,KJ >L >RYJ W >L MWLDTJ TLK,NA,>L >RYJ,>L >RY/,to my country,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11173,HLK[,MT,Genesis,24,4,TLK,KJ >L >RYJ W >L MWLDTJ TLK W LQXT >CH L BNJ L JYXQ,NA,qal,impf,KJ >L >RYJ W >L MWLDTJ TLK,NA,>L MWLDTJ,>L MWLDT/,to my kindred,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11192,HLK[,MT,Genesis,24,5,LKT,W J>MR >LJW H <BD >WLJ L> T>BH H >CH L LKT >XRJ >L H >RY H Z>T H HCB >CJB >T BNK >L H >RY >CR JY>T M CM,NA,qal,infc,L LKT >XRJ >L H >RY H Z>T,NA,>L H >RY H Z>T,>L H >RY/ H Z>T,to this land,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11201,CWB[,MT,Genesis,24,5,>CJB,W J>MR >LJW H <BD >WLJ L> T>BH H >CH L LKT >XRJ >L H >RY H Z>T H HCB >CJB >T BNK >L H >RY >CR JY>T M CM,NA,hif,impf,H HCB >CJB >T BNK >L H >RY,NA,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11218,CWB[,MT,Genesis,24,6,TCJB,W J>MR >LJW >BRHM HCMR LK PN TCJB >T BNJ CMH,NA,hif,impf,PN TCJB >T BNJ CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
11283,CWB[,MT,Genesis,24,8,TCB,W >M L> T>BH H >CH L LKT >XRJK W NQJT M CB<TJ Z>T RQ >T BNJ L> TCB CMH,NA,hif,impf,RQ >T BNJ L> TCB CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
11323,HLK[,MT,Genesis,24,10,JLK,W JQX H <BD <FRH GMLJM M GMLJ >DNJW W JLK W KL VWB >DNJW B JDW W JQM W JLK >L >RM NHRJM >L <JR NXWR,NA,qal,wayq,W JLK >L >RM NHRJM >L <JR NXWR,NA,>L >RM NHRJM,>L >RM/ NHR/,to Aram of two rivers,0,prep,toponym,inanim,det,nmpr,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11323,HLK[,MT,Genesis,24,10,JLK,W JQX H <BD <FRH GMLJM M GMLJ >DNJW W JLK W KL VWB >DNJW B JDW W JQM W JLK >L >RM NHRJM >L <JR NXWR,NA,qal,wayq,W JLK >L >RM NHRJM >L <JR NXWR,NA,>L <JR NXWR,>L <JR/ NXWR/,to the city of Nahor,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11455,JRD[,MT,Genesis,24,16,TRD,W H N<R VBT MR>H M>D BTWLH W >JC L> JD<H W TRD H <JNH W TML> KDH W T<L,NA,qal,wayq,W TRD H <JNH,NA,H <JNH,H <JN/,to a spring,1,dir-he,place,inanim,und,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
11514,RWY[,MT,Genesis,24,20,TRY,W TMHR W T<R KDH >L H CQT W TRY <WD >L H B>R L C>B W TC>B L KL GMLJW,NA,qal,wayq,W TRY <WD >L H B>R,NA,>L H B>R,>L H B>R/,to the well,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11661,RWY[,MT,Genesis,24,29,JRY,W L RBQH >X W CMW LBN W JRY LBN >L H >JC H XWYH >L H <JN,NA,qal,wayq,W JRY LBN >L H >JC H XWYH >L H <JN,LBN,>L H >JC,>L H >JC/,to the man,0,prep,person,anim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11661,RWY[,MT,Genesis,24,29,JRY,W L RBQH >X W CMW LBN W JRY LBN >L H >JC H XWYH >L H <JN,NA,qal,wayq,W JRY LBN >L H >JC H XWYH >L H <JN,LBN,H XWYH,H XWY/,to the outside,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
11661,RWY[,MT,Genesis,24,29,JRY,W L RBQH >X W CMW LBN W JRY LBN >L H >JC H XWYH >L H <JN,NA,qal,wayq,W JRY LBN >L H >JC H XWYH >L H <JN,LBN,>L H <JN,>L H <JN/,to the spring,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11700,BW>[,MT,Genesis,24,30,JB>,W JHJ K R>T >T H NZM W >T H YMDJM <L JDJ >XTW W K CM<W >T DBRJ RBQH >XTW L >MR KH DBR >LJ H >JC W JB> >L H >JC W HNH <MD <L H GMLJM <L H <JN,NA,qal,wayq,W JB> >L H >JC,NA,>L H >JC,>L H >JC/,to the man,0,prep,person,anim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11734,BW>[,MT,Genesis,24,32,JB>,W JB> H >JC H BJTH W JPTX H GMLJM W JTN TBN W MSPW> L GMLJM W MJM L RXY RGLJW W RGLJ H >NCJM >CR >TW,NA,qal,wayq,W JB> H >JC H BJTH,H >JC,H BJTH,H BJT/,in the house,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
11851,HLK[,MT,Genesis,24,38,TLK,>M L> >L BJT >BJ TLK W >L MCPXTJ W LQXT >CH L BNJ,NA,qal,impf,>M L> >L BJT >BJ TLK W >L MCPXTJ,NA,>L BJT >BJ,>L BJT/ >B/,to the house of my father,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11851,HLK[,MT,Genesis,24,38,TLK,>M L> >L BJT >BJ TLK W >L MCPXTJ W LQXT >CH L BNJ,NA,qal,impf,>M L> >L BJT >BJ TLK W >L MCPXTJ,NA,>L MCPXTJ,>L MCPXT/,to my family,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11900,BW>[,MT,Genesis,24,41,TBW>,>Z TNQH M >LTJ KJ TBW> >L MCPXTJ W >M L> JTNW LK W HJJT NQJ M >LTJ,NA,qal,impf,KJ TBW> >L MCPXTJ,NA,>L MCPXTJ,>L MCPXT/,to my family,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11914,BW>[,MT,Genesis,24,42,>B>,W >B> H JWM >L H <JN W >MR JHWH >LHJ >DNJ >BRHM >M JCK N> MYLJX DRKJ >CR >NKJ HLK <LJH,NA,qal,wayq,W >B> H JWM >L H <JN,NA,>L H <JN,>L H <JN/,to the spring,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
11995,JRD[,MT,Genesis,24,45,TRD,>NJ VRM >KLH L DBR >L LBJ W HNH RBQH JY>T W KDH <L CKMH W TRD H <JNH W TC>B W >MR >LJH HCQJNJ N>,NA,qal,wayq,W TRD H <JNH,NA,H <JNH,H <JN/,to a spring,1,dir-he,place,inanim,und,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
12226,HLK[,MT,Genesis,24,56,>LKH,W J>MR >LHM >L T>XRW >TJ W JHWH HYLJX DRKJ CLXWNJ W >LKH L >DNJ,NA,qal,impf,W >LKH L >DNJ,NA,L >DNJ,L >DWN/,to my master,0,prep,person,anim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
12317,BW>[,MT,Genesis,24,62,BW>,W JYXQ B> M BW> B>R LXJ_R>J W HW> JWCB B >RY H NGB,NA,qal,infc,M BW> B>R LXJ_R>J,NA,B>R LXJ_R>J,B>R/ LXJ_R>J/,to Beer Lahai Roi,0,vc,toponym,inanim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
12373,HLK[,MT,Genesis,24,65,HLK,W T>MR >L H <BD MJ H >JC H LZH H HLK B FDH L QR>TNW W J>MR H <BD HW> >DNJ W TQX H Y<JP W TTKS,NA,qal,ptca,H HLK B FDH,NA,B FDH,B H FDH/,in a field,0,prep,place,inanim,und,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
12404,BW>[,MT,Genesis,24,67,JB>H,W JB>H JYXQ H >HLH FRH >MW W JQX >T RBQH W THJ LW L >CH W J>HBH W JNXM JYXQ >XRJ >MW,NA,hif,wayq,W JB>H JYXQ H >HLH FRH >MW,JYXQ,H >HLH FRH >MW,H >HL/ FRH=/ >M/,in the tent of Sarah his mother,1,dir-he,place,inanim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
12700,BW>[,MT,Genesis,25,18,B>KH,W JCKNW M XWJLH <D CWR >CR <L PNJ MYRJM B>KH >CWRH <L PNJ KL >XJW NPL,NA,qal,infc,B>KH >CWRH,NA,>CWRH,>CWR/,toward Assyria,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
12997,HLK[,MT,Genesis,26,1,JLK,W JHJ R<B B >RY M L BD H R<B H R>CWN >CR HJH B JMJ >BRHM W JLK JYXQ >L >BJMLK MLK PLCTJM GRRH,NA,qal,wayq,W JLK JYXQ >L >BJMLK MLK PLCTJM GRRH,JYXQ,>L >BJMLK MLK PLCTJM,>L >BJMLK/ MLK/ PLCTJ/,to Abimelech king of the Philistines,0,prep,person,anim,det,nmpr,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
12997,HLK[,MT,Genesis,26,1,JLK,W JHJ R<B B >RY M L BD H R<B H R>CWN >CR HJH B JMJ >BRHM W JLK JYXQ >L >BJMLK MLK PLCTJM GRRH,NA,qal,wayq,W JLK JYXQ >L >BJMLK MLK PLCTJM GRRH,JYXQ,GRRH,GRR/,towards Gerar,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
13011,JRD[,MT,Genesis,26,2,TRD,W JR> >LJW JHWH W J>MR >L TRD MYRJMH CKN B >RY >CR >MR >LJK,NA,qal,impf,>L TRD MYRJMH,NA,MYRJMH,MYRJM/,to Egypt,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
13190,BW>[,MT,Genesis,26,10,HB>T,W J>MR >BJMLK MH Z>T <FJT LNW K M<V CKB >XD H <M >T >CTK W HB>T <LJNW >CM,NA,hif,perf,W HB>T <LJNW >CM,NA,<LJNW,<L,to us,0,prep,group,anim,det,prsf,simple,fictive,goal,<L,NA,NA,NA,NA,NA,and you have brought on us / to us guilt,NA,NA,Genesis_MT,prepositional
13411,<LH[,MT,Genesis,26,23,J<L,W J<L M CM B>R CB<,NA,qal,wayq,W J<L M CM B>R CB<,NA,B>R CB<,B>R/ CB<==/,to Beersheba,0,vc,toponym,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
13467,HLK[,MT,Genesis,26,26,HLK,W >BJMLK HLK >LJW M GRR W >XZT MR<HW W PJKL FR YB>W,NA,qal,perf,W >BJMLK HLK >LJW M GRR,>BJMLK,>LJW,>L,to him,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13483,BW>[,MT,Genesis,26,27,B>TM,W J>MR >LHM JYXQ MDW< B>TM >LJ W >TM FN>TM >TJ W TCLXWNJ M >TKM,NA,qal,perf,MDW< B>TM >LJ,NA,>LJ,>L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13679,JY>[,MT,Genesis,27,3,Y>,W <TH F> N> KLJK TLJK W QCTK W Y> H FDH W YWDH LJ YJDH,NA,qal,impv,W Y> H FDH,NA,H FDH,H FDH/,to the field,0,vc,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
13694,BW>[,MT,Genesis,27,4,HBJ>H,W <FH LJ MV<MJM K >CR >HBTJ W HBJ>H LJ W >KLH B <BWR TBRKK NPCJ B VRM >MWT,NA,hif,impv,W HBJ>H LJ,NA,LJ,L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13715,HLK[,MT,Genesis,27,5,JLK,W RBQH CM<T B DBR JYXQ >L <FW BNW W JLK <FW H FDH L YWD YJD L HBJ>,NA,qal,wayq,W JLK <FW H FDH,<FW,H FDH,H FDH/,to the field,0,vc,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,non-prepositional
13742,BW>[,MT,Genesis,27,7,HBJ>H,HBJ>H LJ YJD W <FH LJ MV<MJM W >KLH W >BRKKH L PNJ JHWH L PNJ MWTJ,NA,hif,impv,HBJ>H LJ YJD,NA,LJ,L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13770,HLK[,MT,Genesis,27,9,LK,LK N> >L H Y>N W QX LJ M CM CNJ GDJJ <ZJM VBJM W ><FH >TM MV<MJM L >BJK K >CR >HB,NA,qal,impv,LK N> >L H Y>N,NA,>L H Y>N,>L H Y>N/,to the flock,0,prep,other,anim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13794,BW>[,MT,Genesis,27,10,HB>T,W HB>T L >BJK W >KL B <BR >CR JBRKK L PNJ MWTW,NA,hif,perf,W HB>T L >BJK,NA,L >BJK,L >B/,to your father,0,prep,person,anim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13831,BW>[,MT,Genesis,27,12,HB>TJ,>WLJ JMCNJ >BJ W HJJTJ B <JNJW K MT<T< W HB>TJ <LJ QLLH W L> BRKH,NA,hif,perf,W HB>TJ <LJ QLLH,NA,<LJ,<L,upon / to me,0,prep,person,anim,det,prsf,simple,fictive,goal,<L,NA,NA,NA,NA,NA,I shall bring a curse upon myself,NA,NA,Genesis_MT,prepositional
13857,BW>[,MT,Genesis,27,14,JB>,W JLK W JQX W JB> L >MW W T<F >MW MV<MJM K >CR >HB >BJW,NA,hif,wayq,W JB> L >MW,NA,L >MW,L >M/,to his mother,0,prep,person,anim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13920,BW>[,MT,Genesis,27,18,JB>,W JB> >L >BJW W J>MR >BJ W J>MR HNNJ MJ >TH BNJ,NA,qal,wayq,W JB> >L >BJW,NA,>L >BJW,>L >B/,to his father,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
13993,NGC[,MT,Genesis,27,22,JGC,W JGC J<QB >L JYXQ >BJW W JMCHW W J>MR H QL QWL J<QB W H JDJM JDJ <FW,NA,qal,wayq,W JGC J<QB >L JYXQ >BJW,J<QB,>L JYXQ >BJW,>L JYXQ/ >B/,to Isaac his father,0,prep,person,anim,det,nmpr,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Genesis_MT,prepositional
