,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4
601,225721,BW>[,MT,Isaiah,40,10,JBW>,HNH >DNJ JHWH B XZQ JBW> W ZR<W MCLH LW HNH FKRW >TW W P<LTW L PNJW,HNH >DNJ JHWH B XZQ JBW>,>DNJ JHWH,,,,,qal,impf,,,,
602,1909172,BW>[,1Qisaa,Isaiah,40,10,JBW>,HNH >DWNJ JHWH B XWZQ JBW> W ZRW<W MCLH LW> HNH FKRW >TW W P<LTJW L PNJW,,,,,0,,qal,impf,,,,
603,225975,JY>[,MT,Isaiah,40,26,MWYJ>,F>W MRWM <JNJKM W R>W MJ BR> >LH H MWYJ> B MSPR YB>M L KLM B CM JQR> M RB >WNJM W >MJY KX >JC L> N<DR,H MWYJ> B MSPR YB>M,,,,,,hif,ptca,,,,
604,1909437,JY>[,1Qisaa,Isaiah,40,26,MWYJ>,F>W MRWM <JNJKMH W R>W MJ BR> >LH H MWYJ> B MSPR YB>M L KWLM B CM JQR> M RWB >WNJM W >MY KWXW W >JC LW> N<DR,,,,,0,,hifil,ptca,,,,
605,226007,<BR[,MT,Isaiah,40,27,J<BWR,LMH T>MR J<QB W TDBR JFR>L NSTRH DRKJ M JHWH W M >LHJ MCPVJ J<BWR,W M >LHJ MCPVJ J<BWR,MCPVJ,,,,,qal,impf,,,,
606,1909471,<BR[,1Qisaa,Isaiah,40,27,J<BWR,LMH T>WMR J<QWB W TDBR JFR>L NSTRH DRKJ M JHWH W M >LWHJ MCPVJ J<BWR,,,,,0,,qal,impf,,,,
607,225609,PNH[,MT,Isaiah,40,3,PNW,QWL QWR> B MDBR PNW DRK JHWH JCRW B <RBH MSLH L >LHJNW,B MDBR PNW DRK JHWH,,,,,,piel,impv,,,,
608,1909051,PNH[,1Qisaa,Isaiah,40,3,PNW,QWL QWR> B MDBR PNW DRK JHWH W JCRW B <RBH MSLH L >LWHJNW,,,,,0,,piel,impv,,,,
609,226053,XLP[,MT,Isaiah,40,31,JXLJPW,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,W QWJ JHWH JXLJPW KX,QWJ JHWH,,,,,hif,impf,,,,
610,226055,<LH[,MT,Isaiah,40,31,J<LW,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,J<LW >BR K NCRJM,,,,,,hif,impf,,,,
611,226060,RWY[,MT,Isaiah,40,31,JRWYW,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,JRWYW,,,,,,qal,impf,,,,
612,226064,HLK[,MT,Isaiah,40,31,JLKW,W QWJ JHWH JXLJPW KX J<LW >BR K NCRJM JRWYW W L> JJG<W JLKW W L> JJ<PW,JLKW,,,,,,qal,impf,,,,
613,1909522,XLP[,1Qisaa,Isaiah,40,31,JXLJPW,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,,,,,0,,hifil,impf,,,,
614,1909525,<LH[,1Qisaa,Isaiah,40,31,J<LW,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,,,,,0,,hifil,impf,,,,
615,1909529,RWY[,1Qisaa,Isaiah,40,31,JRWYW,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,,,,,0,,qal,impf,,,,
616,1909533,HLK[,1Qisaa,Isaiah,40,31,JLKW,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,,,,,0,,qal,impf,,,,
617,225640,GLH[,MT,Isaiah,40,5,NGLH,W NGLH KBWD JHWH W R>W KL BFR JXDW KJ PJ JHWH DBR,W NGLH KBWD JHWH,KBWD JHWH,,,,,nif,perf,,,,
618,1909084,GLH[,1Qisaa,Isaiah,40,5,NGLH,W NGLH KBWD JHWH W R>W KWL BFR JXDJW KJ> PJ> JHWH DBR,,,,,0,,nifal,perf,,,,
619,225696,<LH[,MT,Isaiah,40,9,<LJ,<L HR GBH <LJ LK MBFRT YJWN HRJMJ B KX QWLK MBFRT JRWCLM HRJMJ >L TJR>J >MRJ L <RJ JHWDH HNH >LHJKM,<L HR GBH <LJ LK,,<L HR GBH,0,,,qal,impv,<L,,,
620,1909147,<LH[,1Qisaa,Isaiah,40,9,<LJ,<L HR GBH <LJ LKJ MBFRT YJWN HRJMJ B KWX QWLK MBFRT JRWCLJM HRJMJ >L TJR>J >MWRJ L <RJ JHWDH HNH >LWHHKMH,,,,,0,,qal,impv,,,,
621,226073,XLP[,MT,Isaiah,41,1,JXLJPW,HXRJCW >LJ >JJM W L>MJM JXLJPW KX JGCW >Z JDBRW JXDW L MCPV NQRBH,W L>MJM JXLJPW KX,L>MJM,,,,,hif,impf,,,,
622,226075,NGC[,MT,Isaiah,41,1,JGCW,HXRJCW >LJ >JJM W L>MJM JXLJPW KX JGCW >Z JDBRW JXDW L MCPV NQRBH,JGCW,,,,,,qal,impf,,,,
623,226082,QRB[,MT,Isaiah,41,1,NQRBH,HXRJCW >LJ >JJM W L>MJM JXLJPW KX JGCW >Z JDBRW JXDW L MCPV NQRBH,JXDW L MCPV NQRBH,,,,,,qal,impf,,,,
624,1909543,XLP[,1Qisaa,Isaiah,41,1,JXLJPW,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,,,,,0,,hifil,impf,,,,
625,1909545,NGC[,1Qisaa,Isaiah,41,1,JGWCW,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,,,,,0,,qal,impf,,,,
626,1909551,QRB[,1Qisaa,Isaiah,41,1,NQRBH,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,,,,,0,,qal,impf,,,,
627,1909569,JRD[,1Qisaa,Isaiah,41,2,JWRJD,MJ H<JR M MZRX YDQ W JQR>HW L RGLJW W JTN L PNJW GW>JM W MLKJM JWRJD W JTN K <PR XRBW K QC NWDP QCTW,,,,,0,,hifil,impf,,,,
628,226391,QRB[,MT,Isaiah,41,21,QRBW,QRBW RJBKM J>MR JHWH HGJCW <YMWTJKM J>MR MLK J<QB,QRBW RJBKM,,,,,,piel,impv,,,,
629,226395,NGC[,MT,Isaiah,41,21,HGJCW,QRBW RJBKM J>MR JHWH HGJCW <YMWTJKM J>MR MLK J<QB,HGJCW <YMWTJKM,,,,,,hif,impv,,,,
630,1909877,QRB[,1Qisaa,Isaiah,41,21,QRBW,QRBW RJBKMH JW>MR JHWH HGJCW <YMWTJKMH JW>MR MLK J<QWB,,,,,0,,piel,impv,,,,
631,1909881,NGC[,1Qisaa,Isaiah,41,21,HGJCW,QRBW RJBKMH JW>MR JHWH HGJCW <YMWTJKMH JW>MR MLK J<QWB,,,,,0,,hifil,impv,,,,
632,226400,NGC[,MT,Isaiah,41,22,JGJCW,JGJCW W JGJDW LNW >T >CR TQRJNH H R>CNWT MH HNH HGJDW W NFJMH LBNW W ND<H >XRJTN >W H B>WT HCMJ<NW,JGJCW,,,,,,hif,impf,,,,
633,226420,BW>[,MT,Isaiah,41,22,B>WT,JGJCW W JGJDW LNW >T >CR TQRJNH H R>CNWT MH HNH HGJDW W NFJMH LBNW W ND<H >XRJTN >W H B>WT HCMJ<NW,>W H B>WT HCMJ<NW,,,,,,qal,ptca,,,,
634,1909887,NGC[,1Qisaa,Isaiah,41,22,JGJCW,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,,,,,0,,hifil,impf,,,,
635,1909908,BW>[,1Qisaa,Isaiah,41,22,B>WT,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,,,,,0,,qal,ptca,,,,
636,226424,>TH[,MT,Isaiah,41,23,>TJWT,HGJDW H >TJWT L >XWR W ND<H KJ >LHJM >TM >P TJVJBW W TR<W W NCT<H W NR> JXDW,H >TJWT L >XWR,,,,,,qal,ptca,,,,
637,1909913,>TH[,1Qisaa,Isaiah,41,23,>WTJWT,HGJDW H >WTJWT L >XWR W ND<H KJ> >LWHJM >TMH >P TJVJBW W TR<W W NCM<H W NR>H JXDJW,,,,,0,,qal,ptca,,,,
638,226456,>TH[,MT,Isaiah,41,25,J>T,H<JRWTJ M YPWN W J>T M MZRX CMC JQR> B CMJ W JB> SGNJM KMW XMR W KMW JWYR JRMS VJV,W J>T,,,,,,qal,wayq,,,,
639,226464,BW>[,MT,Isaiah,41,25,JB>,H<JRWTJ M YPWN W J>T M MZRX CMC JQR> B CMJ W JB> SGNJM KMW XMR W KMW JWYR JRMS VJV,W JB> SGNJM KMW XMR,,,,,,qal,impf,,,,
640,1909945,>TH[,1Qisaa,Isaiah,41,25,J>TJW,H<JRWT M YPWN W J>TJW M MZRX CMC W JQR> B CMW W JBW>W SGNJM KMW XMR W KMW JWYR W JRMWS VJV,,,,,0,,qal,wayy,,,,
641,1909954,BW>[,1Qisaa,Isaiah,41,25,JBW>W,H<JRWT M YPWN W J>TJW M MZRX CMC W JQR> B CMW W JBW>W SGNJM KMW XMR W KMW JWYR W JRMWS VJV,,,,,0,,qal,impf,,,,
642,226520,CWB[,MT,Isaiah,41,28,JCJBW,W >R> W >JN >JC W M >LH W >JN JW<Y W >C>LM W JCJBW DBR,W JCJBW DBR,,,,,,hif,impf,,,,
643,1910012,CWB[,1Qisaa,Isaiah,41,28,JCJBW,W >R>H W >JN >JC W M >LH W >JN JW<Y >C>LM W JCJBW DBR,,,,,0,,hifil,impf,,,,
644,226108,<BR[,MT,Isaiah,41,3,J<BWR,JRDPM J<BWR CLWM >RX B RGLJW L> JBW>,J<BWR CLWM >RX,,,,,,qal,impf,,,,
645,226114,BW>[,MT,Isaiah,41,3,JBW>,JRDPM J<BWR CLWM >RX B RGLJW L> JBW>,B RGLJW L> JBW>,,,,,,qal,impf,,,,
646,1909583,<BR[,1Qisaa,Isaiah,41,3,J<BWR,W JRDPM W J<BWR CLWM >WRX B RGLJW LW> JBJNW,,,,,0,,qal,impf,,,,
647,226140,QRB[,MT,Isaiah,41,5,QRBW,R>W >JJM W JJR>W QYWT H >RY JXRDW QRBW W J>TJWN,QRBW,,,,,,qal,perf,,,,
648,226142,>TH[,MT,Isaiah,41,5,J>TJWN,R>W >JJM W JJR>W QYWT H >RY JXRDW QRBW W J>TJWN,W J>TJWN,,,,,,qal,wayq,,,,
649,1909617,QRB[,1Qisaa,Isaiah,41,5,QRBW,R>W >JJM W JR>W QY>WWT H >RY JXDW QRBW W >TJWN,,,,,0,,qal,impv,,,,
650,1909619,>TH[,1Qisaa,Isaiah,41,5,>TJWN,R>W >JJM W JR>W QY>WWT H >RY JXDW QRBW W >TJWN,,,,,0,,qal,impv,,,,
651,226545,JY>[,MT,Isaiah,42,1,JWYJ>,HN <BDJ >TMK BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW MCPV L GWJM JWYJ>,MCPV L GWJM JWYJ>,,L GWJM,0,,,hif,impf,L,,,
652,1910040,JY>[,1Qisaa,Isaiah,42,1,JWYJ>,HNH <BDJ >TMWKH BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW W MCPVW L GW>JM JWYJ>,,,,,0,,hifil,impf,,,,
653,226685,JRD[,MT,Isaiah,42,10,JWRDJ,CJRW L JHWH CJR XDC THLTW M QYH H >RY JWRDJ H JM W ML>W >JJM W JCBJHM,JWRDJ H JM W ML>W,,,,,,qal,ptca,,,,
654,1910190,JRD[,1Qisaa,Isaiah,42,10,JWRDJ,CJRW L JHWH CJR XDC W THLTW M QYH H >RY JWRDJ H JM W MLW>W >JJM W JWCBJHM,,,,,0,,qal,ptca,,,,
655,226721,JY>[,MT,Isaiah,42,13,JY>,JHWH K GBWR JY> K >JC MLXMWT J<JR QN>H JRJ< >P JYRJX <L >JBJW JTGBR,JHWH K GBWR JY>,JHWH,,,,,qal,impf,,,,
656,1910228,JY>[,1Qisaa,Isaiah,42,13,JY>,JHWH K GBWR JY> K >JC MLXMWT J<JR QN>H JWDJ< >P JYRJX <L >WJBJW JTGBR,,,,,0,,qal,impf,,,,
657,226764,HLK[,MT,Isaiah,42,16,HWLKTJ,W HWLKTJ <WRJM B DRK L> JD<W B NTJBWT L> JD<W >DRJKM >FJM MXCK L PNJHM L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTM W L> <ZBTJM,W HWLKTJ <WRJM B DRK,,B DRK,0,,,hif,perf,B,,,
658,1910273,HLK[,1Qisaa,Isaiah,42,16,HWLJKTJ,W HWLJKTJ <WRJM B DRK W LW> JD<W B NTJBWT LW> JD<W >DRJKM >FJMH MHCWKJM L PNJHMH L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTJM W LW> <ZBTJM,,,,,0,,hifil,perf,,,,
659,226880,CWB[,MT,Isaiah,42,22,HCB,W HW> <M BZWZ W CSWJ HPX B XWRJM KLM W B BTJ KL>JM HXB>W HJW L BZ W >JN MYJL MCSH W >JN >MR HCB,HCB,,,,,,hif,impv,,,,
660,1910396,CWB[,1Qisaa,Isaiah,42,22,HCB,W HW>H <M BZWZ W CSWJ HPX B XWRJM KWLM W B BTJ KL>JM HWXB>W HJW L BZ W >JN MYJL L MCWSH W >JN >WMR HCB,,,,,0,,hifil,impv,,,,
661,226910,HLK[,MT,Isaiah,42,24,HLWK,MJ NTN L MCWSH J<QB W JFR>L L BZZJM H LW> JHWH ZW XV>NW LW W L> >BW B DRKJW HLWK W L> CM<W B TWRTW,B DRKJW HLWK,,B DRKJW,0,,,qal,infa,B,,,
662,1910431,HLK[,1Qisaa,Isaiah,42,24,HLWK,MJ> NTN L MCWSH J<QWB W JFR>L L BWZZJM H LW> JHWH ZH XV>NW LW W LW> >BW B DRKJW L HLWK W LW> CM<W B TWRTJW,,,,,0,,qal,infc,,,,
663,226569,JY>[,MT,Isaiah,42,3,JWYJ>,QNH RYWY L> JCBWR W PCTH KHH L> JKBNH L >MT JWYJ> MCPV,L >MT JWYJ> MCPV,,,,,,hif,impf,,,,
664,1910065,JY>[,1Qisaa,Isaiah,42,3,JWYJ>,QNH RYWY LW> JCBWR W PCTH KHH LW> JKBH L >MT JWYJ> MCPV,,,,,0,,hifil,impf,,,,
665,226575,RWY[,MT,Isaiah,42,4,JRWY,L> JKHH W L> JRWY <D JFJM B >RY MCPV W L TWRTW >JJM JJXJLW,W L> JRWY,,,,,,qal,impf,,,,
666,1910073,RWY[,1Qisaa,Isaiah,42,4,JRWY,W LW> JKHH W LW> JRWY <D JFJM B >RY MCPV W L TWRTJW >JJM JNXJLW,,,,,0,,qal,impf,,,,
667,226612,HLK[,MT,Isaiah,42,5,HLKJM,KH >MR H >L JHWH BWR> H CMJM W NWVJHM RQ< H >RY W Y>Y>JH NTN NCMH L <M <LJH W RWX L HLKJM BH,L HLKJM BH,,BH,0,,,qal,ptca,BH,,,
668,1910109,HLK[,1Qisaa,Isaiah,42,5,HWLKJM,KWH >MR H >L H >LWHJM BWRH H CMJM W NWVJHMH RWQ< H >RY W Y>Y>JH NWTN NCMH L <M <LJH> W RWX L HWLKJM BH,,,,,0,,qal,ptca,,,,
669,226638,JY>[,MT,Isaiah,42,7,HWYJ>,L PQX <JNJM <WRWT L HWYJ> M MSGR >SJR M BJT KL> JCBJ XCK,L HWYJ> M MSGR >SJR,,M MSGR,0,,,hif,infc,M,,,
670,1910137,JY>[,1Qisaa,Isaiah,42,7,HWYJ>,L PQWX <JNJM <WRWT L HWYJ> M MSGR >SWR W M BJT KL> JWCBJ XWCK,,,,,0,,hifil,infc,,,,
671,226665,BW>[,MT,Isaiah,42,9,B>W,H R>CNWT HNH B>W W XDCWT >NJ MGJD B VRM TYMXNH >CMJ< >TKM,HNH B>W,,,,,,qal,perf,,,,
672,1910167,BW>[,1Qisaa,Isaiah,42,9,B>W,H RJCWNWT HNH B>W W H XDCWT >NJ MGJD B VRM TYMXNH >CMJ< >TKMH,,,,,0,,qal,perf,,,,
673,227159,CWB[,MT,Isaiah,43,13,JCJBNH,GM M JWM >NJ HW> W >JN M JDJ MYJL >P<L W MJ JCJBNH,W MJ JCJBNH,MJ,,,,,hif,impf,,,,
674,1910689,CWB[,1Qisaa,Isaiah,43,13,JCJBNH,GM M JWM >NJ HW>H W >JN M JDJ MYJL >P<WLH W MJ JCJBNH,,,,,0,,hifil,impf,,,,
675,227170,JRD[,MT,Isaiah,43,14,HWRDTJ,KH >MR JHWH G>LKM QDWC JFR>L LM<NKM CLXTJ BBLH W HWRDTJ BRJXJM KLM W KFDJM B >NJWT RNTM,W HWRDTJ BRJXJM KLM,,,,,,hif,perf,,,,
676,1910702,JRD[,1Qisaa,Isaiah,43,14,HWRDTJ,KWH >MR JHWH GW>LKMH QDWC JFR>L LM<NKMH CLXTJ B BBL W HWRDTJ BRJXJM KWLM W KFDJJM B >WNJWT RNTMH,,,,,0,,hifil,perf,,,,
677,227199,JY>[,MT,Isaiah,43,17,MWYJ>,H MWYJ> RKB W SWS XJL W <ZWZ JXDW JCKBW BL JQWMW D<KW K PCTH KBW,H MWYJ> RKB W SWS XJL W <ZWZ,,,,,,hif,ptca,,,,
678,1910733,JY>[,1Qisaa,Isaiah,43,17,MWYJ>,H MWYJ> RKB W SWS W XJL W <WZWZ JXDJW JCKWBW BL JQWMW D<KW K PCTH KBW,,,,,0,,hifil,ptca,,,,
679,226959,<BR[,MT,Isaiah,43,2,T<BR,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,KJ T<BR B MJM,,B MJM,0,,,qal,impf,B,,,
680,226970,CVP[,MT,Isaiah,43,2,JCVPWK,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,L> JCVPWK,,,,,,qal,impf,,,,
681,226972,HLK[,MT,Isaiah,43,2,TLK,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,KJ TLK BMW >C,,BMW >C,0,,,qal,impf,BMW,,,
682,1910483,<BR[,1Qisaa,Isaiah,43,2,T<BWR,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,,,,,0,,qal,impf,,,,
683,1910492,CVP[,1Qisaa,Isaiah,43,2,JCVPWK,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,,,,,0,,qal,impf,,,,
684,1910494,HLK[,1Qisaa,Isaiah,43,2,TLK,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,,,,,0,,qal,impf,,,,
685,227276,BW>[,MT,Isaiah,43,23,HBJ>T,L> HBJ>T LJ FH <LTJK W ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK B LBWNH,L> HBJ>T LJ FH <LTJK,,LJ,0,,,hif,perf,LJ,,,
686,1910817,BW>[,1Qisaa,Isaiah,43,23,HBJ>WTH,LW> HBJ>WTH LJ FH L <WLH W B ZBXJKH LW> KBDTNJ W LW> <FJTH LJ> MNXH W LW> HWG<TJKH B LBWNH,,,,,0,,hifil,perf,,,,
687,227335,PC<[,MT,Isaiah,43,27,PC<W,>BJK H R>CWN XV> W MLJYJK PC<W BJ,W MLJYJK PC<W BJ,MLJYJK,BJ,0,,,qal,perf,BJ,,,
688,1910883,PC<[,1Qisaa,Isaiah,43,27,PC<W,>BJKH H RJCWN XV> W MLJYJKH PC<W BJ>,,,BJ,0,0,,qal,perf,BJ,,,
689,227020,BW>[,MT,Isaiah,43,5,>BJ>,>L TJR> KJ >TK >NJ M MZRX >BJ> ZR<K W M M<RB >QBYK,M MZRX >BJ> ZR<K,,M MZRX,0,,,hif,impf,M,,,
690,1910545,BW>[,1Qisaa,Isaiah,43,5,>BJ>,>L TJR> KJ> >TKH >NJ M MZRX >BJ> ZR<KH W M M<RB >QBYKH,,,M MZRX,0,0,,hifil,impf,M,,,
691,227036,BW>[,MT,Isaiah,43,6,HBJ>J,>MR L YPWN TNJ W L TJMN >L TKL>J HBJ>J BNJ M RXWQ W BNWTJ M QYH H >RY,HBJ>J BNJ M RXWQ,,M RXWQ,0,,,hif,impv,M,,,
692,1910561,BW>[,1Qisaa,Isaiah,43,6,HBJ>W,>WMR L YPWN TNJ W L TJMN >L TKL>J HBJ>W BNJ M RXWQ W BNWTJ M QYWJ H >RY,,,,,0,,hifil,impv,,,,
693,227058,JY>[,MT,Isaiah,43,8,HWYJ>,HWYJ> <M <WR W <JNJM JC W XRCJM W >ZNJM LMW,HWYJ> <M <WR,,,,,,hif,infc,,,,
694,1910585,JY>[,1Qisaa,Isaiah,43,8,HWYJ>W,HWYJ>W <M <W>R <JNJM JC W XRCJM W >WZNJM LMW,,,,,0,,hifil,impv,,,,
695,227564,T>R[,MT,Isaiah,44,13,JT>RHW,XRC <YJM NVH QW JT>RHW B FRD J<FHW B MQY<WT W B MXWGH JT>RHW W J<FHW K TBNJT >JC K TP>RT >DM L CBT BJT,JT>RHW B FRD,,,,,,piel,impf,,,,
696,227576,T>R[,MT,Isaiah,44,13,JT>RHW,XRC <YJM NVH QW JT>RHW B FRD J<FHW B MQY<WT W B MXWGH JT>RHW W J<FHW K TBNJT >JC K TP>RT >DM L CBT BJT,W B MXWGH JT>RHW,,,,,,piel,impf,,,,
697,1911129,T>R[,1Qisaa,Isaiah,44,13,JT>RHW,XWRC <YJM NVHW QW JT>RHW B FRD W <FHW B MQY<WT W B MXGH JT>RHW W J<FHW K TBNJT >JC K TP>RT >DM L CBT BJT,,,,,0,,piel,impf,,,,
698,1911139,T>R[,1Qisaa,Isaiah,44,13,JT>RHW,XWRC <YJM NVHW QW JT>RHW B FRD W <FHW B MQY<WT W B MXGH JT>RHW W J<FHW K TBNJT >JC K TP>RT >DM L CBT BJT,,,,,0,,piel,impf,,,,
699,227689,CWB[,MT,Isaiah,44,19,JCJB,W L> JCJB >L LBW W L> D<T W L> TBWNH L >MR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM >YLH BFR W >KL W JTRW L TW<BH ><FH L BWL <Y >SGWD,W L> JCJB >L LBW,,>L LBW,0,,,hif,impf,>L,,,
700,1911262,CWB[,1Qisaa,Isaiah,44,19,JCJB,W LW> JCJB >L LBW W LW> D<T W LW> TBWNH L >MWR L >MWR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM W >YLH BFR W >WKLH W JTRW L TW<BWT ><FH L BLWJ <Y >SGWD,,,,,0,,hifil,impf,,,,
701,227766,CWB[,MT,Isaiah,44,22,CWBH,MXJTJ K <B PC<JK W K <NN XV>WTJK CWBH >LJ KJ G>LTJK,CWBH >LJ,,>LJ,0,,,qal,impv,>LJ,,,
702,1911339,CWB[,1Qisaa,Isaiah,44,22,CWBH,MXJTJ K <B PC<KH W K <NN XV>WTJKH CWBH >LJ KJ> G>LTJKH,,,,,0,,qal,impv,,,,
703,227821,CWB[,MT,Isaiah,44,25,MCJB,MPR >TWT BDJM W QSMJM JHWLL MCJB XKMJM >XWR W D<TM JFKL,MCJB XKMJM >XWR,,>XWR,0,,,hif,ptca,,,,
704,1911399,CWB[,1Qisaa,Isaiah,44,25,MCJB,MPR >WTWT BDJM W QSMJM JHWLL MCJB XKMJM >XWR W D<TM JSKL,,,>XWR,0,0,,hifil,ptca,,,,
705,227459,>TH[,MT,Isaiah,44,7,>TJWT,W MJ KMWNJ JQR> W JGJDH W J<RKH LJ M FWMJ <M <WLM W >TJWT W >CR TB>NH JGJDW LMW,W >TJWT JGJDW LMW,,LMW,0,,,qal,ptca,LMW,,,
706,227462,BW>[,MT,Isaiah,44,7,TB>NH,W MJ KMWNJ JQR> W JGJDH W J<RKH LJ M FWMJ <M <WLM W >TJWT W >CR TB>NH JGJDW LMW,W >CR TB>NH,,,,,,qal,impf,,,,
707,1911016,>TH[,1Qisaa,Isaiah,44,7,>WTJWT,W MJ> KMWNJ JQR> W JGJDH W J<RWKHH LW> M FJMW <M <WLM W >WTJWT JW>MR >CR TBW>JNH JGJDW LMW,,,,,0,,qal,ptca,,,,
708,1911019,BW>[,1Qisaa,Isaiah,44,7,TBW>JNH,W MJ> KMWNJ JQR> W JGJDH W J<RWKHH LW> M FJMW <M <WLM W >WTJWT JW>MR >CR TBW>JNH JGJDW LMW,,,,,0,,qal,impf,,,,
709,228053,>TH[,MT,Isaiah,45,11,>TJWT,KH >MR JHWH QDWC JFR>L W JYRW H >TJWT C>LWNJ <L BNJ W <L P<L JDJ TYWNJ,H >TJWT C>LWNJ,,,,,,qal,ptca,,,,
710,1911644,>TH[,1Qisaa,Isaiah,45,11,>WTWT,KWH >MR JHWH QDWC JFR>L JWYR H >WTWT C>LWNJ <L BNJ W <L PW<L JDJ TYWWNJ,,,,,0,,,,,,,
711,228114,<BR[,MT,Isaiah,45,14,J<BRW,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH,<LJK,0,,,qal,impf,<LJK,,,
712,228119,HLK[,MT,Isaiah,45,14,JLKW,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,>XRJK JLKW,,>XRJK,0,,,qal,impf,,,,
713,228123,<BR[,MT,Isaiah,45,14,J<BRW,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,B ZQJM J<BRW,,,,,,qal,impf,,,,
714,1911707,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,,,,,0,,qal,impf,,,,
715,1911712,HLK[,1Qisaa,Isaiah,45,14,JLKW,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,,,,,0,,qal,impf,,,,
716,1911715,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,,,,,0,,qal,impf,,,,
