,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,g_cons_verse,stem,tense,subject,subj_heb,complement,cmpl_heb
217,1905172,SWR[,1Qisaa,Isaiah,30,11,TSJRW,תסירו ,TSJRW MNW DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,hifil,impf,,,MNJ DRK,מִנֵּי־דֶ֔רֶךְ 
218,1905217,NPL[,1Qisaa,Isaiah,30,13,NWPL,נופל ,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,ptca,,,,
219,1905226,BW>[,1Qisaa,Isaiah,30,13,JBW>,יבוא ,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,impf,,,,
220,1905285,NWS[,1Qisaa,Isaiah,30,16,NNWS,ננוס ,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,qal,impf,,,,
221,1905288,NWS[,1Qisaa,Isaiah,30,16,TNWSWN,תנוסו׳ן ,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,qal,impf,,,,
222,1905308,NWS[,1Qisaa,Isaiah,30,17,TNWSW,תנוסו ,>LP >XD M PNJ G<RT >XD W M PNJ XMCH TNWSW <D >M NWTRTM K TRN <L R>WC HR W K NS <L H GB<H,qal,impf,,,,
223,221822,JRD[,MT,Isaiah,30,2,RDT,רֶ֣דֶת ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,qal,infc,,,MYRJM,מִצְרַ֔יִם 
224,1905005,JRD[,1Qisaa,Isaiah,30,2,RDT,רדת ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,qal,infc,,,MYRJM,מִצְרַ֔יִם 
225,222193,HLK[,MT,Isaiah,30,21,LKW,לְכ֣וּ ,W >ZNJK TCM<NH DBR M >XRJK L >MR ZH H DRK LKW BW KJ T>MJNW W KJ TFM>JLW,qal,impv,,,BW,בֹ֔ו 
226,1905399,HLK[,1Qisaa,Isaiah,30,21,LKW,לכו ,W >WZNJK TCM<NH DBR M >XRJK L >MWR ZH H DRK LKW BW KJ TJ>MJNW W KJ TFM>JLW,qal,impv,,,BW,בֹ֔ו 
227,222321,BW>[,MT,Isaiah,30,27,B>,בָּ֣א ,HNH CM JHWH B> M MRXQ B<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >KLT,qal,perf,CM JHWH,שֵׁם־יְהוָה֙ ,M MRXQ,מִמֶּרְחָ֔ק 
228,1905530,BW>[,1Qisaa,Isaiah,30,27,B>,בא ,HNH CM JHWH B> M MRXQ BW<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >WKLT,qal,ptca,,,M MRXQ,מִמֶּרְחָ֔ק 
229,222375,BW>[,MT,Isaiah,30,29,BW>,בֹ֥וא ,H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,infc,,,>L YWR JFR>L,אֶל־צ֥וּר יִשְׂרָאֵֽל׃ 
230,1905582,HLK[,1Qisaa,Isaiah,30,29,HWLK,הולך ,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,ptca,,,,
231,1905586,BW>[,1Qisaa,Isaiah,30,29,BW>,בוא ,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,infc,,,,
232,222463,JRD[,MT,Isaiah,31,1,JRDJM,יֹּרְדִ֤ים ,HWJ H JRDJM MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L RKB KJ RB W <L PRCJM KJ <YMW M>D W L> C<W <L QDWC JFR>L W >T JHWH L> DRCW,qal,ptca,,,MYRJM,מִצְרַ֨יִם֙ 
233,1905679,JRD[,1Qisaa,Isaiah,31,1,JWRDJM,יורדים ,HWJ H JWRDJM L MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L H RKB KJ RB W <L PRCJM KJ <YMW M>DH W LW> C<W >L QDWC JFR>L W >T JHWH LW> DRCW,qal,ptca,,,,
234,1905755,NPL[,1Qisaa,Isaiah,31,3,NPL,נפל ,W MYRJM >DM W LW> >L W SWSJHMH BFR W LW> >RJH W JHWH JVH JDW W KCL <WZR W NPL <ZR JXDW KWLM JKLJWN,qal,perf,,,,
235,1905792,JRD[,1Qisaa,Isaiah,31,4,JRD,ירד ,KJ KH >MR JHWH >LJ K >CR JHGH H >RJH W H KPJR <L VRPJW >CR JQR> >LJW ML>W RW<JM M QWLM LW> JXT W M HMWNM LW> JXT J<NH KN JRD JHWH YB>WT L YB> <L HR YJWN W <L GB<TH,qal,impf,,,,
236,1905821,CWB[,1Qisaa,Isaiah,31,6,CWBJW,שוביו ,CWBJW L >CR L >CR H<MJQW SRH BNJ JFR>L,qal,impv,,,,
237,222635,NWS[,MT,Isaiah,31,8,NS,נָ֥ס ,W NPL >CWR B XRB L> >JC W XRB L> >DM T>KLNW W NS LW M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,M PNJ XRB,מִפְּנֵי־חֶ֔רֶב 
238,1905850,NPL[,1Qisaa,Isaiah,31,8,NPL,נפל ,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,,
239,1905862,NWS[,1Qisaa,Isaiah,31,8,NS,נס ,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,,
240,222649,<BR[,MT,Isaiah,31,9,J<BWR,יַֽעֲבֹ֔ור ,W SL<W M MGWR J<BWR W XTW M NS FRJW N>M JHWH >CR >WR LW B YJWN W TNWR LW B JRWCLM,qal,impf,SL<W,סַלְעֹו֙ ,M MGWR,מִמָּגֹ֣ור 
241,1905878,<BR[,1Qisaa,Isaiah,31,9,J<BWR,יעבור ,W SL<W M MGWR J<BWR W XTW MNWS FRJW NW>M JHWH >CR >WR LW B YJWN W TNWR LW B JRWCLM,qal,impf,,,,
242,1906044,BW>[,1Qisaa,Isaiah,32,10,JBW>,יבוא ,JMJM <L CNH TRGZNH H BWVXWT KJ KLH BYJR >SP BL JBW>,qal,impf,,,,
243,1906075,<LH[,1Qisaa,Isaiah,32,13,T<LH,תעלה ,<L >DMT <MJ QWY W CMJR T<LH KJ <L KWL BTJ MFWF QRJH <LJZH,qal,impf,,,,
244,1906167,JRD[,1Qisaa,Isaiah,32,19,RDT,רדת ,W BRD B RDT H J<R W B CPLH TCPL H J<R,qal,infc,,,,
245,1906183,CLX[,1Qisaa,Isaiah,32,20,MCLXJ,משלחי ,>CRJKMH ZWR<J <L KWL MJM W MCLXJ RGL H CWR W H XMWR,piel,ptca,,,,
246,1906369,HLK[,1Qisaa,Isaiah,33,15,HWLWK,הולוך ,HWLWK YDQWT W JDBR MJCRJM M>S B BY< M<CQWT N<R KPW M TMK B CXWD >WVM >WZNJW M CMW< DMJM J<YM <JNJW M R>WT B R<,qal,ptca,,,,
247,223214,HLK[,MT,Isaiah,33,21,TLK,תֵּ֤לֶךְ ,KJ >M CM >DJR JHWH LNW MQWM NHRJM J>RJM RXBJ JDJM BL TLK BW >NJ CJV W YJ >DJR L> J<BRNW,qal,impf,>NJ CJV,אֳנִי־שַׁ֔יִט ,BW,בֹּו֙ 
248,1906478,HLK[,1Qisaa,Isaiah,33,21,TLB,תלב ,KJ >M CM >DJR JHWH LNW MQWM NHRWT J>RJM RXBJ JDJM BL TLB BW >NJ CV W YJ >DJR LW> J<BRNW,qal,impf,,,BW,בֹּו֙ 
249,1906240,>SP[,1Qisaa,Isaiah,33,4,>SP,אסף ,W >SP CLLKM >SP H XSJL MCQ GBJM CQQ BW,pual,perf,,,,
250,1906287,<BR[,1Qisaa,Isaiah,33,8,<WBR,עובר ,NCMW MSLWT CBT <WBR >RX HPR BRJT M>S <DJM LW> XCB >NWC,qal,ptca,,,,
251,223440,<BR[,MT,Isaiah,34,10,<BR,עֹבֵ֖ר ,LJLH W JWMM L> TKBH L <WLM J<LH <CNH M DWR L DWR TXRB L NYX NYXJM >JN <BR BH,qal,ptca,,,BH,בָּֽהּ׃ 
252,1906715,<LH[,1Qisaa,Isaiah,34,10,<LH,עלה ,LJLH W JWMM W LW> TKWBH L <WLM W <LH <CNH M DWR L DWR W TXRB L NYX NYXJM W >JN <WBR BH>,qal,perf,,,,
253,1906728,<BR[,1Qisaa,Isaiah,34,10,<WBR,עובר ,LJLH W JWMM W LW> TKWBH L <WLM W <LH <CNH M DWR L DWR W TXRB L NYX NYXJM W >JN <WBR BH>,qal,ptca,,,,
254,1906817,QBY[,1Qisaa,Isaiah,34,15,NQBYW,נקבצו ,CMH QNNH QWPD W TMLV W BQ<H W DGRH B YLH >K >K CMH NQBYW DWWT >CH R<WTH,nifal,perf,,,,
255,1906842,QBY[,1Qisaa,Isaiah,34,16,QBYM,קבצ׳ם ,DRWCW M <L SPR JHWH W QR>W W >XT LW> N<DRH >CH R<WTH KJ> PJHW HW> YWH W RWXHW HJ>H QBYM,piel,perf,,,,
256,1906846,NPL[,1Qisaa,Isaiah,34,17,HPJL,הפיל ,W HW>H HPJL LHNH GWRL W JDJW XLQT LHMNH B QW <D <WLM JRCWH > L DWR W DWR JCKNW BH,hifil,perf,,,,
257,1906570,CLK[,1Qisaa,Isaiah,34,3,JWCLKW,יושלכו ,W XLLJHM JWCLKW W PGRJHMH J<LH B>WCMH W NMSW H HRJM M DMM,hofal,impf,,,,
258,1906573,<LH[,1Qisaa,Isaiah,34,3,J<LH,יעלה ,W XLLJHM JWCLKW W PGRJHMH J<LH B>WCMH W NMSW H HRJM M DMM,qal,impf,,,,
259,1906591,NPL[,1Qisaa,Isaiah,34,4,JPWLW,יפולו ,W H <MQJM JTBQ<W W KWL YB> H CMJM JPWLW W NGLW K SPR H CMJM W KWL YB>M JBWL K NWBL <LH M GWPN W K NWBLT MN T>NH,qal,impf,,,,
260,223343,JRD[,MT,Isaiah,34,5,TRD,תֵּרֵ֔ד ,KJ RWTH B CMJM XRBJ HNH <L >DWM TRD W <L <M XRMJ L MCPV,qal,impf,,,<L >DWM,עַל־אֱדֹ֣ום 
261,1906621,JRD[,1Qisaa,Isaiah,34,5,TRD,תרד ,KJ> TR>H B CMJM XRBJ> HNH <L >DWM TRD W <L <M XRMJ L MCPV,qal,impf,,,,
262,223722,BW>[,MT,Isaiah,35,10,B>W,בָ֤אוּ ,W PDWJJ JHWH JCBWN W B>W YJWN B RNH W FMXT <WLM <L R>CM FFWN W FMXH JFJGW W NSW JGWN W >NXH,qal,perf,,,YJWN,צִיֹּון֙ 
263,1907025,CWB[,1Qisaa,Isaiah,35,10,JCWBW,ישובו ,W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH,qal,impf,,,,
264,1907027,BW>[,1Qisaa,Isaiah,35,10,B>W,באו ,W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH,qal,perf,,,,
265,1907042,NWS[,1Qisaa,Isaiah,35,10,NS,נס ,W PDWJJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L R>WCM FFWN W FMXH JFJGW BH W NS JGWN W >NXH,qal,perf,,,,
266,1906922,BW>[,1Qisaa,Isaiah,35,4,JBJ>,יביא ,>MRW L NMHRJ LB XZQW >L TJR>W HNH >LWHKMH NQM JBJ> GMWL >LWHJM HW>H JBJ> W JWC<KMH,hifil,impf,,,,
267,1906926,BW>[,1Qisaa,Isaiah,35,4,JBJ>,יביא ,>MRW L NMHRJ LB XZQW >L TJR>W HNH >LWHKMH NQM JBJ> GMWL >LWHJM HW>H JBJ> W JWC<KMH,hifil,impf,,,,
268,1906957,HLK[,1Qisaa,Isaiah,35,6,JLKW,ילכו ,>Z JDLG K >J>L PSX W TRWN LCWN >LM KJ> NBQ<W B MDBR MJM W NXLJM B <RBH JLKW,qal,impf,,,,
269,1906991,<BR[,1Qisaa,Isaiah,35,8,J<WBWRNH,יעובור׳נה ,JHJH CMH CMH MSWLL W DRK H QWDC JQR>W LH LW> J<WBWRNH VMH HW>H W L MJ HWLK DRK W >WJLJM LW> JT<W,qal,impf,,,,
270,1906997,HLK[,1Qisaa,Isaiah,35,8,HWLK,הולך ,JHJH CMH CMH MSWLL W DRK H QWDC JQR>W LH LW> J<WBWRNH VMH HW>H W L MJ HWLK DRK W >WJLJM LW> JT<W,qal,ptca,,,,
271,1907013,<LH[,1Qisaa,Isaiah,35,9,J<LNH,יעל׳נה ,LW> JHJH CMH >RJH W PRJY XJWT BL LW> J<LNH W LW> JMY> CM W HLKW G>WLJM,qal,impf,,,,
272,1907019,HLK[,1Qisaa,Isaiah,35,9,HLKW,הלכו ,LW> JHJH CMH >RJH W PRJY XJWT BL LW> J<LNH W LW> JMY> CM W HLKW G>WLJM,qal,perf,,,,
273,223750,<LH[,MT,Isaiah,36,1,<LH,עָלָ֞ה ,W JHJ B >RB< <FRH CNH L MLK XZQJHW <LH SNXRJB MLK >CWR <L KL <RJ JHWDH H BYRWT W JTPFM,qal,perf,SNXRJB MLK >CWR,סַנְחֵרִ֤יב מֶֽלֶךְ־אַשּׁוּר֙ ,<L KL <RJ JHWDH H BYRWT,עַ֣ל כָּל־עָרֵ֧י יְהוּדָ֛ה הַבְּצֻרֹ֖ות 
274,1907056,<LH[,1Qisaa,Isaiah,36,1,<LH,עלה ,W JHJ B >RB< <FRH CNH L MLK XZQJH <LH SNXRJB MLK >CWR <L KWL <RJ JHWDH H BYWRWT W JTPWFM,qal,perf,,,,
275,223962,<LH[,MT,Isaiah,36,10,<LJTJ,עָלִ֛יתִי ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH,qal,perf,,,<L H >RY H Z>T,עַל־הָאָ֥רֶץ הַזֹּ֖את 
276,223973,<LH[,MT,Isaiah,36,10,<LH,עֲלֵ֛ה ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH,qal,impv,,,>L H >RY H Z>T,אֶל־הָאָ֥רֶץ הַזֹּ֖את 
277,1907286,<LH[,1Qisaa,Isaiah,36,10,<LJTJ,עליתי ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH,qal,perf,,,,
278,1907297,<LH[,1Qisaa,Isaiah,36,10,<LH,עלה ,W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH,qal,impv,,,,
279,224019,CLX[,MT,Isaiah,36,12,CLXNJ,שְׁלָחַ֣נִי ,W J>MR RB CQH H >L >DNJK W >LJK CLXNJ >DNJ L DBR >T H DBRJM H >LH H L> <L H >NCJM H JCBJM <L H XWMH L >KL >T XR>JHM W L CTWT >T CJ NJHM <MKM,qal,perf,>DNJ,אֲדֹנִ֔י ,>L >DNJK W >LJK,אֶ֨ל אֲדֹנֶ֤יךָ וְאֵלֶ֨יךָ֙ 
280,1907350,CLX[,1Qisaa,Isaiah,36,12,CLXNJ,שלח׳ני ,W JW>MR RB CQH H >LJKMH W <L >DWNJKMH CLXNJ >DWNJ L DBR >T H DBRJM H >LH H LW> <L H >NCJM H JWCBJM <L H XWMH L >KWL >T XRJHMH W L CTWT >T CJNJHMH <MKMH,qal,perf,,,,
281,224119,JY>[,MT,Isaiah,36,16,Y>W,צְא֣וּ ,>L TCM<W >L XZQJHW KJ KH >MR H MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KLW >JC GPNW W >JC T>NTW W CTW >JC MJ BWRW,qal,impv,,,>LJ,אֵלַ֔י 
282,1907455,JY>[,1Qisaa,Isaiah,36,16,Y>W,צאו ,>L TCM<W >L XWZQJH KJ> KWH >MR MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KWLW >JC >T GPNW W >JC >T TNTW W CTW >JC MJ BWRW,qal,impv,,,,
283,224136,LQX[,MT,Isaiah,36,17,LQXTJ,לָקַחְתִּ֥י ,<D B>J W LQXTJ >TKM >L >RY K >RYKM >RY DGN W TJRWC >RY LXM W KRMJM,qal,perf,,,>L >RY K >RYKM >RY DGN W TJRWC >RY LXM W KRMJM,אֶל־אֶ֣רֶץ כְּאַרְצְכֶ֑ם אֶ֤רֶץ דָּגָן֙ וְתִירֹ֔ושׁ אֶ֥רֶץ לֶ֖חֶם וּכְרָמִֽים׃ 
284,1907473,BW>[,1Qisaa,Isaiah,36,17,BW>J,בוא׳י ,<D BW>J W LQXTJ >TKMH >L >RY K >RYKMH >L >RY DGN W TJRWC >RY LXM W KRMJM,qal,infc,,,,
285,1907475,LQX[,1Qisaa,Isaiah,36,17,LQXTJ,לקחתי ,<D BW>J W LQXTJ >TKMH >L >RY K >RYKMH >L >RY DGN W TJRWC >RY LXM W KRMJM,qal,perf,,,,
286,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,W JCLX MLK >CWR >T RB CQH M LKJC JRWCLMH >L H MLK XZQJHW B XJL KBD W J<MD B T<LT H BRKH H <LJWNH B MSLT FDH KWBS,qal,wayq,MLK >CWR,מֶֽלֶךְ־אַשּׁ֣וּר׀ ,M LKJC,מִלָּכִ֧ישׁ 
287,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,W JCLX MLK >CWR >T RB CQH M LKJC JRWCLMH >L H MLK XZQJHW B XJL KBD W J<MD B T<LT H BRKH H <LJWNH B MSLT FDH KWBS,qal,wayq,MLK >CWR,מֶֽלֶךְ־אַשּׁ֣וּר׀ ,JRWCLMH,יְרוּשָׁלְַ֛מָה 
288,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,W JCLX MLK >CWR >T RB CQH M LKJC JRWCLMH >L H MLK XZQJHW B XJL KBD W J<MD B T<LT H BRKH H <LJWNH B MSLT FDH KWBS,qal,wayq,MLK >CWR,מֶֽלֶךְ־אַשּׁ֣וּר׀ ,>L H MLK XZQJHW,אֶל־הַמֶּ֥לֶךְ חִזְקִיָּ֖הוּ 
289,1907070,CLX[,1Qisaa,Isaiah,36,2,JCLX,ישלח ,W JCLX MLK >CW >T RB CQH M LKJC JRWCLJM >L H MLK XZQJH B XJL KBD M>WDH W J<MWD B T<LT H BRKH H <LJWNH B MSLT FDJ KWBS,qal,wayy,,,,
290,224223,BW>[,MT,Isaiah,36,22,JB>,יָּבֹ֣א ,W JB> >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SWPR W JW>X BN >SP H MZKJR >L XZQJHW QRW<J BGDJM W JGJDW LW >T DBRJ RB CQH,qal,wayq,>LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR,אֶלְיָקִ֣ים בֶּן־חִלְקִיָּ֣הוּ וְשֶׁבְנָ֨א הַסֹּופֵ֜ר וְיֹואָ֨ח בֶּן־אָסָ֧ף הַמַּזְכִּ֛יר ,>L XZQJHW,אֶל־חִזְקִיָּ֖הוּ 
291,1907568,BW>[,1Qisaa,Isaiah,36,22,JBW>,יבוא ,W JBW> >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM W JGJDW LW> >T DBRJ RB CQH,qal,wayy,,,,
292,223791,JY>[,MT,Isaiah,36,3,JY>,יֵּצֵ֥א ,W JY> >LJW >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SPR W JW>X BN >SP H MZKJR,qal,wayq,>LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR,אֶלְיָקִ֥ים בֶּן־חִלְקִיָּ֖הוּ וְשֶׁבְנָא֙ הַסֹּפֵ֔ר וְיֹואָ֥ח בֶּן־אָסָ֖ף הַמַּזְכִּֽיר׃ ,>LJW,אֵלָ֛יו 
293,1907101,JY>[,1Qisaa,Isaiah,36,3,JY>,יצא ,W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR,qal,wayy,,,>LJW,אֵלָ֛יו 
294,223867,BW>[,MT,Isaiah,36,6,B>,בָ֥א ,HNH BVXT <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<H MLK MYRJM L KL H BVXJM <LJW,qal,perf,,,B KPW,בְכַפֹּ֖ו 
295,1907184,BW>[,1Qisaa,Isaiah,36,6,B>,בא ,HNH BVXTH <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<WH MLK MYRJM L KWL H BWVXJM <LJW,qal,perf,,,B KPW,בְכַפֹּ֖ו 
296,1907211,SWR[,1Qisaa,Isaiah,36,7,HSJR,הסיר ,W KJ> TW>MRW >LJ <L JHWH >LWHJNW BVXNW H LW> HW>H >CR HSJR XZQJH >T BMWTJW W >T MZBXWTJW W JW>MR L JHWDH W L JRWCLJM L PNJ H MZBX H ZH TCTXWW B JRWCLJM,hifil,perf,,,,
297,1907259,CWB[,1Qisaa,Isaiah,36,9,TCJB,תשיב ,W >JKH TCJB >T PNJ PXT >XD M <BDJ >DWNJ H QVNJM W TBVX LKM <L MYRJM L RKB W L PRCJM,hifil,impf,,,,
298,224268,BW>[,MT,Isaiah,37,1,JB>,יָּבֹ֖א ,W JHJ K CM< H MLK XZQJHW W JQR< >T BGDJW W JTKS B FQ W JB> BJT JHWH,qal,wayq,,,BJT JHWH,בֵּ֥ית יְהוָֽה׃ 
299,1907614,BW>[,1Qisaa,Isaiah,37,1,JBW>,יבוא ,W JHJ K CMW< XWZQJH H MLK W JQR< >T BGDJW W JTKS B FQ W JBW> BJT JHWH,qal,wayy,,,,
300,224525,LQX[,MT,Isaiah,37,14,JQX,יִּקַּ֨ח ,W JQX XZQJHW >T H SPRJM M JD H ML>KJM W JQR>HW W J<L BJT JHWH W JPRFHW XZQJHW L PNJ JHWH,qal,wayq,XZQJHW,חִזְקִיָּ֧הוּ ,M JD H ML>KJM,מִיַּ֥ד הַמַּלְאָכִ֖ים 
301,224537,<LH[,MT,Isaiah,37,14,J<L,יַּ֨עַל֙ ,W JQX XZQJHW >T H SPRJM M JD H ML>KJM W JQR>HW W J<L BJT JHWH W JPRFHW XZQJHW L PNJ JHWH,qal,wayq,,,BJT JHWH,בֵּ֣ית יְהוָ֔ה 
302,1907896,LQX[,1Qisaa,Isaiah,37,14,JQX,יקח ,W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH,qal,wayy,,,M JD H ML>KJM,מִיַּ֥ד הַמַּלְאָכִ֖ים 
303,1907908,<LH[,1Qisaa,Isaiah,37,14,J<LH,יעלה ,W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH,qal,wayy,,,BJT JHWH,בֵּ֣ית יְהוָ֔ה 
304,224272,CLX[,MT,Isaiah,37,2,JCLX,יִּשְׁלַח ,W JCLX >T >LJQJM >CR <L H BJT W >T CBN> H SWPR W >T ZQNJ H KHNJM MTKSJM B FQJM >L JC<JHW BN >MWY H NBJ>,qal,wayq,,,>L JC<JHW BN >MWY H NBJ>,אֶל־יְשַֽׁעְיָ֥הוּ בֶן־אָמֹ֖וץ הַנָּבִֽיא׃ 
305,1907619,CLX[,1Qisaa,Isaiah,37,2,JCLX,ישלח ,W JCLX >T >LJQJM >CR <L H BJT W >T CWBN> H SWPR W >T ZQNJ H KWHNJM MTKSJM B FQJM >L JC<JH BN >MWY H NBJ>,qal,wayy,,,,
306,224654,CLX[,MT,Isaiah,37,21,JCLX,יִּשְׁלַח֙ ,W JCLX JC<JHW BN >MWY >L XZQJHW L >MR KH >MR JHWH >LHJ JFR>L >CR HTPLLT >LJ >L SNXRJB MLK >CWR,qal,wayq,JC<JHW BN >MWY,יְשַֽׁעְיָ֣הוּ בֶן־אָמֹ֔וץ ,>L XZQJHW,אֶל־חִזְקִיָּ֖הוּ 
307,1908029,CLX[,1Qisaa,Isaiah,37,21,JCLX,ישלח ,W JCLX JC<JH BN >MWY <L JXWZQJH L >MWR KWH >MR JHWH >LWHJ JFR>L >CR HTPLLTH >LJW >L SRXRJB MLK >CWR,qal,wayy,,,,
308,224721,<LH[,MT,Isaiah,37,24,<LJTJ,עָלִ֛יתִי ,B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW,qal,perf,>NJ,אֲנִ֥י ,MRWM HRJM JRKTJ LBNWN,מְרֹ֥ום הָרִ֖ים יַרְכְּתֵ֣י לְבָנֹ֑ון 
309,224733,BW>[,MT,Isaiah,37,24,>BW>,אָבֹוא֙ ,B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW,qal,impf,,,MRWM QYW J<R KRMLW,מְרֹ֣ום קִצֹּ֔ו יַ֖עַר כַּרְמִלֹּֽו׃ 
310,1908099,<LH[,1Qisaa,Isaiah,37,24,<LJTJ,עליתי ,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW,qal,perf,,,MRWM HRJM JRKTJ LBNWN,מְרֹ֥ום הָרִ֖ים יַרְכְּתֵ֣י לְבָנֹ֑ון 
311,1908111,BW>[,1Qisaa,Isaiah,37,24,>BW>,אבוא ,B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW,qal,impf,,,MRWM QYW J<R KRMLW,מְרֹ֣ום קִצֹּ֔ו יַ֖עַר כַּרְמִלֹּֽו׃ 
312,1908145,BW>[,1Qisaa,Isaiah,37,26,HBJ>WTJH,הביאותי׳ה ,H LW> CM<TH L M RXWQ >WTH <FJTJ M JMJ QDM JYRTJH <TH HBJ>WTJH W THJ L C>WWT GLJM NYWRJM <RJM BYWRWT,hifil,perf,,,,
313,1908179,JY>[,1Qisaa,Isaiah,37,28,Y>TKH,צאת׳כה ,QWMKH W CBTKH W Y>TKH W BW>KH JD<TJ> W >T HRGZKH >LJ,qal,infc,,,,
314,1908181,BW>[,1Qisaa,Isaiah,37,28,BW>KH,בוא׳כה ,QWMKH W CBTKH W Y>TKH W BW>KH JD<TJ> W >T HRGZKH >LJ,qal,infc,,,,
315,224810,<LH[,MT,Isaiah,37,29,<LH,עָלָ֣ה ,J<N HTRGZK >LJ W C>NNK <LH B >ZNJ W FMTJ XXJ B >PK W MTGJ B FPTJK W HCJBTJK B DRK >CR B>T BH,qal,perf,C>NNK,שַׁאֲנַנְךָ֖ ,B >ZNJ,בְאָזְנָ֑י 
