verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,comments
1984242,JY>[,4Q33,Deuteronomy,22,15,HWYJ>W,W LQX >BJ H N<RH W >MH W HWYJ>W >T BTWLJ H N<R >L ZQNJ H <JR H C<RH,0 000 000 0 0000 0 000 0 000000 00 00000 0 000 00 0000 0 000 0 0000,hif,perf,W HWYJ>W >T BTWLJ H N<R >L ZQNJ H <JR H C<RH,,>L ZQNJ H <JR,,,0,,,,,,,,>L,,,,,,,
105630,JY>[,MT,Deuteronomy,22,19,HWYJ>,W <NCW >TW M>H KSP W NTNW L >BJ H N<RH KJ HWYJ> CM R< <L BTWLT JFR>L W LW THJH L >CH L> JWKL L CLXH KL JMJW,,hif,perf,KJ HWYJ> CM R< <L BTWLT JFR>L,,<L BTWLT JFR>L,<L BTWLH/ JFR>L/,,0,prep,"pers,gens,topo",,det,subs,complex,,<L,,,,,,,
105662,JY>[,MT,Deuteronomy,22,21,HWYJ>W,W HWYJ>W >T H N<R >L PTX BJT >BJH W SQLWH >NCJ <JRH B >BNJM W MTH KJ <FTH NBLH B JFR>L L ZNWT BJT >BJH W B<RT H R< M QRBK,,hif,perf,W HWYJ>W >T H N<R >L PTX BJT >BJH,,>L PTX BJT >BJH,>L PTX/ BJT/ >B/,,0,prep,,,det,subs,complex,,>L,,,,,,,
105739,JY>[,MT,Deuteronomy,22,24,HWY>TM,W HWY>TM >T CNJHM >L C<R H <JR H HW> W SQLTM >TM B >BNJM W MTW >T H N<R <L DBR >CR L> Y<QH B <JR W >T H >JC <L DBR >CR <NH >T >CT R<HW W B<RT H R< M QRBK,,hif,perf,W HWY>TM >T CNJHM >L C<R H <JR H HW>,,>L C<R H <JR H HW>,>L C<R/ H <JR/ H HJ>,,0,prep,ppde,,det,subs,complex,,>L,,,,,,,
105905,GLH[,MT,Deuteronomy,23,1,JGLH,L> JQX >JC >T >CT >BJW W L> JGLH KNP >BJW,,piel,impf,W L> JGLH KNP >BJW,,no complement,no complement,,,,,,,,,,,,,,,,,
105909,BW>[,MT,Deuteronomy,23,2,JB>,L> JB> PYW< DK> W KRWT CPKH B QHL JHWH,,qal,impf,L> JB> PYW< DK> W KRWT CPKH B QHL JHWH,PYW< DK> W KRWT CPKH,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
105919,BW>[,MT,Deuteronomy,23,3,JB>,L> JB> MMZR B QHL JHWH GM DWR <FJRJ L> JB> LW B QHL JHWH,,qal,impf,L> JB> MMZR B QHL JHWH,MMZR,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
105928,BW>[,MT,Deuteronomy,23,3,JB>,L> JB> MMZR B QHL JHWH GM DWR <FJRJ L> JB> LW B QHL JHWH,,qal,impf,GM DWR <FJRJ L> JB> LW B QHL JHWH,GM DWR <FJRJ LW,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
105934,BW>[,MT,Deuteronomy,23,4,JB>,L> JB> <MWNJ W MW>BJ B QHL JHWH GM DWR <FJRJ L> JB> LHM B QHL JHWH <D <WLM,,qal,impf,L> JB> <MWNJ W MW>BJ B QHL JHWH,<MWNJ W MW>BJ,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
105945,BW>[,MT,Deuteronomy,23,4,JB>,L> JB> <MWNJ W MW>BJ B QHL JHWH GM DWR <FJRJ L> JB> LHM B QHL JHWH <D <WLM,,qal,impf,GM DWR <FJRJ L> JB> LHM B QHL JHWH <D <WLM,GM DWR <FJRJ LHM,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
105969,JY>[,MT,Deuteronomy,23,5,Y>TKM,<L DBR >CR L> QDMW >TKM B LXM W B MJM B DRK B Y>TKM M MYRJM W >CR FKR <LJK >T BL<M BN B<WR M PTWR >RM NHRJM L QLLK,,qal,infc,B Y>TKM M MYRJM,,M MYRJM,MN MYRJM/,,0,prep,topo,inanim,det,nmpr,simple,,MN,,,,,,,
106038,BW>[,MT,Deuteronomy,23,9,JB>,BNJM >CR JWLDW LHM DWR CLJCJ JB> LHM B QHL JHWH,,qal,impf,DWR CLJCJ JB> LHM B QHL JHWH,DWR CLJCJ LHM,B QHL JHWH,B QHL/ JHWH/,,0,prep,pers,anim,det,subs,complex,,B,,,,,,,
106044,JY>[,MT,Deuteronomy,23,10,TY>,KJ TY> MXNH <L >JBJK W NCMRT M KL DBR R<,,qal,impf,KJ TY> MXNH <L >JBJK,,<L >JBJK,<L >JB[,,0,prep,,,det,,simple,,<L,,,,,,,
106066,JY>[,MT,Deuteronomy,23,11,JY>,KJ JHJH BK >JC >CR L> JHJH VHWR M QRH LJLH W JY> >L M XWY L MXNH L> JB> >L TWK H MXNH,,qal,perf,W JY> >L M XWY L MXNH,,>L M XWY L MXNH,>L MN XWY/ L H MXNH/,,0,prep + prep + prep,,,det,subs,complex,,>L,MN,L,,,,,
106074,BW>[,MT,Deuteronomy,23,11,JB>,KJ JHJH BK >JC >CR L> JHJH VHWR M QRH LJLH W JY> >L M XWY L MXNH L> JB> >L TWK H MXNH,,qal,impf,L> JB> >L TWK H MXNH,,>L TWK H MXNH,>L TWK/ H MXNH/,,0,prep,,,det,subs,complex,,>L,,,,,,,
106082,PNH[,MT,Deuteronomy,23,12,PNWT,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JB> >L TWK H MXNH,,qal,infc,L PNWT <RB,<RB,no complement,no complement,,,,,,,,,,,,,,,,,
106090,BW>[,MT,Deuteronomy,23,12,B>,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JB> >L TWK H MXNH,,qal,infc,K B> H CMC,H CMC,no complement,no complement,,,,,,,,,,,,,,,,,
106093,BW>[,MT,Deuteronomy,23,12,JB>,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JB> >L TWK H MXNH,,qal,impf,JB> >L TWK H MXNH,,>L TWK H MXNH,>L TWK/ H MXNH/,,0,prep,,,det,subs,complex,,>L,,,,,,,
1987398,PNH[,4Q36,Deuteronomy,23,12,PNWT,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JBW> >L TWK H MXNH,1 0 000 0 0000 000 0000 0 000 0 0 00 0 000 0000 00 000 0 0000,qal,infc,None,None,,,,,,,,,,,,,,,,,,,
1987405,BW>[,4Q36,Deuteronomy,23,12,B>,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JBW> >L TWK H MXNH,1 0 000 0 0000 000 0000 0 000 0 0 00 0 000 0000 00 000 0 0000,qal,infc,None,None,,,,,,,,,,,,,,,,,,,
1987408,BW>[,4Q36,Deuteronomy,23,12,JBW>,W HJH L PNWT <RB JRXY B MJM W K B> H CMC JBW> >L TWK H MXNH,1 0 000 0 0000 000 0000 0 000 0 0 00 0 000 0000 00 000 0 0000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
106108,JY>[,MT,Deuteronomy,23,13,JY>T,W JD THJH LK M XWY L MXNH W JY>T CMH XWY,,qal,perf,W JY>T CMH XWY,,CMH,CM,,1,dir-he,,,det,,simple,,,,,,,,,
1994120,JY>[,4Q45,Deuteronomy,23,13,JY>T,W JD THJH LK M XWY L MXNH W JY>T CMH XWY,0 00 0000 00 0 000 0 0000 0 0000 000 000,qal,perf,None,None,,,,,,,,,,,,,,,,,,,
1987423,JY>[,4Q36,Deuteronomy,23,13,JY>T,W JD THJH LK M XWY L MXNH W JY>T CMH XWY,0 00 0000 00 0 000 0 0000 0 0000 000 000,qal,perf,None,None,,,,,,,,,,,,,,,,,,,
106126,CWB[,MT,Deuteronomy,23,14,CBT,W JTD THJH LK <L >ZNK W HJH B CBTK XWY W XPRTH BH W CBT W KSJT >T Y>TK,,qal,perf,W CBT,,no complement,no complement,,,,,,,,,,,,,,,,,
1994140,CWB[,4Q45,Deuteronomy,23,14,HCJBWT,W JTD THJH LK <L >ZNK W HJH B CBTK H XWYH W XPRT BH W HCJBWT W KSJT >T Y>TK,0 000 0000 00 00 0000 0 000 0 0000 0 0000 0 0000 00 0 000000 0 0000 00 0000,hif,perf,None,None,,,,,,,,,,,,,,,,,,,
106134,HLK[,MT,Deuteronomy,23,15,MTHLK,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB M >XRJK,,hit,ptca,KJ JHWH >LHJK MTHLK B QRB MXNK,JHWH >LHJK,B QRB MXNK,B QRB/ MXNH/,,0,prep,,,det,subs,complex,,B,,,,,,,
106157,CWB[,MT,Deuteronomy,23,15,CB,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB M >XRJK,,qal,perf,W CB M >XRJK,,M >XRJK,MN >XR/,,0,prep,,,det,subs,simple,,MN,,,,,,,
1994149,HLK[,4Q45,Deuteronomy,23,15,MTHLK,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB,00 0000 00000 00000 0 000 0000 0 00000 0 0 00 00000 0 0000 0 000 00000 0000 0 00 0000 00 0000 000 0 00,hit,ptca,None,None,,,,,,,,,,,,,,,,,,,
1994172,CWB[,4Q45,Deuteronomy,23,15,CB,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB,00 0000 00000 00000 0 000 0000 0 00000 0 0 00 00000 0 0000 0 000 00000 0000 0 00 0000 00 0000 000 0 00,qal,perf,None,None,,,,,,,,,,,,,,,,,,,
1987451,HLK[,4Q36,Deuteronomy,23,15,MTHLK,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB M >XRJK,00 0000 00000 00000 0 000 0000 0 00000 0 0 00 00000 0 0000 0 000 00000 0000 0 00 0000 00 0000 000 0 00 0 00000,hit,ptca,KJ JHWH >LHJK MTHLK B QRB MXNK,JHWH >LHJK,B QRB MXNK,,,0,,,,,,,,B,,,,,,,
1987474,CWB[,4Q36,Deuteronomy,23,15,CB,KJ JHWH >LHJK MTHLK B QRB MXNK L HYJLK W L TT >JBJK L PNJK W HJH MXNJK QDWC W L> JR>H BK <RWT DBR W CB M >XRJK,00 0000 00000 00000 0 000 0000 0 00000 0 0 00 00000 0 0000 0 000 00000 0000 0 00 0000 00 0000 000 0 00 0 00000,qal,perf,W CB M >XRJK,,M >XRJK,,,0,,,,,,,,M,,,,,,,
106203,BW>[,MT,Deuteronomy,23,19,TBJ>,L> TBJ> >TNN ZWNH W MXJR KLB BJT JHWH >LHJK L KL NDR KJ TW<BT JHWH >LHJK GM CNJHM,,hif,impf,L> TBJ> >TNN ZWNH W MXJR KLB BJT JHWH >LHJK L KL NDR,,BJT JHWH >LHJK,BJT/ JHWH/ >LHJM/,,0,vc,pers,anim,det,subs,complex,,,,,,,,,
1985067,BW>[,4Q34,Deuteronomy,23,19,TBJ>,L> TBJ> >TNN ZWNH W MXJR KLB BJT JHWH >LHJK L KL NDR KJ TW<BT JHWH >LHJK GM CNJHM,00 0000 0000 0000 0 0000 000 000 0000 00000 0 00 000 00 00000 0000 00000 00 00000,hif,impf,L> TBJ> >TNN ZWNH W MXJR KLB BJT JHWH >LHJK L KL NDR,,BJT JHWH >LHJK,,,0,,,,,,,,,,,,,,,
106256,BW>[,MT,Deuteronomy,23,21,B>,L NKRJ TCJK W L >XJK L> TCJK LM<N JBRKK JHWH >LHJK B KL MCLX JDK <L H >RY >CR >TH B> CMH L RCTH,,qal,ptca,>CR >TH B> CMH,>TH,CMH,CM,,1,dir-he,,,det,,simple,,,,,,,,,
1984347,BW>[,4Q33,Deuteronomy,23,21,B>,L NKRJ TCJK W L >XJK L> TCJK LM<N JBRKK JHWH >LHJK B KL MCLX JDK <L H >RY >CR >TH B> CMH L RCTH,0 0000 0000 0 0 0000 00 0000 0000 00000 0000 00000 0 00 0000 000 00 0 000 000 000 00 000 0 0000,qal,ptca,None,None,,,,,,,,,,,,,,,,,,,
106307,BW>[,MT,Deuteronomy,23,25,TB>,KJ TB> B KRM R<K W >KLT <NBJM K NPCK FB<K W >L KLJK L> TTN,,qal,impf,KJ TB> B KRM R<K,,B KRM R<K,B KRM/ R<=/,,0,prep,,,det,subs,complex,,B,,,,,,,
1989972,BW>[,4Q38a,Deuteronomy,23,25,TBW>,K> TBW> B KRM R<K W >KLT <NBJM K NPCK FB<K W >L KLJKH LW> TTN,00 0000 0 000 000 0 0000 00000 0 0000 0000 0 00 00000 000 000,qal,impf,K> TBW> B KRM R<K,,B KRM R<K,,,0,,,,,,,,B,,,,,,,
1987519,BW>[,4Q36,Deuteronomy,23,25,TB>,KJ TB> B KRM R<K W >KLT <NBJM K NPCK FB<K W >L KLJK L> TTN,00 000 0 000 000 0 0000 00000 0 0000 0000 0 00 0000 00 000,qal,impf,KJ TB> B KRM R<K,,B KRM R<K,,,0,,,,,,,,B,,,,,,,
1984402,BW>[,4Q33,Deuteronomy,23,25,TB>,KJ TB> B KRM R<K W >KLT <NBJM K NPCK FB<K W >L KLJK L> TTN,00 000 0 000 000 0 0000 00000 0 0000 0000 0 00 0000 00 000,qal,impf,KJ TB> B KRM R<K,,B KRM R<K,,,0,,,,,,,,B,,,,,,,
106323,BW>[,MT,Deuteronomy,23,26,TB>,KJ TB> B QMT R<K W QVPT MLJLT B JDK W XRMC L> TNJP <L QMT R<K,,qal,impf,KJ TB> B QMT R<K,,B QMT R<K,B QMH/ R<=/,,0,prep,,,det,subs,complex,,B,,,,,,,
1989989,BW>[,4Q38a,Deuteronomy,23,26,TB>,KJ TB> B QMT R<K W QVPT MLJLT B JDK W XRMC LW> TNJP <L QMT R<K,00 000 0 000 000 0 0000 00000 0 000 0 0000 000 0000 00 000 000,qal,impf,KJ TB> B QMT R<K,,B QMT R<K,,,0,,,,,,,,B,,,,,,,
1987536,BW>[,4Q36,Deuteronomy,23,26,TB>,KJ TB> B QMT R<K W QVPT MLJLT B JDK W XRMC L> TNJP <L QMT R<K,00 000 0 000 000 0 0000 00000 0 000 0 0000 00 0000 00 000 000,qal,impf,KJ TB> B QMT R<K,,B QMT R<K,,,0,,,,,,,,B,,,,,,,
1984419,BW>[,4Q33,Deuteronomy,23,26,TB>,KJ TB> B QMT R<K W QVPT MLJLT B JDK W XRMC L> TNJP,00 000 0 000 000 0 0000 00000 0 000 0 0000 00 0000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
106372,JY>[,MT,Deuteronomy,24,2,JY>H,W JY>H M BJTW W HLKH W HJTH L >JC >XR,,qal,perf,W JY>H M BJTW,,M BJTW,MN BJT/,,0,prep,,,det,subs,simple,,MN,,,,,,,
106376,HLK[,MT,Deuteronomy,24,2,HLKH,W JY>H M BJTW W HLKH W HJTH L >JC >XR,,qal,perf,W HLKH,,no complement,no complement,,,,,,,,,,,,,,,,,
1990040,JY>[,4Q38a,Deuteronomy,24,2,JY>H,W JY>H M BJTW W HLKH W HJTH L >JC >XR,0 0000 0 0000 0 0000 0 0000 0 000 000,qal,perf,W JY>H M BJTW,,M BJTW,,,0,,,,,,,,M,,,,,,,
1984435,HLK[,4Q33,Deuteronomy,24,2,HLKH,W HLKH W HJTH L >JC >XR,1 0 0000 0 0000 0 000 000,qal,perf,None,None,,,,,,,,,,,,,,,,,,,
1978369,HLK[,4Q28,Deuteronomy,24,2,HLKH,W HLKH W HJTH L >JC >XR,0 0000 0 0000 0 000 000,qal,perf,None,None,,,,,,,,,,,,,,,,,,,
106421,CWB[,MT,Deuteronomy,24,4,CWB,L> JWKL B<LH H R>CWN >CR CLXH L CWB L QXTH L HJWT LW L >CH >XRJ >CR HVM>H KJ TW<BH HW> L PNJ JHWH W L> TXVJ> >T H >RY >CR JHWH >LHJK NTN LK NXLH,,qal,infc,L CWB,,no complement,no complement,,,,,,,,,,,,,,,,,
106456,JY>[,MT,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,,qal,impf,L> JY> B YB>,,B YB>,B H YB>/,,0,prep,,,det,subs,simple,,B,,,,,,,
106462,<BR[,MT,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,,qal,impf,W L> J<BR <LJW L KL DBR,,<LJW,<L,,0,prep,,,det,,simple,,<L,,,,,,,
1984518,JY>[,4Q33,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 000 0000 0 0000 000 000 0 000 00 0000 000 000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
1984523,<BR[,4Q33,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 000 0000 0 0000 000 000 0 000 00 0000 000 000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
1978452,JY>[,4Q28,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 00 000 000 0000 0 0000 000 000 0 000 00 0000 000 000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
1978457,<BR[,4Q28,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 00 000 000 0000 0 0000 000 000 0 000 00 0000 000 000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
1892430,JY>[,1Q5,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 1,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
1892435,<BR[,1Q5,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 1,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
106553,JY>[,MT,Deuteronomy,24,9,Y>TKM,ZKWR >T >CR <FH JHWH >LHJK L MRJM B DRK B Y>TKM M MYRJM,,qal,infc,B Y>TKM M MYRJM,,M MYRJM,MN MYRJM/,,0,prep,topo,inanim,det,nmpr,simple,,MN,,,,,,,
106563,BW>[,MT,Deuteronomy,24,10,TB>,KJ TCH B R<K MC>T M>WMH L> TB> >L BJTW L <BV <BVW,,qal,impf,L> TB> >L BJTW,,>L BJTW,>L BJT/,,0,prep,,,det,subs,simple,,>L,,,,,,,
1892445,BW>[,1Q5,Deuteronomy,24,10,TB>,MC>T M>WMH L> TB> >L BJTW L <BV <BVW,0000 00000 00 000 00 0000 0 000 0000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
106580,JY>[,MT,Deuteronomy,24,11,JWYJ>,B XWY T<MD W H >JC >CR >TH NCH BW JWYJ> >LJK >T H <BWV H XWYH,,hif,impf,W H >JC JWYJ> >LJK >T H <BWV H XWYH,H >JC,>LJK,>L,,0,prep,,,det,,simple,,>L,,,,,,,
106580,JY>[,MT,Deuteronomy,24,11,JWYJ>,B XWY T<MD W H >JC >CR >TH NCH BW JWYJ> >LJK >T H <BWV H XWYH,,hif,impf,W H >JC JWYJ> >LJK >T H <BWV H XWYH,H >JC,H XWYH,H XWY/,,1,dir-he,,,det,subs,simple,,,,,,,,,
1892462,JY>[,1Q5,Deuteronomy,24,11,JWY>,B XWY T<MD W H >JC >CR >TH NCH BW JWY> >LJK >T H <BWV H XWYH,0 000 0000 0 0 000 000 000 000 00 0000 0000 00 0 0000 0 0000,hif,impf,None,None,,,,,,,,,,,,,,,,,,,
106596,CWB[,MT,Deuteronomy,24,13,HCB,HCB TCJB LW >T H <BWV K B> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,,hif,infa,HCB TCJB LW >T H <BWV,,LW,L,,0,prep,,,det,,simple,,L,,,,,,,
106597,CWB[,MT,Deuteronomy,24,13,TCJB,HCB TCJB LW >T H <BWV K B> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,,hif,impf,HCB TCJB LW >T H <BWV,,LW,L,,0,prep,,,det,,simple,,L,,,,,,,
106603,BW>[,MT,Deuteronomy,24,13,B>,HCB TCJB LW >T H <BWV K B> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,,qal,infc,K B> H CMC,H CMC,no complement,no complement,,,,,,,,,,,,,,,,,
1892480,CWB[,1Q5,Deuteronomy,24,13,HCB,HCB TCJB LW >T H <BV K BW> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,000 0000 00 00 0 000 0 000 0 000 0 000 0 00000 0 0000 0 00 0000 0000 0 000 0000 00000,hif,infa,None,None,,,,,,,,,,,,,,,,,,,
1892481,CWB[,1Q5,Deuteronomy,24,13,TCJB,HCB TCJB LW >T H <BV K BW> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,000 0000 00 00 0 000 0 000 0 000 0 000 0 00000 0 0000 0 00 0000 0000 0 000 0000 00000,hif,impf,None,None,,,,,,,,,,,,,,,,,,,
106642,BW>[,MT,Deuteronomy,24,15,TBW>,B JWMW TTN FKRW W L> TBW> <LJW H CMC KJ <NJ HW> W >LJW HW> NF> >T NPCW W L> JQR> <LJK >L JHWH W HJH BK XV>,,qal,impf,W L> TBW> <LJW H CMC,H CMC,<LJW,<L,,0,prep,,,det,,simple,,<L,,,,,,,
1892528,BW>[,1Q5,Deuteronomy,24,15,TBW>,B JWMW TTN FKRW W L> TBW> <LJW H CMC KJ <NJ HW> W >LJW HW> NF> >T NPCW W L> JQR> <LJK >L JHWH W HJH BK XV>,0 0000 000 0000 0 00 0000 0000 0 000 00 000 000 0 0000 000 000 00 0000 0 00 0000 0000 00 0000 0 000 00 000,qal,impf,W L> TBW> <LJW H CMC,H CMC,<LJW,,,0,,,,,,,,<LJW,,,,,,,
106726,CWB[,MT,Deuteronomy,24,19,TCWB,KJ TQYR QYJRK B FDK W CKXT <MR B FDH L> TCWB L QXTW L GR L JTWM W L >LMNH JHJH LM<N JBRKK JHWH >LHJK B KL M<FH JDJK,,qal,impf,L> TCWB,,no complement,no complement,,,,,,,,,,,,,,,,,
1985156,CWB[,4Q34,Deuteronomy,24,19,TCWB,KJ TQYR QYJRK B FDK W CKXT <MR B FDH L> TCWB L QXTW L GR L JTWM W L >LMNH JHJH LM<N JBRKK JHWH >LHJK B KL M<FH JDJK,00 0000 00000 0 000 0 0000 000 0 000 00 0000 0 0000 0 00 0 0000 0 0 00000 0000 0000 00000 0000 00000 0 00 0000 0000,qal,impf,None,None,,,,,,,,,,,,,,,,,,,
106807,NGC[,MT,Deuteronomy,25,1,NGCW,KJ JHJH RJB BJN >NCJM W NGCW >L H MCPV W CPVWM W HYDJQW >T H YDJQ W HRCJ<W >T H RC<,,nif,perf,W NGCW >L H MCPV,,>L H MCPV,>L H MCPV/,,0,prep,,,det,subs,simple,,>L,,,,,,,
1985226,NGC[,4Q34,Deuteronomy,25,1,NGCW,KJ JHJH RJB BJN >NCJM W NGCW >L H MCPV W CPVWM W HYDJQW >T H YDJQ W HRCJ<W >T H RC<,1 00 0000 000 000 00000 0 0000 00 0 0000 0 00000 0 000000 00 0 0000 0 000000 00 0 000,nif,perf,None,None,,,,,,,,,,,,,,,,,,,
106831,NPL[,MT,Deuteronomy,25,2,HPJLW,W HJH >M BN HKWT H RC< W HPJLW H CPV W HKHW L PNJW K DJ RC<TW B MSPR,,hif,perf,W HPJLW H CPV,H CPV,no complement,no complement,,,,,,,,,,,,,,,,,
106888,BW>[,MT,Deuteronomy,25,5,JB>,KJ JCBW >XJM JXDW W MT >XD MHM W BN >JN LW L> THJH >CT H MT H XWYH L >JC ZR JBMH JB> <LJH W LQXH LW L >CH W JBMH,,qal,impf,JBMH JB> <LJH,JBMH,<LJH,<L,,0,prep,,,det,,simple,,<L,,,,,,,
1984592,BW>[,4Q33,Deuteronomy,25,5,JB>,KJ JCBW >XJM JXDW W MT >XD MHM W BN >JN LW L> THJH >CT H MT H XWYH L >JC ZR JBMH JB> <LJH W LQXH LW L >CH W JBMH,00 0000 0000 0000 0 00 000 000 0 00 000 00 00 0000 000 0 00 0 0000 0 000 00 0000 000 0000 0 0000 00 0 000 0 0000,qal,impf,JBMH JB> <LJH,JBMH,<LJH,,,0,,,,,,,,<LJH,,,,,,,
106926,<LH[,MT,Deuteronomy,25,7,<LTH,W >M L> JXPY H >JC L QXT >T JBMTW W <LTH JBMTW H C<RH >L H ZQNJM W >MRH M>JN JBMJ L HQJM L >XJW CM B JFR>L L> >BH JBMJ,,qal,perf,W <LTH JBMTW H C<RH >L H ZQNJM,JBMTW,H C<RH,H C<R/,,1,dir-he,,,det,subs,simple,,,,,,,,,
106926,<LH[,MT,Deuteronomy,25,7,<LTH,W >M L> JXPY H >JC L QXT >T JBMTW W <LTH JBMTW H C<RH >L H ZQNJM W >MRH M>JN JBMJ L HQJM L >XJW CM B JFR>L L> >BH JBMJ,,qal,perf,W <LTH JBMTW H C<RH >L H ZQNJM,JBMTW,>L H ZQNJM,>L H ZQN/,,0,prep,,,det,,simple,,>L,,,,,,,
1984632,<LH[,4Q33,Deuteronomy,25,7,<LTH,W >M L> JXPY H >JC L QXT >T JBMTW W <LTH JBMTW H C<RH >L H ZQNJM W >MRH M>JN JBMJ L HQJM L >XJW CM B JFR>L L> >BH JBMJ,0 00 00 0000 0 000 0 000 00 00000 0 0000 00000 0 0000 00 0 00000 0 0000 0000 0000 0 0000 0 0000 00 0 00000 00 000 0000,qal,perf,W <LTH JBMTW H C<RH >L H ZQNJM,JBMTW,H C<RH,,,1,,,,,,,,>L,,,,,,,
1984632,<LH[,4Q33,Deuteronomy,25,7,<LTH,W >M L> JXPY H >JC L QXT >T JBMTW W <LTH JBMTW H C<RH >L H ZQNJM W >MRH M>JN JBMJ L HQJM L >XJW CM B JFR>L L> >BH JBMJ,0 00 00 0000 0 000 0 000 00 00000 0 0000 00000 0 0000 00 0 00000 0 0000 0000 0000 0 0000 0 0000 00 0 00000 00 000 0000,qal,perf,W <LTH JBMTW H C<RH >L H ZQNJM,JBMTW,>L H ZQNJM,,,0,,,,,,,,>L,,,,,,,
