verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition
1943428,BW>[,4Q11,Exodus,14,23,JB>W,W JRDPW MYRJM W JB>W >XRJHM KL SWS PR<H W RKBW W PRCJW >L TWK H JM,1 11111 11111 1 1111 111111 11 111 1000 0 0000 1 00000 00 001 1 11,qal,wayq,W JB>W >XRJHM KL SWS PR<H W RKBW W PRCJW >L TWK H JM,KL SWS PR<H W RKBW W PRCJW,>L TWK H JM,>L TWK/ H JM/,into the midst of the sea,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,reconstructed,[W JRDPW MYRJM W JB>W >XRJHM KL SWS P]R<H W RKBW [W] PRCJW >L TW[K H JM],
36742,SWR[,MT,Exodus,14,25,JSR,W JSR >T >PN MRKBTJW W JNHGHW B KBDT W J>MR MYRJM >NWSH M PNJ JFR>L KJ JHWH NLXM LHM B MYRJM,,hif,wayq,W JSR >T >PN MRKBTJW,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1955179,SWR[,4Q22,Exodus,14,25,JSR,W JSR >T >WPN MRKBTJW W JNHGHW B KBDT W J>MR MYRJM >NWSH M PNJ JFR>L KJ JHWH NLXM LHM B MYRJM,1 111 11 1000 0111111 1 111111 1 1111 1 1111 11111 10001 0 001 11111 11 1111 1111 111 1 11111,hif,wayq,W JSR >T >WPN MRKBTJW,,no complement,no complement,,,,,,,,,,,,,,,,,,[W JSR >T >]WPN M[RKBTJW W JNHGHW B KBDT W J>MR MYRJM >]NWS[H] M PN[J JFR>L KJ JHWH NLXM LHM B MYRJM],
36775,CWB[,MT,Exodus,14,26,JCBW,W J>MR JHWH >L MCH NVH >T JDK <L H JM W JCBW H MJM <L MYRJM <L RKBW W <L PRCJW,,qal,impf,W JCBW H MJM <L MYRJM <L RKBW W <L PRCJW,H MJM,<L MYRJM <L RKBW W <L PRCJW,<L MYRJM/ <L RKB/ W <L PRC/,"upon the Egyptians, upon their chariots and upon their horsemen",0,prep + prep + prep,group,anim,det,nmpr,complex,factive,goal,<L,<L,<L,,,,,,
1955213,CWB[,4Q22,Exodus,14,26,JCBW,W J>WMR JHWH >L MCH NVH >T JDK <L H JM W JCBW H MJM,0 11111 1111 11 111 111 11 111 11 1 11 1 1111 1 111,qal,impf,W JCBW H MJM,H MJM,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,W [J>WMR JHWH >L MCH NVH >T JDK <L H JM W JCBW H MJM],
1952112,CWB[,4Q18,Exodus,14,26,JCBW,W J>MR JHWH >L MCH NVH >T JDK <L H JM W JCBW H MJM <L MYRJM <L RKBW W <L PRCJW,1 1111 1111 11 111 111 11 111 11 1 11 1 1111 1 111 11 10000 11 1111 1 11 11111,qal,impf,W JCBW H MJM <L MYRJM <L RKBW W <L PRCJW,H MJM,<L MYRJM <L RKBW W <L PRCJW,<L MYRJM/ <L RKB/ W <L PRC/,"upon the Egyptians, upon their chariots and upon their horsemen",0,prep + prep + prep,group,anim,det,nmpr,complex,factive,goal,<L,<L,<L,,,,reconstructed,[W J>MR JHWH >L MCH NVH >T JDK <L H JM W JCBW H MJM <L M]YRJM [<L RKBW W <L PRCJW],
36794,CWB[,MT,Exodus,14,27,JCB,W JV MCH >T JDW <L H JM W JCB H JM L PNWT BQR L >JTNW W MYRJM NSJM L QR>TW W JN<R JHWH >T MYRJM B TWK H JM,,qal,wayq,W JCB H JM L >JTNW,H JM,L >JTNW,L >JTN/,to its steady flow,0,prep,other,inanim,det,subs,complex,factive,other,L,,,,,,,,
36798,PNH[,MT,Exodus,14,27,PNWT,W JV MCH >T JDW <L H JM W JCB H JM L PNWT BQR L >JTNW W MYRJM NSJM L QR>TW W JN<R JHWH >T MYRJM B TWK H JM,,qal,infc,L PNWT BQR,BQR,no complement,no complement,,,,,,,,,,,,,,,,,,,
36804,NWS[,MT,Exodus,14,27,NSJM,W JV MCH >T JDW <L H JM W JCB H JM L PNWT BQR L >JTNW W MYRJM NSJM L QR>TW W JN<R JHWH >T MYRJM B TWK H JM,,qal,ptca,W MYRJM NSJM,MYRJM,no complement,no complement,,,,,,,,,,,,,,,,,,,
1952132,CWB[,4Q18,Exodus,14,27,JCB,W JV MCH >T JDW <L H JM W JCB H JM L PNWT BQR,1 11 111 11 111 11 1 11 1 111 1 11 1 1100 000,qal,wayq,W JCB H JM,H JM,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W JV MCH >T JDW <L H JM W JCB H JM L PN]WT BQR,
1952136,PNH[,4Q18,Exodus,14,27,PNWT,W JV MCH >T JDW <L H JM W JCB H JM L PNWT BQR,1 11 111 11 111 11 1 11 1 111 1 11 1 1100 000,qal,infc,L PNWT BQR,BQR,no complement,no complement,,,,,,,,,,,,,,,,,verb rec,[W JV MCH >T JDW <L H JM W JCB H JM L PN]WT BQR,
36817,CWB[,MT,Exodus,14,28,JCBW,W JCBW H MJM W JKSW >T H RKB W >T H PRCJM L KL XJL PR<H H B>JM >XRJHM B JM L> NC>R BHM <D >XD,,qal,wayq,W JCBW H MJM,H MJM,no complement,no complement,,,,,,,,,,,,,,,,,,,
36834,BW>[,MT,Exodus,14,28,B>JM,W JCBW H MJM W JKSW >T H RKB W >T H PRCJM L KL XJL PR<H H B>JM >XRJHM B JM L> NC>R BHM <D >XD,,qal,ptca,H B>JM >XRJHM B JM,,>XRJHM,>XR/,after/behind them,0,prep,person,anim,det,prsf,simple,factive,other,>XR/,,,,,,,,
36834,BW>[,MT,Exodus,14,28,B>JM,W JCBW H MJM W JKSW >T H RKB W >T H PRCJM L KL XJL PR<H H B>JM >XRJHM B JM L> NC>R BHM <D >XD,,qal,ptca,H B>JM >XRJHM B JM,,B JM,B H JM/,in / through the sea,0,prep,place,inanim,det,subs,simple,factive,goal,B,,,,,,,,
36847,HLK[,MT,Exodus,14,29,HLKW,W BNJ JFR>L HLKW B JBCH B TWK H JM W H MJM LHM XMH M JMJNM W M FM>LM,,qal,perf,W BNJ JFR>L HLKW B JBCH B TWK H JM,BNJ JFR>L,B JBCH,B H JBCH/,on the dry ground,0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,,,,
36978,VB<[,MT,Exodus,15,4,VB<W,MRKBT PR<H W XJLW JRH B JM W MBXR CLCJW VB<W B JM SWP,,pual,perf,W MBXR CLCJW VB<W B JM SWP,MBXR CLCJW,B JM SWP,B JM/ SWP/,in the Red Sea,0,prep,place,inanim,det,subs,complex,factive,location,B,,,,,,they were drowned in the Red Sea,,
36984,JRD[,MT,Exodus,15,5,JRDW,THMT JKSJMW JRDW B MYWLT KMW >BN,,qal,perf,JRDW B MYWLT KMW >BN,,B MYWLT,B MYWLH/,into depths,0,prep,place,inanim,det,subs,simple,vertical,location,B,,,,,,,,
37101,NPL[,MT,Exodus,15,16,TPL,TPL <LJHM >JMTH W PXD B GDL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,,qal,impf,TPL <LJHM >JMTH W PXD,>JMTH W PXD,<LJHM,<L,upon them,0,prep,group,anim,det,prsf,simple,vertical,goal,<L,,,,,,,,
37114,<BR[,MT,Exodus,15,16,J<BR,TPL <LJHM >JMTH W PXD B GDL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,,qal,impf,<D J<BR <MK,<MK,no complement,no complement,,,,,,,,,,,,,,,,,,,
37118,<BR[,MT,Exodus,15,16,J<BR,TPL <LJHM >JMTH W PXD B GDL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,,qal,impf,<D J<BR <M,<M,no complement,no complement,,,,,,,,,,,,,,,,,,,
1949982,NPL[,4Q14,Exodus,15,16,TPL,TPL <LJHM >JMH W PXD B GDWL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,000 11100 0000 0 000 0 0000 00001 1111 0 000 00 0000 000 0000 00 0000 00 10 0000,qal,impf,TPL <LJHM >JMH W PXD,>JMH W PXD,<LJHM,<L,upon them,0,prep,group,anim,det,prsf,simple,vertical,goal,<L,,,,,,reconstructed,TPL [<LJ]HM >JMH W PXD B GDWL ZRW<[K JDMW] K >BN <D J<BR <MK JHWH <D J<BR <M [Z]W QNJT,
1949994,<BR[,4Q14,Exodus,15,16,J<BR,TPL <LJHM >JMH W PXD B GDWL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,000 11100 0000 0 000 0 0000 00001 1111 0 000 00 0000 000 0000 00 0000 00 10 0000,qal,impf,<D J<BR <MK,<MK,no complement,no complement,,,,,,,,,,,,,,,,,,TPL [<LJ]HM >JMH W PXD B GDWL ZRW<[K JDMW] K >BN <D J<BR <MK JHWH <D J<BR <M [Z]W QNJT,
1949998,<BR[,4Q14,Exodus,15,16,J<BR,TPL <LJHM >JMH W PXD B GDWL ZRW<K JDMW K >BN <D J<BR <MK JHWH <D J<BR <M ZW QNJT,000 11100 0000 0 000 0 0000 00001 1111 0 000 00 0000 000 0000 00 0000 00 10 0000,qal,impf,<D J<BR <M,<M,no complement,no complement,,,,,,,,,,,,,,,,,,TPL [<LJ]HM >JMH W PXD B GDWL ZRW<[K JDMW] K >BN <D J<BR <MK JHWH <D J<BR <M [Z]W QNJT,
37122,BW>[,MT,Exodus,15,17,TB>MW,TB>MW W TV<MW B HR NXLTK MKWN L CBTK P<LT JHWH MQDC >DNJ KWNNW JDJK,,hif,impf,TB>MW,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1950003,BW>[,4Q14,Exodus,15,17,TBJ>M,TBJ>M W TV<M B HR NXLTK MKWN L CBTK P<LT JHWH MQDC JHWH KWNNW JDK,00000 0 0000 0 00 00001 1111 1 1111 1111 0000 0000 0000 00000 000,hif,impf,TBJ>M,,no complement,no complement,,,,,,,,,,,,,,,,,,TBJ>M W TV<M B HR NXLT[K MKWN L CBTK P<LT] JHWH MQDC JHWH KWNNW JDK,
37144,BW>[,MT,Exodus,15,19,B>,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,,qal,perf,KJ B> SWS PR<H B RKBW W B PRCJW B JM,SWS PR<H,B JM,B H JM/,in / through the sea,0,prep,place,inanim,det,subs,simple,factive,goal,B,,,,,,,,
37156,CWB[,MT,Exodus,15,19,JCB,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,,hif,wayq,W JCB JHWH <LHM >T MJ H JM,JHWH,<LHM,<L,upon them,0,prep,person,anim,det,prsf,simple,factive,goal,<L,,,,,,,,
37166,HLK[,MT,Exodus,15,19,HLKW,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,,qal,perf,W BNJ JFR>L HLKW B JBCH B TWK H JM,BNJ JFR>L,B JBCH,B H JBCH/,on the dry ground,0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,,"database B H JBCH/ adjunct, probably inconsistent with 14:29 (complement)",,
1950026,BW>[,4Q14,Exodus,15,19,B>,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,00 00 000 0111 1 0000 0 0 01111 1 11 1 111 1111 00000 00 00 0 00 0 000 00000 0000 0 0000 0 000 0 00,qal,perf,KJ B> SWS PR<H B RKBW W B PRCJW B JM,SWS PR<H,B JM,B H JM/,in / through the sea,0,prep,place,inanim,det,subs,simple,factive,goal,B,,,,,,,KJ B> SWS P[R<H B] RKBW W B P[RCJW B JM W JCB JHWH] <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,
1950037,CWB[,4Q14,Exodus,15,19,JCB,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,00 00 000 0111 1 0000 0 0 01111 1 11 1 111 1111 00000 00 00 0 00 0 000 00000 0000 0 0000 0 000 0 00,hif,wayq,W JCB JHWH <LJHM >T MJ H JM,JHWH ,<LJHM,<L,upon them,,prep,person,anim,det,prsf,simple,factive,goal,<L,,,,,,verb rec,KJ B> SWS P[R<H B] RKBW W B P[RCJW B JM W JCB JHWH] <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,
1950047,HLK[,4Q14,Exodus,15,19,HLKW,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,00 00 000 0111 1 0000 0 0 01111 1 11 1 111 1111 00000 00 00 0 00 0 000 00000 0000 0 0000 0 000 0 00,qal,perf,W BNJ JFR>L HLKW B JBCH B TWK H JM,BNJ JFR>L,B JBCH,B H JBCH/,on the dry ground,0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,,"database B H JBCH/ adjunct, probably inconsistent with 14:29 (complement)",KJ B> SWS P[R<H B] RKBW W B P[RCJW B JM W JCB JHWH] <LJHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,
37187,JY>[,MT,Exodus,15,20,TY>N,W TQX MRJM H NBJ>H >XWT >HRN >T H TP B JDH W TY>N KL H NCJM >XRJH B TPJM W B MXLT,,qal,wayq,W TY>N KL H NCJM >XRJH B TPJM W B MXLT,KL H NCJM,>XRJH,>XR/,after/behind her,0,prep,person,anim,det,prsf,simple,factive,other,>XR/,,,,,,,,
1950068,JY>[,4Q14,Exodus,15,20,TY>NH,W TQX MRJM H NBJ>H >XWT >HRN >T H TP B JDH W TY>NH KWL H NCJM >XRJH B TPJM W B MXLT,0 001 0000 1 11111 1111 1111 11 1 11 0 000 0 00000 000 0 0000 00000 0 0000 0 0 0000,qal,wayq,W TY>NH KWL H NCJM >XRJH B TPJM W B MXLT,KWL H NCJM,>XRJH,>XR/,after/behind her,0,prep,person,anim,det,prsf,simple,factive,other,>XR/,,,,,,,W TQ[X] MRJM [H NBJ>H >XWT >HRN >T H TP] B JDH W TY>NH KWL H NCJM >XRJH B TPJM W B MXLT,
37223,JY>[,MT,Exodus,15,22,JY>W,W JS< MCH >T JFR>L M JM SWP W JY>W >L MDBR CWR W JLKW CLCT JMJM B MDBR W L> MY>W MJM,,qal,wayq,W JY>W >L MDBR CWR,,>L MDBR CWR,>L MDBR/ CWR==/,into the wilderness of Shur,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
37228,HLK[,MT,Exodus,15,22,JLKW,W JS< MCH >T JFR>L M JM SWP W JY>W >L MDBR CWR W JLKW CLCT JMJM B MDBR W L> MY>W MJM,,qal,wayq,W JLKW CLCT JMJM B MDBR,,B MDBR,B H MDBR/,in the wilderness,0,prep,place,inanim,det,subs,simple,factive,location,B,,,,,,,,
37239,BW>[,MT,Exodus,15,23,JB>W,W JB>W MRTH W L> JKLW L CTT MJM M MRH KJ MRJM HM <L KN QR> CMH MRH,,qal,wayq,W JB>W MRTH,,MRTH,MRH=/,to Marah,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,,,,,,,,,
1955219,BW>[,4Q22,Exodus,15,23,JB>W,W JB>W MRTH W L> JKLW L CTT MJM M MRH KJ MRJM HM <L KN QR> CMH MRH,0 0000 0000 1 11 1111 1 111 111 1 111 11 1111 10 00 00 000 111 111,qal,wayq,W JB>W MRTH,,MRTH,MRH=/,to Marah,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,,,,,,,,W JB>W MRTH [W L> JKLW L CTT MJM M MRH KJ MRJM H]M <L KN QR> [CMH MRH],
37331,BW>[,MT,Exodus,15,27,JB>W,W JB>W >JLMH W CM CTJM <FRH <JNT MJM W CB<JM TMRJM W JXNW CM <L H MJM,,qal,wayq,W JB>W >JLMH,,>JLMH,>JLM=/,to Elim,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,,,,,,,,,
1955315,BW>[,4Q22,Exodus,15,27,JB>W,W JB>W >JLMH W CM CTJM <FRH <JNWT MJM W CB<JM TMRJM W JXNW CM <L H MJM,0 1111 11111 1 00 1000 0000 00000 111 1 11111 11111 1 1111 00 11 1 000,qal,wayq,W JB>W >JLMH,,>JLMH,>JLM=/,to Elim,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,,,,,,,reconstructed,W [JB>W >JLMH W] CM [C]TJM <FRH <JNWT [MJM W CB<JM TMRJM W JXNW] CM [<L H] MJM,
37353,BW>[,MT,Exodus,16,1,JB>W,W JS<W M >JLM W JB>W KL <DT BNJ JFR>L >L MDBR SJN >CR BJN >JLM W BJN SJNJ B XMCH <FR JWM L XDC H CNJ L Y>TM M >RY MYRJM,,qal,wayq,W JB>W KL <DT BNJ JFR>L >L MDBR SJN B XMCH <FR JWM L XDC H CNJ,KL <DT BNJ JFR>L,>L MDBR SJN,>L MDBR/ SJN/,into the wilderness of Sin,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
1955338,BW>[,4Q22,Exodus,16,1,JB>W,W JS<W M >JLJM W JB>W KL <DT BNJ JFR>L >L MDBR SJN >CR BJN >JLM,0 0000 0 11111 1 1111 11 111 111 10111 11 1000 000 001 111 1111,qal,wayq,W JB>W KL <DT BNJ JFR>L >L MDBR SJN,KL <DT BNJ JFR>L,>L MDBR SJN,>L MDBR/ SJN/,into the wilderness of Sin,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,reconstructed,W JS<W M [>JLJM W JB>W KL <DT BNJ J]F[R>L >L M]DBR SJN >C[R BJN >JLM],
37421,JY>[,MT,Exodus,16,3,HWY>TM,W J>MRW >LHM BNJ JFR>L MJ JTN MWTNW B JD JHWH B >RY MYRJM B CBTNW <L SJR H BFR B >KLNW LXM L FB< KJ HWY>TM >TNW >L H MDBR H ZH L HMJT >T KL H QHL H ZH B R<B,,hif,perf,KJ HWY>TM >TNW >L H MDBR H ZH,,>L H MDBR H ZH,>L H MDBR/ H ZH,into this wilderness,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
1943505,JY>[,4Q11,Exodus,16,3,HWY>TM,W J>MRW >LHM BNJ JFR>L MJ JTN MWTNW B JD JHWH B >RY MYRJM B CBTNW <L SJR H BFR B >KLNW LXM L FB< KJ HWY>TM >TNW >L H MDBR H ZH L HMJT >T KL H QHL H ZH B R<B,1 11111 1111 111 11111 11 000 00000 0 11 1111 1 111 11111 1 11111 11 111 1 111 1 11111 111 0 000 00 000111 1111 11 1 1111 1 11 1 1111 11 11 1 111 1 11 1 111,hif,perf,KJ HWY>TM >TNW >L H MDBR H ZH,,>L H MDBR H ZH,>L H MDBR/ H ZH,into this wilderness,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,reconstructed,[W J>MRW >LHM BNJ JFR>L MJ] JTN MWTNW B [JD JHWH B >RY MYRJM B CBTNW <L SJR H BFR B >KLNW LXM] L FB< KJ HWY[>TM >TNW >L H MDBR H ZH L HMJT >T KL H QHL H ZH B R<B],
37452,JY>[,MT,Exodus,16,4,JY>,W J>MR JHWH >L MCH HNNJ MMVJR LKM LXM MN H CMJM W JY> H <M W LQVW DBR JWM B JWMW LM<N >NSNW H JLK B TWRTJ >M L>,,qal,perf,W JY> H <M,H <M,no complement,no complement,,,,,,,,,,,,,,,,,,,
37464,HLK[,MT,Exodus,16,4,JLK,W J>MR JHWH >L MCH HNNJ MMVJR LKM LXM MN H CMJM W JY> H <M W LQVW DBR JWM B JWMW LM<N >NSNW H JLK B TWRTJ >M L>,,qal,impf,H JLK B TWRTJ,,B TWRTJ,B TWRH/,in my law / torah,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,,,
1955359,HLK[,4Q22,Exodus,16,4,JLK,W LQVW DBR JWM B JWMW LM<N >NSNW H JLK B TWRTJ >M L>,1 1111 111 111 1 1111 1111 00000 1 111 1 11111 11 11,qal,impf,H JLK B TWRTJ,,B TWRTJ,B TWRH/,in my law / torah,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,reconstructed,[W LQVW DBR JWM B JWMW LM<N] >NSNW [H JLK B TWRTJ >M L>],
1943548,HLK[,4Q11,Exodus,16,4,JLK,W J>MR JHWH >L MCH HNNJ MMVJR LKM LXM MN H CMJM W JY> H <M W LQVW DBR JWM B JWMW LM<N >NSNW H JLK B TWRTJ >M L>,1 1111 1110 00 000 0011 11111 111 111 11 1 1111 1 111 1 11 1 1111 111 000 0 0000 0000 11111 1 111 1 11111 11 11,qal,impf,H JLK B TWRTJ,,B TWRTJ,B TWRH/,in my law / torah,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,reconstructed,[W J>MR JHW]H >L MCH HN[NJ MMVJR LKM LXM MN H CMJM W JY> H <M W LQVW DBR] JWM B JWMW LM<N [>NSNW H JLK B TWRTJ >M L>],
37480,BW>[,MT,Exodus,16,5,JBJ>W,W HJH B JWM H CCJ W HKJNW >T >CR JBJ>W W HJH MCNH <L >CR JLQVW JWM JWM,,hif,impf,>T >CR JBJ>W,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1955375,BW>[,4Q22,Exodus,16,5,JBJ>W,W HJH B JWM H CCJ W HKJNW >T >CR JBJ>W W HJH MCNH <L >CR JLQVW JWM JWM,1 111 1 111 1 111 1 11111 00 111 11111 1 111 1111 11 111 11111 111 111,hif,impf,>T >CR JBJ>W,,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W HJH B JWM H CCJ W HKJNW] >T [>CR JBJ>W W HJH MCNH <L >CR JLQVW JWM JWM],
1943564,BW>[,4Q11,Exodus,16,5,JBJ>W,W HJH B JWM H CCJ W HKJNW >T >CR JBJ>W W HJH MCNH <L >CR JLQVW JWM JWM,1 111 1 111 1 111 1 11000 00 000 01111 1 111 1111 11 111 11111 111 111,hif,impf,>T >CR JBJ>W,,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W HJH B JWM H CCJ W HK]JNW >T >CR J[BJ>W W HJH MCNH <L >CR JLQVW JWM JWM],
37576,QRB[,MT,Exodus,16,9,QRBW,W J>MR MCH >L >HRN >MR >L KL <DT BNJ JFR>L QRBW L PNJ JHWH KJ CM< >T TLNTJKM,,qal,impv,QRBW L PNJ JHWH,,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0,prep,person,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,,
37595,PNH[,MT,Exodus,16,10,JPNW,W JHJ K DBR >HRN >L KL <DT BNJ JFR>L W JPNW >L H MDBR W HNH KBWD JHWH NR>H B <NN,,qal,wayq,W JPNW >L H MDBR,,>L H MDBR,>L H MDBR/,in the wilderness,0,prep,place,inanim,det,subs,simple,posture/not motion,goal,>L,,,,,,,,
37646,<LH[,MT,Exodus,16,13,T<L,W JHJ B <RB W T<L H FLW W TKS >T H MXNH W B BQR HJTH CKBT H VL SBJB L MXNH,,qal,wayq,W T<L H FLW,H FLW,no complement,no complement,,,,,,,,,,,,,,,,,,,
1943623,<LH[,4Q11,Exodus,16,13,T<L,W JHJ B <RB W T<L H FLW W TKS >T H MXNH W B BQR HJTH CKBT H VL SBJB L MXNH,1 111 1 111 1 111 1 111 1 111 11 1 1111 1 1 111 1111 1111 1 11 1110 0 0001,qal,wayq,W T<L H FLW,H FLW,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W JHJ B <RB W T<L H FLW W TKS >T H MXNH W B BQR HJTH CKBT H VL SBJ]B L MXN[H],
1890299,<LH[,1Q2,Exodus,16,13,T<L,W JHJ B <RB W T<L H FLW W TKS >T H MXNH W B BQR HJTH CKBT H VL SBJB L MXNH,1 111 1 111 1 111 1 111 1 111 11 0 0001 1 1 000 0000 1111 1 11 1111 1 1111,qal,wayq,W T<L H FLW,H FLW,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W JHJ B <RB W T<L H FLW W TKS >T] H MXN[H W B] BQR HJTH [CKBT H VL SBJB L MXNH],
37667,<LH[,MT,Exodus,16,14,T<L,W T<L CKBT H VL W HNH <L PNJ H MDBR DQ MXSPS DQ K KPR <L H >RY,,qal,wayq,W T<L CKBT H VL,CKBT H VL,no complement,no complement,,,,,,,,,,,,,,,,,,,
1943643,<LH[,4Q11,Exodus,16,14,T<L,W T<L CKBT H VL W HNH <L PNJ H MDBR DQ MXSPS DQ K KPR <L H >RY,1 111 1111 1 11 1 111 11 111 1 1111 11 11111 11 1 111 10 1 111,qal,wayq,W T<L CKBT H VL,H VL,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W T<L CKBT H VL W HNH <L PNJ H MDBR DQ MXSPS DQ K KPR <]L [H >RY],
1890319,<LH[,1Q2,Exodus,16,14,T<L,W T<L CKBT H VL W HNH <L PNJ H MDBR DQ K XSPS DQ K KPR <L H >RY,1 111 1111 1 11 0 000 00 100 0 0000 00 0 0000 11 1 111 11 1 111,qal,wayq,W T<L CKBT H VL,H VL,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W T<L CKBT H VL] W HNH <L [P]NJ H MDBR DQ K XSPS [DQ K KPR <L H >RY],
37837,BW>[,MT,Exodus,16,22,JB>W,W JHJ B JWM H CCJ LQVW LXM MCNH CNJ H <MR L >XD W JB>W KL NFJ>J H <DH W JGJDW L MCH,,qal,wayq,W JB>W KL NFJ>J H <DH,KL NFJ>J H <DH,no complement,no complement,,,,,,,,,,,,,,,,,,,
37873,NWX[,MT,Exodus,16,23,HNJXW,W J>MR >LHM HW> >CR DBR JHWH CBTWN CBT QDC L JHWH MXR >T >CR T>PW >PW W >T >CR TBCLW BCLW W >T KL H <DP HNJXW LKM L MCMRT <D H BQR,,hif,impv,W >T KL H <DP HNJXW LKM L MCMRT <D H BQR,,LKM,L,to you,0,prep,person,anim,det,prsf,simple,posture/not motion,recipient,L,,,,,,,,
1943747,NWX[,4Q11,Exodus,16,23,HNJXW,W J>MR >LJHM HW> >CR DBR JHWH CBTWN CBT QDC L JHWH MXR >T >CR T>PW >PW W >T >CR TBCLW BCLW W >T KL H <DP HNJXW LKM L MCMRT <D H BQR,1 1000 00111 111 111 111 1111 11111 111 111 1 1111 111 10 000 0011 111 1 11 111 11111 1111 1 11 11 1 111 11111 110 0 00000 11 1 111,hif,impv,KL H <DP HNJXW LKM L MCMRT <D H BQR,,LKM,L,to you,0,prep,person,anim,det,prsf,simple,posture/not motion,recipient,L,,,,,,reconstructed,[W J]>MR >L[JHM HW> >CR DBR JHWH CBTWN CBT QDC L JHWH MXR >]T >CR T>[PW >PW W >T >CR TBCLW BCLW W >T KL H <DP HNJXW LK]M L MCMRT [<D H BQR],
37881,NWX[,MT,Exodus,16,24,JNJXW,W JNJXW >TW <D H BQR K >CR YWH MCH W L> HB>JC W RMH L> HJTH BW,,hif,wayq,W JNJXW >TW <D H BQR,,no complement,no complement,,,,,,,,,,,,,,,,,,,
37937,JY>[,MT,Exodus,16,27,JY>W,W JHJ B JWM H CBJ<J JY>W MN H <M L LQV W L> MY>W,,qal,perf,B JWM H CBJ<J JY>W MN H <M,MN H <M,no complement,no complement,,,,,,,,,,,,,,,,,,,
