"verb_id","lex","scroll","book_canonical","text_unit","chapter","verse_num","gcons_verb","gcons_verse","sign_info","stem","tense","gcons_clause","subject","complement","cmpl_lex","cmpl_translation","dir_he","cmpl_constr","cmpl_nt","cmpl_anim","cmpl_det","cmpl_indiv","cmpl_complex","motion_type","spatial_arg_type","preposition_1","preposition_2","preposition_3","preposition_4","preposition_5","preposition_6","comments","reconstructed_verse","study_edition","verse_genre","verse_language","era_style","book_scroll","cmpl_syntax"
1907101,"JY>[","1Qisaa","Isaiah","1_Isaiah",36,3,"JY>","W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR","0 000 0000 000000 00 00000 000 00 0 000 0 00000 0 0000 0 0000 00 000 0 00000","qal","wayy","W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR",">LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR",">LJW",">L","to him / it",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JY> >LJW >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
223867,"BW>[","MT","Isaiah","1_Isaiah",36,6,"B>","HNH BVXT <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<H MLK MYRJM L KL H BVXJM <LJW",NA,"qal","perf","W B> B KPW",NA,"B KPW","B KP/","in his hand",0,"prep","body part","inanim","det","subs","complex","factive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907184,"BW>[","1Qisaa","Isaiah","1_Isaiah",36,6,"B>","HNH BVXTH <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<WH MLK MYRJM L KWL H BWVXJM <LJW","000 00000 00 00000 0 000 0 0000 0 00 00 00000 000 0000 000 0000 0 00 0 000 0 0000 00 00000 000 00000 0 000 0 000000 0000","qal","perf","W B> B KPW",NA,"B KPW","B KP/","in his hand",0,"prep","body part","inanim","det","subs","complex","factive","goal","B",NA,NA,NA,NA,NA,NA,"HNH BVXTH <L MC<NT H QNH H RYWY H ZH <L MYRJM >CR JSMK >JC <LJW W B> B KPW W NQBH KN PR<WH MLK MYRJM L KWL H BWVXJM <LJW",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
223962,"<LH[","MT","Isaiah","1_Isaiah",36,10,"<LJTJ","W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH",NA,"qal","perf","H M BL<DJ JHWH <LJTJ <L H >RY H Z>T",NA,"<L H >RY H Z>T","<L H >RY/ H Z>T","to/against this land",0,"prep","place","inanim","det","subs","complex","factive","goal","<L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
223973,"<LH[","MT","Isaiah","1_Isaiah",36,10,"<LH","W <TH H M BL<DJ JHWH <LJTJ <L H >RY H Z>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H Z>T W HCXJTH",NA,"qal","impv","<LH >L H >RY H Z>T",NA,">L H >RY H Z>T",">L H >RY/ H Z>T","to this land",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907286,"<LH[","1Qisaa","Isaiah","1_Isaiah",36,10,"<LJTJ","W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH","0 000 0 0 00000 0000 00000 00 0 000 0 0000 0 000000 0000 000 000 000 00 0 000 0 000 0 000000","qal","perf","H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T",NA,"<L H >RY H ZW>T","<L H >RY/ H Z>T","to/against this land",0,"prep","place","inanim","det","subs","complex","factive","goal","<L",NA,NA,NA,NA,NA,NA,"W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
1907297,"<LH[","1Qisaa","Isaiah","1_Isaiah",36,10,"<LH","W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH","0 000 0 0 00000 0000 00000 00 0 000 0 0000 0 000000 0000 000 000 000 00 0 000 0 000 0 000000","qal","impv","<LH >L H >RY H ZWT",NA,">L H >RY H ZWT",">L H >RY/ H Z>T","against this land",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W <TH H M BL<DJ JHWH <LJTJ <L H >RY H ZW>T L HCXJTH JHWH >MR >LJ <LH >L H >RY H ZWT L HCXJTH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224119,"JY>[","MT","Isaiah","1_Isaiah",36,16,"Y>W",">L TCM<W >L XZQJHW KJ KH >MR H MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KLW >JC GPNW W >JC T>NTW W CTW >JC MJ BWRW",NA,"qal","impv","W Y>W >LJ",NA,">LJ",">L","to me",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907455,"JY>[","1Qisaa","Isaiah","1_Isaiah",36,16,"Y>W",">L TCM<W >L XWZQJH KJ> KWH >MR MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KWLW >JC >T GPNW W >JC >T TNTW W CTW >JC MJ BWRW","00 00000 00 000000 000 000 000 000 0000 000 000 0000 0 000 000 0 00000 000 00 0000 0 000 00 0000 0 000 000 00 0000","qal","impv","W Y>W >LJ",NA,">LJ",">L","to me",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,">L TCM<W >L XWZQJH KJ> KWH >MR MLK >CWR <FW >TJ BRKH W Y>W >LJ W >KWLW >JC >T GPNW W >JC >T TNTW W CTW >JC MJ BWRW",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224223,"BW>[","MT","Isaiah","1_Isaiah",36,22,"JB>","W JB> >LJQJM BN XLQJHW >CR <L H BJT W CBN> H SWPR W JW>X BN >SP H MZKJR >L XZQJHW QRW<J BGDJM W JGJDW LW >T DBRJ RB CQH",NA,"qal","wayq","W JB> >LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR >L XZQJHW QRW<J BGDJM",">LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR",">L XZQJHW",">L XZQJHW/","To Hezekiah",0,"prep","person","anim","det","nmpr","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907568,"BW>[","1Qisaa","Isaiah","1_Isaiah",36,22,"JBW>","W JBW> >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM W JGJDW LW> >T DBRJ RB CQH","0 0000 000000 00 00000 000 00 0 000 0 00000 0 0000 0 0000 00 000 0 00000 00 000000 00000 00000 0 00000 000 00 0000 00 000","qal","wayy","W JBW> >LJQJM BN XLQJH W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM",">LJQJM BN XLQJH W CWBN> H SWPR W JW>X BN >SP H MZKJR",">L XWZQJH",">L XZQJHW/","to Hezekiah",0,"prep","person","anim","det","nmpr","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JBW> >LJQJM BN XLQJH >CR <L H BJT W CWBN> H SWPR W JW>X BN >SP H MZKJR >L XWZQJH QRW<J BGDJM W JGJDW LW> >T DBRJ RB CQH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224268,"BW>[","MT","Isaiah","1_Isaiah",37,1,"JB>","W JHJ K CM< H MLK XZQJHW W JQR< >T BGDJW W JTKS B FQ W JB> BJT JHWH",NA,"qal","wayq","W JB> BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","non-prepositional"
1907614,"BW>[","1Qisaa","Isaiah","1_Isaiah",37,1,"JBW>","W JHJ K CMW< XWZQJH H MLK W JQR< >T BGDJW W JTKS B FQ W JBW> BJT JHWH","0 000 0 0000 000000 0 000 0 0000 00 00000 0 0000 0 00 0 0000 000 0000","qal","wayy","W JBW> BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"W JHJ K CMW< XWZQJH H MLK W JQR< >T BGDJW W JTKS B FQ W JBW> BJT JHWH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
224359,"BW>[","MT","Isaiah","1_Isaiah",37,5,"JB>W","W JB>W <BDJ H MLK XZQJHW >L JC<JHW",NA,"qal","wayq","W JB>W <BDJ H MLK XZQJHW >L JC<JHW","<BDJ H MLK XZQJHW",">L JC<JHW",">L JC<JHW/","to Isaiah",0,"prep","person","anim","det","nmpr","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907714,"BW>[","1Qisaa","Isaiah","1_Isaiah",37,5,"JBW>W","W JBW>W <BDJ H MLK JXWZQJH >L JC<JH","0 00000 0000 0 000 0000000 00 00000","qal","wayy","W JBW>W <BDJ H MLK JXWZQJH >L JC<JH","<BDJ H MLK JXWZQJH",">L JC<JH",">L JC<JHW/","to Isaiah",0,"prep","person","anim","det","nmpr","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JBW>W <BDJ H MLK JXWZQJH >L JC<JH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224399,"CWB[","MT","Isaiah","1_Isaiah",37,7,"CB","HNNJ NWTN BW RWX W CM< CMW<H W CB >L >RYW W HPLTJW B XRB B >RYW",NA,"qal","perf","W CB >L >RYW",NA,">L >RYW",">L >RY/","to his land",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1907758,"CWB[","1Qisaa","Isaiah","1_Isaiah",37,7,"CB","HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW","0000 0000 000 000 0 000 00000 0 00 0 0000 0 000000 0 000 0 0000","qal","perf","W CB L >RYW",NA,"L >RYW","L >RY/","to his land",0,"prep","place","inanim","det","subs","complex","factive","goal","L",NA,NA,NA,NA,NA,NA,"HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224537,"<LH[","MT","Isaiah","1_Isaiah",37,14,"J<L","W JQX XZQJHW >T H SPRJM M JD H ML>KJM W JQR>HW W J<L BJT JHWH W JPRFHW XZQJHW L PNJ JHWH",NA,"qal","wayq","W J<L BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","non-prepositional"
1907908,"<LH[","1Qisaa","Isaiah","1_Isaiah",37,14,"J<LH","W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH","0 000 000000 00 0 00000 0 00 0 000000 0 00000 0 0000 000 0000 0 000000 000000 0 000 0000","qal","wayy","W J<LH BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"W JQX XWZQJH >T H SPRJM M JD H ML>KJM W JQR>M W J<LH BJT JHWH W JPRWFH XWZQJH L PNJ JHWH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
224721,"<LH[","MT","Isaiah","1_Isaiah",37,24,"<LJTJ","B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW",NA,"qal","perf","B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN",">NJ","MRWM HRJM JRKTJ LBNWN","MRWM/ HR/ JRKH/ LBNWN/","to the heights of the mountains, to the remote parts of Lebanon",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
224733,"BW>[","MT","Isaiah","1_Isaiah",37,24,">BW>","B JD <BDJK XRPT >DNJ W T>MR B RB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRT QWMT >RZJW MBXR BRCJW W >BW> MRWM QYW J<R KRMLW",NA,"qal","impf","W >BW> MRWM QYW J<R KRMLW",NA,"MRWM QYW J<R KRMLW","MRWM/ QY/ J<R/ KRML/","to its remotest heights, its garden-like forest",0,"vc","toponym","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","non-prepositional"
1908099,"<LH[","1Qisaa","Isaiah","1_Isaiah",37,24,"<LJTJ","B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW","0 00 000000 00000 00000 0 0000 0 000 0000 000 00000 0000 0000 00000 00000 0 000000 0000 00000 0000 000000 0 0000 0000 000 000 000000","qal","perf","B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN",">NJ","MRWM HRJM JRKTJ LBNWN","MRWM/ HR/ JRKH/ LBNWN/","to the heights of the mountains, to the remote parts of Lebanon",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
1908111,"BW>[","1Qisaa","Isaiah","1_Isaiah",37,24,">BW>","B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW","0 00 000000 00000 00000 0 0000 0 000 0000 000 00000 0000 0000 00000 00000 0 000000 0000 00000 0000 000000 0 0000 0000 000 000 000000","qal","impf","W >BW> MRWM QYW J<R KRMLJW",NA,"MRWM QYW J<R KRMLJW","MRWM/ QY/ J<R/ KRML/","to its remotest heights, its garden-like forest",0,"vc","toponym","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"B JD <BDJKH XRPTH >DWNJ W TWMR B RWB RKBJ >NJ <LJTJ MRWM HRJM JRKTJ LBNWN W >KRWTH QWMT >RZJW MBXR BRWCJW W >BW> MRWM QYW J<R KRMLJW",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
224810,"<LH[","MT","Isaiah","1_Isaiah",37,29,"<LH","J<N HTRGZK >LJ W C>NNK <LH B >ZNJ W FMTJ XXJ B >PK W MTGJ B FPTJK W HCJBTJK B DRK >CR B>T BH",NA,"qal","perf","W C>NNK <LH B >ZNJ","C>NNK","B >ZNJ","B >ZN/","in my two ears",0,"prep","body part","inanim","det","subs","complex","fictive","goal","B",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1908190,"<LH[","1Qisaa","Isaiah","1_Isaiah",37,29,"<LH","W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH","0 000000 000 0 00000 0 0000 000 0 0000 0 0000 0 00000000 0 000000000 0 000 000 000 00","qal","perf","W C>NNKH <LH B >WZNJ","C>NNKH","B >WZNJ","B >ZN/","in my two ears",0,"prep","body part","inanim","det","subs","complex","fictive","goal","B",NA,NA,NA,NA,NA,NA,"W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224899,"BW>[","MT","Isaiah","1_Isaiah",37,33,"JBW>","LKN KH >MR JHWH >L MLK >CWR L> JBW> >L H <JR H Z>T W L> JWRH CM XY W L> JQDMNH MGN W L> JCPK <LJH SLLH",NA,"qal","impf","L> JBW> >L H <JR H Z>T",NA,">L H <JR H Z>T",">L H <JR/ H Z>T","into this city",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1908280,"BW>[","1Qisaa","Isaiah","1_Isaiah",37,33,"JBW>","L KN KWH >MR JHWH >L MLK >CWR LW> JBW> >L H <JR H Z>WT W LW> JCPWK <LJH> SWLLH W LW> JR> CM XY W LW> JQDMNH MGN","0 00 000 000 0000 00 000 0000 000 0000 00 0 000 0 0000 0 000 00000 00000 00000 0 000 000 00 00 0 000 000000 000","qal","impf","LW> JBW> >L H <JR H Z>WT",NA,">L H <JR H Z>WT",">L H <JR/ H Z>T","into this city",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"L KN KWH >MR JHWH >L MLK >CWR LW> JBW> >L H <JR H Z>WT W LW> JCPWK <LJH> SWLLH W LW> JR> CM XY W LW> JQDMNH MGN",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
224933,"BW>[","MT","Isaiah","1_Isaiah",37,34,"JBW>","B DRK >CR B> BH JCWB W >L H <JR H Z>T L> JBW> N>M JHWH",NA,"qal","impf","W >L H <JR H Z>T L> JBW>",NA,">L H <JR H Z>T",">L H <JR/ H Z>T","into this city",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prophetic","Hebrew","CBH","Isaiah_MT","prepositional"
1908314,"BW>[","1Qisaa","Isaiah","1_Isaiah",37,34,"JBW>","B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH","0 000 000 00 000 0000 0 00 0 000 0 0000 000 0000 00000 0000","qal","impf","W >L H <JR H ZW>T LW> JBW>",NA,">L H <JR H ZW>T",">L H <JR/ H Z>T","into this city",0,"prep","place","inanim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH",NA,"prophetic","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
225024,"BW>[","MT","Isaiah","1_Isaiah",38,1,"JBW>","B JMJM H HM XLH XZQJHW L MWT W JBW> >LJW JC<JHW BN >MWY H NBJ> W J>MR >LJW KH >MR JHWH YW L BJTK KJ MT >TH W L> TXJH",NA,"qal","wayq","W JBW> >LJW JC<JHW BN >MWY H NBJ>","JC<JHW BN >MWY H NBJ>",">LJW",">L","to him / it",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1908409,"BW>[","1Qisaa","Isaiah","1_Isaiah",38,1,"JBW>","B JMJM H HMH XLH JXWZQJH L MWT W JBW> >LJW JC<JH BN >MWY H NBJ> W JW>MR >LJW KWH >MR JHWH YWJ L BJTKH KJ> MJT >TH W LW> TXJH","0 0000 0 000 000 0000000 0 000 0 0000 0000 00000 00 0000 0 0000 0 00000 0000 000 000 0000 000 0 00000 000 000 000 0 000 0000","qal","wayy","W JBW> >LJW JC<JH BN >MWY H NBJ>","JC<JH BN >MWY H NBJ>",">LJW",">L","to him / it",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"B JMJM H HMH XLH JXWZQJH L MWT W JBW> >LJW JC<JH BN >MWY H NBJ> W JW>MR >LJW KWH >MR JHWH YWJ L BJTKH KJ> MJT >TH W LW> TXJH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
225377,"<LH[","MT","Isaiah","1_Isaiah",38,22,"><LH","W J>MR XZQJHW MH >WT KJ ><LH BJT JHWH",NA,"qal","impf","KJ ><LH BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","non-prepositional"
1908805,"<LH[","1Qisaa","Isaiah","1_Isaiah",38,22,"><LH","W J>MR XZQJH MH >WT KJ ><LH BJT JHWH","0 0000 00000 00 000 00 0000 000 0000","qal","impf","KJ ><LH BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"W J>MR XZQJH MH >WT KJ ><LH BJT JHWH",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","non-prepositional"
1921694,"<LH[","1Q8","Isaiah","1_Isaiah",38,22,"><LH","W J>MR XZQJHW MH >WT KJ ><LH BJT JHWH","0 0000 000000 00 111 00 0000 000 0000","qal","impf","KJ ><LH BJT JHWH",NA,"BJT JHWH","BJT/ JHWH/","to the house of YHWH",0,"vc","place","inanim","det","subs","complex","factive","goal",NA,NA,NA,NA,NA,NA,NA,"W J>MR XZQJHW MH [>WT] KJ ><LH BJT JHWH",NA,"prose","Hebrew","CBH","Isaiah_1Q8","non-prepositional"
225454,"BW>[","MT","Isaiah","1_Isaiah",39,3,"JB>","W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL",NA,"qal","wayq","W JB> JC<JHW H NBJ> >L H MLK XZQJHW","JC<JHW H NBJ>",">L H MLK XZQJHW",">L H MLK/ XZQJHW/","to king Hezekiah",0,"prep","person","anim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
225474,"BW>[","MT","Isaiah","1_Isaiah",39,3,"JB>W","W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL",NA,"qal","impf","W M >JN JB>W >LJK",NA,">LJK",">L","to you",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
225482,"BW>[","MT","Isaiah","1_Isaiah",39,3,"B>W","W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL",NA,"qal","perf","M >RY RXWQH B>W >LJ M BBL",NA,">LJ",">L","to me",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,NA,NA,"prose","Hebrew","CBH","Isaiah_MT","prepositional"
1908886,"BW>[","1Qisaa","Isaiah","1_Isaiah",39,3,"JBW>","W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL","0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000","qal","wayy","W JBW> JC<JH H NBJ> >L H MLK JXWZQJH","JC<JH H NBJ>",">L H MLK JXWZQJH",">L H MLK/ XZQJHW/","to king Hezekiah",0,"prep","person","anim","det","subs","complex","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
1908906,"BW>[","1Qisaa","Isaiah","1_Isaiah",39,3,"JBW>W","W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL","0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000","qal","impf","W M >JN JBW>W >LJKH",NA,">LJKH",">L","to you",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
1908914,"BW>[","1Qisaa","Isaiah","1_Isaiah",39,3,"B>W","W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL","0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000","qal","perf","M >RY RXWQH B>W >LJ M BBL",NA,">LJ",">L","to me",0,"prep","person","anim","det","prsf","simple","factive","goal",">L",NA,NA,NA,NA,NA,NA,"W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL",NA,"prose","Hebrew","CBH","Isaiah_1Qisaa","prepositional"
