chapter,verse_num,verse
18,18,"φθορᾷ καταφθαρήσῃ ἀνυπομονήτῳ καὶ σὺ καὶ πᾶς ὁ λαὸς οὗτος, ὅς ἐστι μετὰ σοῦ · βαρύ σοι τὸ ρῆμα τοῦτο, οὐ δυνήσῃ ποιεῖν σὺ μόνος. E"
18,19,"νῦν οὖν ἄκουσόν μου καὶ συμβουλεύσω σοι, καὶ ἔσται ὁ Θεὸς μετὰ σοῦ. γίνου σὺ τῷ λαῷ τὰ πρὸς τὸν Θεὸν καὶ ἀνοίσεις τοὺς λόγους αὐτῶν πρὸς τὸν Θεόν,"
18,20,"καὶ διαμαρτύρῃ αὐτοῖς τὰ προστάγματα τοῦ Θεοῦ καὶ τὸν νόμον αὐτοῦ καὶ σημανεῖς αὐτοῖς τὰς ὁδούς, ἐν αἷς πορεύσονται ἐν αὐταῖς, καὶ τὰ ἔργα ἃ ποιήσουσι."
18,21,"καὶ σὺ σεαυτῷ σκέψαι ἀπὸ παντὸς τοῦ λαοῦ ἄνδρας δυνατούς, θεοσεβεῖς, ἄνδρας δικαίους, μισοῦντας ὑπερηφανίαν, καὶ καταστήσεις ἐπ’ αὐτὸν χιλιάρχους καὶ ἑκατοντάρχους καὶ πεντηκοντάρχους καὶ δεκαδάρχους,"
18,22,"καὶ κρινοῦσι τὸν λαὸν πᾶσαν ὥραν · τὸ δὲ ρῆμα τὸ ὑπέρογκον ἀνοίσουσιν ἐπὶ σέ, τὰ δὲ βραχέα τῶν κριμάτων κρινοῦσιν αὐτοὶ καὶ κουφιοῦσιν ἀπὸ σοῦ καὶ συναντιλήψονταί σοι."
18,23,"ἐὰν τὸ ρῆμα τοῦτο ποιήσῃς, κατισχύσει σε ὁ Θεός, καὶ δυνήσῃ παραστῆναι, καὶ πᾶς ὁ λαὸς οὗτος εἰς τὸν ἑαυτοῦ τόπον μετ’ εἰρήνης ἥξει."
18,24,ἤκουσε δὲ Μωυσῆς τῆς φωνῆς τοῦ γαμβροῦ καὶ ἐποίησεν ὅσα εἶπεν αὐτῷ.
18,25,καὶ ἐπέλεξε Μωυσῆς ἄνδρας δυνατοὺς ἀπὸ παντὸς Ἰσραὴλ καὶ ἐποίησεν αὐτοὺς ἐπ’ αὐτῶν χιλιάρχους καὶ ἑκατοντάρχους καὶ πεντηκοντάρχους καὶ δεκαδάρχους.
18,26,"καὶ ἐκρίνοσαν τὸν λαὸν πᾶσαν ὥραν · πᾶν δὲ ρῆμα ὑπέρογκον ἀνεφέροσαν ἐπὶ Μωυσῆν, πᾶν δὲ ρῆμα ἐλαφρὸν ἐκρίνοσαν αὐτοί."
18,27,"ἐξαπέστειλε δὲ Μωυσῆς τὸν ἑαυτοῦ γαμβρόν, καὶ ἀπῆλθεν εἰς τὴν γῆν αὐτοῦ."
19,1,τοῦ δὲ μηνὸς τοῦ τρίτου τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐκ γῆς Αἰγύπτου τῇ ἡμέρᾳ ταύτῃ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά.
19,2,"καὶ ἀπῇραν ἐκ Ραφιδεὶν καὶ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά, καὶ παρενέβαλεν ἐκεῖ Ἰσραὴλ κατέναντι τοῦ ὄρους."
19,3,καὶ Μωυσῆς ἀνέβη εἰς τὸ ὄρος τοῦ Θεοῦ · καὶ ἐκάλεσεν αὐτὸν ὁ Θεός ἐκ τοῦ ὄρους λέγων · τάδε ἐρεῖς τῷ οἴκῳ Ἰακὼβ καὶ ἀναγγελεῖς τοῖς υἱοῖς Ἰσραήλ ·
19,4,"αὐτοὶ ἑωράκατε ὅσα πεποίηκα τοῖς Αἰγυπτίοις, καὶ ἀνέλαβον ὑμᾶς ὡσεὶ ἐπὶ πτερύγων ἀετῶν καὶ προσηγαγόμην ὑμᾶς πρὸς ἐμαυτόν."
19,5,"καὶ νῦν ἐὰν ἀκοῇ ἀκούσητε τῆς ἐμῆς φωνῆς καὶ φυλάξητε τὴν διαθήκην μου, ἔσεσθέ μοι λαὸς περιούσιος ἀπό πάντων τῶν ἐθνῶν · ἐμὴ γάρ ἐστι πᾶσα ἡ γῆ ·"
19,6,ὑμεῖς δὲ ἔσεσθέ μοι βασίλειον ἱεράτευμα καὶ ἔθνος ἅγιον. ταῦτα τὰ ρήματα ἐρεῖς τοῖς υἱοῖς Ἰσραήλ.
19,7,"ἦλθε δὲ Μωυσῆς καὶ ἐκάλεσε τοὺς πρεσβυτέρους τοῦ λαοῦ καὶ παρέθηκεν αὐτοῖς πάντας τοὺς λόγους τούτους, οὓς συνέταξεν αὐτῷ ὁ Θεός."
19,8,"ἀπεκρίθη δὲ πᾶς ὁ λαὸς ὁμοθυμαδὸν καὶ εἶπαν · πάντα, ὅσα εἶπεν ὁ Θεός, ποιήσομεν καὶ ἀκουσόμεθα. ἀνήνεγκε δὲ Μωυσῆς τοὺς λόγους τούτους πρὸς τὸν Θεόν."
19,9,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ἰδοὺ ἐγὼ παραγίνομαι πρὸς σὲ ἐν στύλῳ νεφέλης, ἵνα ἀκούσῃ ὁ λαὸς λαλοῦντός μου πρὸς σὲ καὶ σοὶ πιστεύσωσιν εἰς τὸν αἰῶνα. ἀνήγγειλε δὲ Μωυσῆς τὰ ρήματα τοῦ λαοῦ πρὸς Κύριον."
19,10,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · καταβὰς διαμάρτυραι τῷ λαῷ καὶ ἅγνισον αὐτοὺς σήμερον καὶ αὔριον, καὶ πλυνάτωσαν τὰ ἱμάτια ·"
19,11,καὶ ἔστωσαν ἕτοιμοι εἰς τὴν ἡμέραν τὴν τρίτην · τῇ γὰρ ἡμέρᾳ τῇ τρίτῃ καταβήσεται Κύριος ἐπὶ τὸ ὄρος τὸ Σινὰ ἐναντίον παντὸς τοῦ λαοῦ.
19,12,καὶ ἀφοριεῖς τὸν λαὸν κύκλῳ λέγων · προσέχετε ἑαυτοῖς τοῦ ἀναβῆναι εἰς τὸ ὄρος καὶ θίγειν τι αὐτοῦ · πᾶς ὁ ἁψάμενος τοῦ ὄρους θανάτῳ τελευτήσει.
19,13,"οὐχ ἅψετε αὐτοῦ χείρ · ἐν γὰρ λίθοις λιθοβοληθήσεται ἢ βολίδι κατατοξευθήσεται · ἐάν τε κτῆνος ἐάν τε ἄνθρωπος, οὐ ζήσεται. E ὅταν αἱ φωναὶ καὶ αἱ σάλπιγγες καὶ ἡ νεφέλη ἀπέλθῃ ἀπὸ τοῦ ὄρους, ἐκεῖνοι ἀναβήσονται ἐπὶ τὸ ὄρος."
19,14,"κατέβη δὲ Μωυσῆς ἐκ τοῦ ὄρους πρὸς τὸν λαὸν καὶ ἡγίασεν αὐτούς, καὶ ἔπλυναν τὰ ἱμάτια."
19,15,"καὶ εἶπε τῷ λαῷ · γίνεσθε ἕτοιμοι τρεῖς ἡμέρας, μὴ προσέλθητε γυναικί."
19,16,"ἐγένετο δὲ τῇ ἡμέρᾳ τῇ τρίτῃ γενηθέντος πρὸς ὄρθρον καὶ ἐγίνοντο φωναὶ καὶ ἀστραπαὶ καὶ νεφέλη γνοφώδης ἐπ’ ὄρους Σινά, φωνὴ τῆς σάλπιγγος ἤχει μέγα · καὶ ἐπτοήθη πᾶς ὁ λαὸς ὁ ἐν τῇ παρεμβολῇ."
19,17,"καὶ ἐξήγαγε Μωυσῆς τὸν λαὸν εἰς συνάντησιν τοῦ Θεοῦ ἐκ τῆς παρεμβολῆς, καὶ παρέστησαν ὑπὸ τὸ ὄρος."
19,18,"τὸ ὄρος τὸ Σινὰ ἐκαπνίζετο ὅλον διὰ τὸ καταβεβηκέναι ἐπ’ αὐτὸ τὸν Θεὸν ἐν πυρί, καὶ ἀνέβαινεν ὁ καπνὸς ὡσεὶ καπνὸς καμίνου, καὶ ἐξέστη πᾶς ὁ λαὸς σφόδρα ·"
19,19,"ἐγίνοντο δὲ αἱ φωναὶ τῆς σάλπιγγος προβαίνουσαι ἰσχυρότεραι σφόδρα · Μωυσῆς ἐλάλει, ὁ δὲ Θεὸς ἀπεκρίνατο αὐτῷ φωνῇ ·"
19,20,"κατέβη δὲ Κύριος ἐπὶ τὸ ὄρος τὸ Σινὰ ἐπὶ τὴν κορυφὴν τοῦ ὄρους · καὶ ἐκάλεσε Κύριος Μωυσῆν ἐπὶ τὴν κορυφὴν τοῦ ὄρους, καὶ ἀνέβη Μωυσῆς."
19,21,"καὶ εἶπεν ὁ Θεὸς πρὸς Μωυσῆν λέγων · καταβὰς διαμάρτυραι τῷ λαῷ, μή ποτε ἐγγίσωσι πρὸς τὸν Θεὸν κατανοῆσαι καὶ πέσωσιν ἐξ αὐτῶν πλῆθος ·"
19,22,"καὶ οἱ ἱερεῖς οἱ ἐγγίζοντες Κυρίῳ τῷ Θεῷ ἁγιασθήτωσαν, μή ποτε ἀπαλλάξῃ ἀπ’ αὐτῶν Κύριος."
19,23,καὶ εἶπε Μωυσῆς πρὸς τὸν Θεόν · οὐ δυνήσεται ὁ λαὸς προσαναβῆναι πρὸς τὸ ὄρος τὸ Σινά · σὺ γὰρ διαμεμαρτύρησαι ἡμῖν λέγων · ἀφόρισαι τὸ ὄρος καὶ ἁγίασαι αὐτό.
19,24,"εἶπε δὲ αὐτῷ Κύριος · βάδιζε, κατάβηθι καὶ ἀνάβηθι σὺ καὶ Ἀαρὼν μετὰ σοῦ · οἱ δὲ ἱερεῖς καὶ ὁ λαὸς μὴ βιαζέσθωσαν ἀναβῆναι πρὸς τὸν Θεόν, μή ποτε ἀπολέσῃ ἀπ’ αὐτῶν Κύριος."
19,25,κατέβη δὲ Μωυσῆς πρὸς τὸν λαὸν καὶ εἶπεν αὐτοῖς.
20,1,καὶ ἐλάλησε Κύριος πάντας τοὺς λόγους τούτους λέγων ·
20,2,"ἐγώ εἰμι Κύριος ὁ Θεός σου, ὅστις ἐξήγαγόν σε ἐκ γῆς Αἰγύπτου, ἐξ οἴκου δουλείας."
20,3,οὐκ ἔσονταί σοι θεοὶ ἕτεροι πλὴν ἐμοῦ.
20,4,"οὐ ποιήσεις σεαυτῷ εἴδωλον, οὐ -δὲ παντὸς ὁμοίωμα, ὅσα ἐν τῷ οὐρανῷ ἄνω καὶ ὅσα ἐν τῇ γῇ κάτω καὶ ὅσα ἐν τοῖς ὕδασιν ὑποκάτω τῆς γῆς. E"
20,5,"οὐ προσκυνήσεις αὐτοῖς, οὐ -δὲ μὴ λατρεύσεις αὐτοῖς · ἐγὼ γάρ εἰμι Κύριος ὁ Θεός σου, Θεὸς ζηλωτής, ἀποδιδοὺς ἁμαρτίας πατέρων ἐπὶ τέκνα, ἕως τρίτης καὶ τετάρτης γενεᾶς τοῖς μισοῦσί με"
20,6,καὶ ποιῶν ἔλεος εἰς χιλιάδας τοῖς ἀγαπῶσί με καὶ τοῖς φυλάσσουσι τὰ προστάγματά μου.
20,7,οὐ λήψει τὸ ὄνομα Κυρίου τοῦ Θεοῦ σου ἐπί ματαίῳ · οὐ γὰρ μὴ καθαρίσῃ Κύριος ὁ Θεός σου τὸν λαμβάνοντα τὸ ὄνομα αὐτοῦ ἐπὶ ματαίῳ.
20,8,μνήσθητι τὴν ἡμέρα τῶν σαββάτων ἁγιάζειν αὐτήν.
20,9,ἓξ ἡμέρας ἐργᾷ καὶ ποιήσεις πάντα τὰ ἔργα σου ·
20,10,"τῇ δὲ ἡμέρᾳ τῇ ἑβδόμῃ σάββατα Κυρίῳ τῷ Θεῷ σου · E οὐ ποιήσεις ἐν αὐτῇ πᾶν ἔργον, σὺ καὶ ὁ υἱός σου καὶ ἡ θυγάτηρ σου, ὁ παῖς σου καὶ ἡ παιδίσκη σου, ὁ βοῦς σου καὶ τὸ ὑποζύγιόν σου καὶ πᾶν κτῆνός σου καὶ ὁ προσήλυτος ὁ παροικῶν ἐν σοί."
20,11,ἐν γὰρ ἓξ ἡμέραις ἐποίησε Κύριος τὸν οὐρανὸν καὶ τὴν γῆν καὶ τὴν θάλασσαν καὶ πάντα τὰ ἐν αὐτοῖς καὶ κατέπαυσε τῇ ἡμέρᾳ τῇ ἑβδόμῃ · διὰ τοῦτο εὐλόγησε Κύριος τὴν ἡμέραν τὴν ἑβδόμην καὶ ἡγίασεν αὐτήν.
20,12,"τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, ἵνα εὖ σοι γένηται, καὶ ἵνα μακροχρόνιος γένῃ ἐπὶ τῆς γῆς τῆς ἀγαθῆς, ἧς Κύριος ὁ Θεός σου δίδωσί σοι."
20,13,οὐ μοιχεύσεις.
20,14,οὐ κλέψεις.
20,15,οὐ φονεύσεις.
20,16,οὐ ψευδομαρτυρήσεις κατὰ τοῦ πλησίον σου μαρτυρίαν ψευδῆ.
20,17,οὐκ ἐπιθυμήσεις τὴν γυναῖκα τοῦ πλησίον σου. οὐκ ἐπιθυμήσεις τὴν οἰκίαν τοῦ πλησίον σου οὔ -τε τὸν ἀγρὸν αὐτοῦ οὔ -τε τὸν παῖδα αὐτοῦ οὔ -τε τὴν παιδίσκην αὐτοῦ οὔ -τε τοῦ βοὸς αὐτοῦ οὔ -τε τοῦ ὑποζυγίου αὐτοῦ οὔ -τε παντὸς κτήνους αὐτοῦ οὔ -τε ὅσα τῷ πλησίον σου ἐστί.
20,18,καὶ πᾶς ὁ λαὸς ἑώρα τὴν φωνὴν καὶ τὰς λαμπάδας καὶ τὴν φωνὴν τῆς σάλπιγγος καὶ τὸ ὄρος τὸ καπνίζον · φοβηθέντες δὲ πᾶς ὁ λαὸς ἔστησαν μακρόθεν.
20,19,"καὶ εἶπαν πρὸς Μωυσῆν · λάλησον σὺ ἡμῖν, καὶ μὴ λαλείτω πρὸς ἡμᾶς ὁ Θεός, μὴ ἀποθάνωμεν."
20,20,"καὶ λέγει αὐτοῖς Μωυσῆς · θαρσεῖτε, ἕνεκεν γὰρ τοῦ πειράσαι ὑμᾶς παρεγενήθη ὁ Θεὸς πρὸς ὑμᾶς, ὅπως ἂν γένηται ὁ φόβος αὐτοῦ ἐν ὑμῖν, ἵνα μὴ ἁμαρτάνητε."
20,21,"εἱστήκει δὲ ὁ λαὸς μακρόθεν, Μωυσῆς δὲ εἰσῆλθεν εἰς τὸν γνόφον, οὗ ἦν ὁ Θεός."
20,22,εἶπε δὲ Κύριος πρὸς Μωυσῆν · τάδε ἐρεῖς τῷ οἴκῳ Ἰακὼβ καὶ ἀναγγελεῖς τοῖς υἱοῖς Ἰσραήλ · ὑμεῖς ἑωράκατε ὅτι ἐκ τοῦ οὐρανοῦ λελάληκα πρὸς ὑμᾶς ·
20,23,οὐ ποιήσετε ὑμῖν αὐτοῖς θεοὺς ἀργυροῦς καὶ θεοὺς χρυσοῦς οὐ ποιήσετε ὑμῖν αὐτοῖς.
20,24,"θυσιαστήριον ἐκ γῆς ποιήσετέ μοι καὶ θύσετε ἐπ’ αὐτοῦ τὰ ὁλοκαυτώματα ὑμῶν καὶ τὰ σωτήρια ὑμῶν καὶ τὰ πρόβατα καὶ τοὺς μόσχους ὑμῶν ἐν παντὶ τόπῳ, οὗ ἐὰν ἐπονομάσω τὸ ὄνομά μου ἐκεῖ, καὶ ἥξω πρὸς σὲ καὶ εὐλογήσω σε."
20,25,"ἐὰν δὲ θυσιαστήριον ἐκ λίθων ποιῇς μοι, οὐκ οἰκοδομήσεις αὐτοὺς τμητούς · τὸ γὰρ ἐγχειρίδιόν σου ἐπιβέβληκας ἐπ’ αὐτούς, καὶ μεμίανται."
20,26,"οὐκ ἀναβήσῃ ἐν ἀναβαθμίσιν ἐπὶ τὸ θυσιαστήριόν μου, ὅπως ἂν μὴ ἀποκαλύψῃς τὴν ἀσχημοσύνην σου ἐπ’ αὐτοῦ."
21,1,"καὶ ταῦτα τὰ δικαιώματα, ἃ παραθήσῃ ἐνώπιον αὐτῶν. E"
21,2,"ἐὰν κτήσῃ παῖδα Ἑβραῖον, ἓξ ἔτη δουλεύσει σοι · τῷ δὲ ἑβδόμῳ ἔτει ἀπελεύσεται ἐλεύθερος δωρεάν."
21,3,"ἐὰν αὐτὸς μόνος εἰσέλθῃ, καὶ μόνος ἐξελεύσεται · ἐὰν δὲ γυνὴ συνεισέλθῃ μετ’ αὐτοῦ, ἐξελεύσεται καὶ ἡ γυνὴ αὐτοῦ."
21,4,"καὶ ἐὰν δὲ ὁ κύριος δῷ αὐτῷ γυναῖκα, καὶ τέκῃ αὐτῷ υἱοὺς ἢ θυγατέρας, ἡ γυνὴ καὶ τὰ παιδία ἔσται τῷ κυρίῳ αὐτοῦ, αὐτὸς δὲ μόνος ἐξελεύσεται."
21,5,"ἐὰν δὲ ἀποκριθεὶς εἴπῃ ὁ παῖς, ἠγάπησα τὸν κύριόν μου καὶ τὴν γυναῖκα καὶ τὰ παιδία, οὐκ ἀποτρέχω ἐλεύθερος ·"
21,6,"προσάξει αὐτὸν ὁ κύριος αὐτοῦ πρὸς τὸ κριτήριον τοῦ Θεοῦ καὶ τότε προσάξει αὐτὸν ἐπὶ τὴν θύραν ἐπὶ τὸν σταθμόν, καὶ τρυπήσει ὁ κύριος αὐτοῦ τὸ οὖς τῷ ὀπητίῳ, καὶ δουλεύσει αὐτῷ εἰς τὸν αἰῶνα."
21,7,"ἐὰν δέ τις ἀποδῶται τὴν ἑαυτοῦ θυγατέρα οἰκέτιν, οὐκ ἀπελεύσεται, ὥσπερ ἀποτρέχουσιν αἱ δοῦλαι."
21,8,"ἐὰν μὴ εὐαρεστήσῃ τῷ κυρίῳ αὐτῆς ἣν αὐτῷ καθωμολογήσατο, ἀπολυτρώσει αὐτήν · ἔθνει δὲ ἀλλοτρίῳ οὐ κύριός ἐστι πωλεῖν αὐτήν, ὅτι ἠθέτησεν ἐν αὐτῇ."
21,9,"ἐὰν δὲ τῷ υἱῷ καθομολογήσηται αὐτήν, κατὰ τὸ δικαίωμα τῶν θυγατέρων ποιήσει αὐτῇ."
21,10,"ἐὰν δὲ ἄλλην λάβῃ ἑαυτῷ, τὰ δέοντα καὶ τὸν ἱματισμὸν καὶ τὴν ὁμιλίαν αὐτῆς οὐκ ἀποστερήσει."
21,11,"ἐὰν δὲ τὰ τρία ταῦτα μὴ ποιήσῃ αὐτῇ, ἐξελεύσεται δωρεὰν ἄνευ ἀργυρίου."
21,12,"ἐὰν δὲ πατάξῃ τίς τινα, καὶ ἀποθάνῃ, θανάτῳ θανατούσθω ·"
21,13,"ὁ δὲ οὐχ ἑκών, ἀλλ’ ὁ Θεὸς παρέδωκεν εἰς τὰς χεῖρας αὐτοῦ, δώσω σοι τόπον, οὗ φεύξεται ἐκεῖ ὁ φονεύσας."
21,14,"ἐὰν δέ τις ἐπιθῆται τῷ πλησίον ἀποκτεῖναι αὐτὸν δόλῳ καὶ καταφύγῃ, ἀπὸ τοῦ θυσιαστηρίου μου λήψῃ αὐτὸν θανατῶσαι."
21,15,"ὃς τύπτει πατέρα αὐτοῦ ἢ μητέρα αὐτοῦ, θανάτῳ θανατούσθω."
21,16,ὁ κακολογῶν πατέρα αὐτοῦ ἢ μητέρα αὐτοῦ τελευτήσει θανάτῳ.
21,17,"ὃς ἐὰν κλέψῃ τίς τινα τῶν υἱῶν Ἰσραὴλ καὶ καταδυναστεύσας αὐτὸν ἀποδῶται, καὶ εὑρεθῇ ἐν αὐτῷ, θανάτῳ τελευτάτω."
21,18,"ἐὰν δὲ λοιδορῶνται δύο ἄνδρες καὶ πατάξῃ τις τὸν πλησίον λίθῳ ἢ πυγμῇ, καὶ μὴ ἀποθάνῃ, κατακλιθῇ δὲ ἐπὶ τὴν κοίτην,"
21,19,"ἐὰν ἐξαναστὰς ὁ ἄνθρωπος περιπατήσῃ ἔξω ἐπὶ ράβδου, ἀθῷος ἔσται ὁ πατάξας · πλὴν τῆς ἀργίας αὐτοῦ ἀποτίσει καὶ τὰ ἰατρεῖα."
21,20,"ἐὰν δέ τις πατάξῃ τὸν παῖδα αὐτοῦ ἢ τὴν παιδίσκην αὐτοῦ ἐν ράβδῳ καὶ ἀποθάνῃ ὑπὸ τὰς χεῖρας αὐτοῦ, δίκῃ ἐκδικηθήσεται."
21,21,"ἐὰν δὲ διαβιώσῃ ἡμέραν μίαν ἢ δύο, οὐκ ἐκδικηθήσεται · τὸ γὰρ ἀργύριον αὐτοῦ ἐστιν."
21,22,"ἐὰν δὲ μάχωνται δύο ἄνδρες καὶ πατάξωσι γυναῖκα ἐν γαστρὶ ἔχουσαν καὶ ἐξέλθῃ τὸ παιδίον αὐτῆς μὴ ἐξεικονισμένον, ἐπιζήμιον ζημιωθήσεται · καθότι ἂν ἐπιβάλῃ ὁ ἀνὴρ τῆς γυναικός, δώσει μετὰ ἀξιώματος ·"
21,23,"ἐὰν δὲ ἐξεικονισμένον ᾖ, δώσει ψυχὴν ἀντὶ ψυχῆς,"
21,24,"ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ, ὀδόντα ἀντὶ ὀδόντος, χεῖρα ἀντὶ χειρός, πόδα ἀντὶ ποδός,"
21,25,"κατάκαυμα ἀντὶ κατακαύματος, τραῦμα ἀντὶ τραύματος, μώλωπα ἀντὶ μώλωπος. E"
21,26,"ἐὰν δέ τις πατάξῃ τὸν ὀφθαλμὸν τοῦ οἰκέτου αὐτοῦ ἢ τὸν ὀφθαλμὸν τῆς θεραπαίνης αὐτοῦ, καὶ ἐκτυφλώσῃ, ἐλευθέρους ἐξαποστελεῖ αὐτοὺς ἀντὶ τοῦ ὀφθαλμοῦ αὐτῶν."
21,27,"ἐὰν δὲ τὸν ὀδόντα τοῦ οἰκέτου ἢ τὸν ὀδόντα τῆς θεραπαίνης αὐτοῦ ἐκκόψῃ, ἐλευθέρους ἐξαποστελεῖ αὐτοὺς ἀντὶ τοῦ ὀδόντος αὐτῶν."
21,28,"ἐὰν δὲ κερατίσῃ ταῦρος ἄνδρα ἢ γυναῖκα καὶ ἀποθάνῃ, λίθοις λιθοβοληθήσεται ὁ ταῦρος, καὶ οὐ βρωθήσεται τὰ κρέα αὐτοῦ · ὁ δὲ κύριος τοῦ ταύρου ἀθῷος ἔσται."
21,29,"ἐὰν δὲ ὁ ταῦρος κερατιστὴς ᾖ πρὸ τῆς χθὲς καὶ πρὸ τῆς τρίτης, καὶ διαμαρτύρωνται τῷ κυρίῳ αὐτοῦ, καὶ μὴ ἀφανίσῃ αὐτόν, ἀνέλῃ δὲ ἄνδρα ἢ γυναῖκα, ὁ ταῦρος λιθοβοληθήσεται καὶ ὁ κύριος αὐτοῦ προσαποθανεῖται."
21,30,"ἐὰν δὲ λύτρα ἐπιβληθῇ αὐτῷ, δώσει λύτρα τῆς ψυχῆς αὐτοῦ ὅσα ἐὰν ἐπιβάλωσιν αὐτῷ."
21,31,"ἐὰν δὲ υἱὸν ἢ θυγατέρα κερατίσῃ, κατὰ τὸ δικαίωμα τοῦτο ποιήσωσιν αὐτῷ."
21,32,"ἐὰν δὲ παῖδα κερατίσῃ ὁ ταῦρος ἢ παιδίσκην, ἀργυρίου τριάκοντα δίδραχμα δώσει τῷ κυρίῳ αὐτῶν, καὶ ὁ ταῦρος λιθοβοληθήσεται."
21,33,"ἐὰν δέ τις ἀνοίξῃ λάκκον ἢ λατομήσῃ λάκκον καὶ μὴ καλύψῃ αὐτόν, καὶ ἐμπέσῃ ἐκεῖ μόσχος ἢ ὄνος,"
21,34,"ὁ κύριος τοῦ λάκκου ἀποτίσει · ἀργύριον δώσει τῷ κυρίῳ αὐτῶν, τὸ δὲ τετελευτηκὸς αὐτῷ ἔσται."
21,35,"ἐὰν δὲ κερατίσῃ τινὸς ταῦρος τὸν ταῦρον τοῦ πλησίον καὶ τελευτήσῃ, ἀποδώσονται τὸν ταῦρον τὸν ζῶντα καὶ διελοῦνται τὸ ἀργύριον αὐτοῦ, καὶ τὸν ταῦρον τὸν τεθνηκότα διελοῦνται."
21,36,"ἐὰν δὲ γνωρίζηται ὁ ταῦρος ὅτι κερατιστής ἐστι πρὸ τῆς χθὲς καὶ πρὸ τῆς τρίτης ἡμέρας, καὶ διαμεμαρτυρημένοι ὦσι τῷ κυρίῳ αὐτοῦ, καὶ μὴ ἀφανίσῃ αὐτόν, ἀποτίσει ταῦρον ἀντὶ ταύρου, ὁ δὲ τετελευτηκὼς αὐτῷ ἔσται."
22,1,"ἐὰν δέ τις κλέψῃ μόσχον ἢ πρόβατον καὶ σφάξῃ ἢ ἀποδῶται, πέντε μόσχους ἀποτίσει ἀντὶ τοῦ μόσχου καὶ τέσσαρα πρόβατα ἀντὶ τοῦ προβάτου."
22,2,"ἐὰν δὲ ἐν τῷ διορύγματι εὑρεθῇ ὁ κλέπτης καὶ πληγεὶς ἀποθάνῃ, οὐκ ἔστιν αὐτῷ φόνος ·"
22,3,"ἐὰν δὲ ἀνατείλῃ ὁ ἥλιος ἐπ’ αὐτῷ, ἔνοχός ἐστιν, ἀνταποθανεῖται. ἐὰν δὲ μὴ ὑπάρχῃ αὐτῷ, πραθήτω ἀντὶ τοῦ κλέμματος."
22,4,"ἐὰν δὲ καταληφθῇ καὶ εὑρεθῇ ἐν τῇ χειρὶ αὐτοῦ τὸ κλέμμα ἀπό τε ὄνου ἕως προβάτου ζῶντα, διπλᾶ αὐτὰ ἀποτίσει."
22,5,"ἐὰν δὲ καταβοσκήσῃ τις ἀγρὸν ἢ ἀμπελῶνα καὶ ἀφῇ τὸ κτῆνος αὐτοῦ καταβοσκῆσαι ἀγρὸν ἕτερον, ἀποτίσει ἐκ τοῦ ἀγροῦ αὐτοῦ κατὰ τὸ γέννημα αὐτοῦ · ἐὰν δὲ πάντα τὸν ἀγρὸν καταβοσκήσῃ, τὰ βέλτιστα τοῦ ἀγροῦ αὐτοῦ καὶ τὰ βέλτιστα τοῦ ἀμπελῶνος αὐτοῦ ἀποτίσει."
22,6,"ἐὰν δὲ ἐξελθὸν πῦρ εὕρῃ ἀκάνθας καὶ προσεμπρήσῃ ἅλωνα ἢ στάχυς ἢ πεδίον, ἀποτίσει ὁ τὸ πῦρ ἐκκαύσας."
22,7,"ἐὰν δέ τις δῷ τῷ πλησίον ἀργύριον ἢ σκεύη φυλάξαι, καὶ κλαπῇ ἐκ τῆς οἰκίας τοῦ ἀνθρώπου, ἐὰν εὑρεθῇ ὁ κλέψας, ἀποτίσει τὸ διπλοῦν ·"
22,8,"ἐὰν δὲ μὴ εὑρεθῇ ὁ κλέψας, προσελεύσεται ὁ κύριος τῆς οἰκίας ἐνώπιον τοῦ Θεοῦ καὶ ὀμεῖται ἦ μὴν μὴ αὐτὸν πεπονηρεῦσθαι ἐφ’ ὅλης τῆς παρακαταθήκης τοῦ πλησίον."
22,9,"κατὰ πᾶν ρητὸν ἀδίκημα, περί τε μόσχου καὶ ὑποζυγίου καὶ προβάτου καὶ ἱματίου καὶ πάσης ἀπωλείας τῆς ἐγκαλουμένης, ὅ, τι οὖν ἂν ᾖ, ἐνώπιον τοῦ Θεοῦ ἐλεύσεται ἡ κρίσις ἀμφοτέρων, καὶ ὁ ἁλοὺς διὰ τοῦ Θεοῦ ἀποτίσει διπλοῦν τῷ πλησίον ·"
22,10,"ἐὰν δέ τις δῷ τῷ πλησίον ὑποζύγιον ἢ μόσχον ἢ πρόβατον ἢ πᾶν κτῆνος φυλάξαι, καὶ συντριβῇ ἢ τελευτήσῃ ἢ αἰχμάλωτον γένηται, καὶ μηδεὶς γνῷ,"
22,11,"ὅρκος ἔσται τοῦ Θεοῦ ἀνὰ μέσον ἀμφοτέρων, ἦ μὴν μὴ αὐτὸν πεπονηρεῦσθαι καθόλου τῆς παρακαταθήκης τοῦ πλησίον · καὶ οὕτως προσδέξεται ὁ κύριος αὐτοῦ, καὶ οὐκ ἀποτίσει."
